RESPONSES,TOTAL_TIME,ANALYSIS_TIME,FREQUENCY,TIME_DATA,FREQUENCY_DATA,RESPONSES_STORED,FROM_DATE,TO_DATE,MINIMUM_TIME,MAXIMUM_TIME,CURRENT_ESC_RUNNING,ANALYSIS_RETRIES,HOOK_DATA_RETRIES,INIT_EXEC_TIME,FINAL_EXEC_TIME,ID,GUARANTEES
1,2.2318428698,0.117890596,30,90,30,40,1658775082091,1658774992091,3,3.2,1,0,0,35149,947686551,1658775129930,13,4
1,2.2314498102,0.11521925400000001,30,90,30,40,1658775112091,1658775022091,3,3.2,1,0,0,35179,951738893,1658775159926,14,4
1,2.2299969738,0.117917891,30,90,30,40,1658775142091,1658775052091,3,3.2,1,0,0,35209,953309341,1658775189926,15,4
1,2.2281918442,0.118175241,30,90,30,40,1658775172091,1658775082091,3,3.2,1,0,0,35239,962722875,1658775219936,16,4
1,2.2270926568,0.118057205,30,90,30,40,1658775202091,1658775112091,3,3.2,1,0,0,35269,961859492,1658775249936,17,4
1,2.2287624623999998,0.11695549599999999,30,90,30,40,1658775232091,1658775142091,3,3.2,1,0,0,35299,966922808,1658775279957,18,4
1,2.2302805668000003,0.119669576,30,90,30,40,1658775262091,1658775172091,3,3.2,1,0,0,35329,975732688,1658775309957,19,4
1,2.2312446098,0.117160425,30,90,30,40,1658775292091,1658775202091,3,3.2,1,0,0,35359,978383272,1658775339955,20,4
1,2.2320837453999998,0.11494433100000001,30,90,30,40,1658775322091,1658775232091,3,3.2,1,0,0,35389,981850467,1658775369959,21,4
1,2.2316479456,0.119221805,30,90,30,40,1658775352091,1658775262091,3,3.2,1,0,0,35419,987121975,1658775399959,22,4
1,2.2290309014000003,0.12101252,30,90,30,40,1658775382091,1658775292091,3,3.2,1,0,0,35449,995674884,1658775429973,23,4
1,2.2269416528,0.119971981,30,90,30,40,1658775412091,1658775322091,3,3.2,1,0,0,35479,992885709,1658775459964,24,4
1,2.2267307074000002,0.121167473,30,90,30,40,1658775442091,1658775352091,3,3.2,1,0,0,35509,998370918,1658775489974,25,4
1,2.225980081,0.113689908,30,90,30,40,1658775472091,1658775382091,3,3.2,1,0,0,35540,9680414,1658775519984,26,4
1,2.2263911422,0.118522359,30,90,30,40,1658775502091,1658775412091,3,3.2,1,0,0,35570,9391104,1658775549983,27,4
1,2.2259448948,0.11766078299999999,30,90,30,40,1658775532091,1658775442091,3,3.2,1,0,0,35600,17206468,1658775579992,28,4
1,2.2299672478000003,0.123910839,30,90,30,40,1658775562091,1658775472091,3,3.2,1,0,0,35630,18045162,1658775610009,29,4
1,1.9703676874,0.118689769,30,90,30,40,1658775592091,1658775502091,3,3.2,1,0,0,35660,16153619,1658775638694,30,4
1,1.9703291269999998,0.11708847900000001,30,90,30,40,1658775622091,1658775532091,3,3.2,2,0,0,35690,26898723,1658775670001,31,4
1,1.9688008594,0.11411824599999999,30,90,30,40,1658775652091,1658775562091,3,3.2,2,0,0,35720,25263020,1658775699991,32,4
1,1.9703919585999998,0.115866885,30,90,30,40,1658775682091,1658775592091,3,3.2,2,0,0,35750,33785683,1658775730017,33,4
1,1.9672134336,0.11544117400000001,30,90,30,40,1658775712091,1658775622091,3,3.2,2,0,0,35780,29839743,1658775760005,34,4
1,2.2268436282,0.114744153,30,90,30,40,1658775742091,1658775652091,3,3.2,2,0,0,35810,31122269,1658775790007,35,4
1,2.227842699,0.119079663,30,90,30,40,1658775772091,1658775682091,3,3.2,2,0,0,35840,40680597,1658775820019,36,4
1,2.2293627406,0.11700291,30,90,30,40,1658775802091,1658775712091,3,3.2,2,0,0,35870,35865204,1658775850009,37,4
1,2.2279118862000002,0.11676036100000001,30,90,30,40,1658775832091,1658775742091,3,3.2,2,0,0,35900,37120830,1658775880013,38,4
1,2.2286761842,0.11682213699999999,30,90,30,40,1658775862091,1658775772091,3,3.2,2,0,0,35930,41692245,1658775910021,39,4
1,2.2285863324000004,0.11926427099999999,30,90,30,40,1658775892091,1658775802091,3,3.2,2,0,0,35960,38204488,1658775940014,40,4
1,2.2297789862,0.115242624,30,90,30,40,1658775922091,1658775832091,3,3.2,2,0,0,35990,45577428,1658775970030,41,4
1,2.2306616848000003,0.117459036,30,90,30,40,1658775952091,1658775862091,3,3.2,2,0,0,36020,48651616,1658776000027,42,4
1,2.2310026842,0.116773855,30,90,30,40,1658775982091,1658775892091,3,3.2,2,0,0,36050,44997823,1658776030022,43,4
1,2.2272872820000003,0.11566430800000001,30,90,30,40,1658776012091,1658775922091,3,3.2,2,0,0,36080,52296334,1658776060013,44,4
1,2.227831518,0.11512336399999999,30,90,30,40,1658776042091,1658775952091,3,3.2,2,0,0,36110,50216296,1658776090029,45,4
1,2.2256292568,0.114490899,30,90,30,40,1658776072091,1658775982091,3,3.2,2,0,0,36140,52841189,1658776120026,46,4
1,2.2258803037999995,0.118848255,30,90,30,40,1658776102091,1658776012091,3,3.2,2,0,0,36170,54718420,1658776150034,47,4
1,2.2267371049999998,0.117782261,30,90,30,40,1658776132091,1658776042091,3,3.2,2,0,0,36200,62849596,1658776180045,48,4
1,2.2306162844,0.117384692,30,90,30,40,1658776162091,1658776072091,3,3.2,2,0,0,36230,63960038,1658776210044,49,4
1,2.2294590816,0.116474743,30,90,30,40,1658776192091,1658776102091,3,3.2,2,0,0,36260,67271006,1658776240040,50,4
1,2.2311630817999997,0.11740228600000001,30,90,30,40,1658776222091,1658776132091,3,3.2,2,0,0,36290,66796527,1658776270049,51,4
1,2.2294301892,0.117500138,30,90,30,40,1658776252091,1658776162091,3,3.2,2,0,0,36320,68946512,1658776300039,52,4
1,2.2296682818,0.115350548,30,90,30,40,1658776282091,1658776192091,3,3.2,2,0,0,36350,74173583,1658776330057,53,4
1,2.2291893733999997,0.12281030300000001,30,90,30,40,1658776312091,1658776222091,3,3.2,2,0,0,36380,74470268,1658776360052,54,4
1,2.2241328700000005,0.08852764399999999,30,90,30,30,1658776342091,1658776252091,3,3.2,2,0,0,36410,71458764,1658776390019,55,4
1,2.2169749708,0.089710514,30,90,30,30,1658776372091,1658776282091,3,3.2,2,0,0,36440,77225529,1658776420024,56,4
1,2.2118140806,0.088274678,30,90,30,30,1658776402091,1658776312091,3,3.2,2,0,0,36470,74788864,1658776450019,57,4
1,2.2101482692,0.110718168,30,90,30,40,1658776432091,1658776342091,3,3.2,2,0,0,36500,73392338,1658776480048,58,4
1,2.218439173,0.14902165,30,90,30,50,1658776462091,1658776372091,3,3.2,2,0,0,36530,76506268,1658776510096,59,4
1,2.2301841108000002,0.143177152,30,90,30,50,1658776492091,1658776402091,3,3.2,2,0,0,36560,87644924,1658776540094,60,4
1,2.2439637332,0.14571016,30,90,30,50,1658776522091,1658776432091,3,3.2,2,0,0,36590,83828545,1658776570099,61,4
1,2.253173222,0.120337301,30,90,30,40,1658776552091,1658776462091,3,3.2,2,0,0,36620,83106589,1658776600074,62,4
1,2.2555510242,0.11932318700000001,30,90,30,40,1658776582091,1658776492091,3,3.2,2,0,0,36650,86489821,1658776630073,63,4
1,2.247687707,0.12138520800000001,30,90,30,40,1658776612091,1658776522091,3,3.2,2,0,0,36680,86972630,1658776660067,64,4
1,2.2426857544000005,0.119438585,30,90,30,40,1658776642091,1658776552091,3,3.2,2,0,0,36710,90660961,1658776690072,65,4
1,2.2347186306,0.119233771,30,90,30,40,1658776672091,1658776582091,3,3.2,2,0,0,36740,88183738,1658776720064,66,4
1,2.2309421704,0.118208068,30,90,30,40,1658776702091,1658776612091,3,3.2,2,0,0,36770,88601500,1658776750060,67,4
1,2.2269311288,0.115422021,30,90,30,40,1658776732091,1658776642091,3,3.2,2,0,0,36800,93567649,1658776780060,68,4
1,2.2262710184,0.11866484699999999,30,90,30,40,1658776762091,1658776672091,3,3.2,2,0,0,36830,95761085,1658776810072,69,4
1,2.2259978908,0.116115736,30,90,30,40,1658776792091,1658776702091,3,3.2,2,0,0,36860,97471935,1658776840077,70,4
1,2.2241044688000002,0.115684064,30,90,30,40,1658776822091,1658776732091,3,3.2,2,0,0,36890,95983429,1658776870062,71,4
1,2.2245051592000005,0.117666532,30,90,30,40,1658776852091,1658776762091,3,3.2,2,0,0,36920,104861937,1658776900079,72,4
1,2.2251157118,0.116455791,30,90,30,40,1658776882091,1658776792091,3,3.2,2,0,0,36950,103081468,1658776930073,73,4
1,2.2238863042,0.118724345,30,90,30,40,1658776912091,1658776822091,3,3.2,2,0,0,36980,107842695,1658776960078,74,4
1,2.221367897,0.115793313,30,90,30,40,1658776942091,1658776852091,3,3.2,2,0,0,37010,107334943,1658776990074,75,4
1,2.2221495808,0.117510514,30,90,30,40,1658776972091,1658776882091,3,3.2,2,0,0,37040,114552366,1658777020084,76,4
1,2.2221558109999995,0.11551359700000001,30,90,30,40,1658777002091,1658776912091,3,3.2,2,0,0,37070,114340914,1658777050088,77,4
1,2.2232184781999997,0.11775839,30,90,30,40,1658777032091,1658776942091,3,3.2,2,0,0,37100,115889778,1658777080091,78,4
1,2.223956578,0.11778121400000001,30,90,30,40,1658777062091,1658776972091,3,3.2,2,0,0,37130,116383639,1658777110090,79,4
1,2.2243467924,0.117801418,30,90,30,40,1658777092091,1658777002091,3,3.2,2,0,0,37160,123778406,1658777140093,80,4
1,2.2235438898,0.115944694,30,90,30,40,1658777122091,1658777032091,3,3.2,2,0,0,37190,127090370,1658777170093,81,4
1,2.2227567402,0.117649779,30,90,30,40,1658777152091,1658777062091,3,3.2,2,0,0,37220,122377784,1658777200092,82,4
1,2.2216301558,0.11871540500000001,30,90,30,40,1658777182091,1658777092091,3,3.2,2,0,0,37250,120748899,1658777230090,83,4
1,2.2235050203999998,0.132297474,30,90,30,40,1658777212091,1658777122091,3,3.2,2,0,0,37280,131003750,1658777260114,84,4
1,2.2249495355999995,0.116612588,30,90,30,40,1658777242091,1658777152091,3,3.2,2,0,0,37310,130093127,1658777290106,85,4
1,2.2243622116,0.11681538999999999,30,90,30,40,1658777272091,1658777182091,3,3.2,2,0,0,37340,136371820,1658777320099,86,4
1,2.2237355794,0.120857264,30,90,30,40,1658777302091,1658777212091,3,3.2,2,0,0,37370,131334029,1658777350098,87,4
1,2.2278634004,0.119823486,30,90,30,40,1658777332091,1658777242091,3,3.2,2,0,0,37400,137595677,1658777380127,88,4
1,2.2257197345999997,0.119047943,30,90,30,40,1658777362091,1658777272091,3,3.2,2,0,0,37430,139031141,1658777410112,89,4
1,2.2242532502,0.115478469,30,90,30,40,1658777392091,1658777302091,3,3.2,2,0,0,37460,140491946,1658777440109,90,4
1,2.2271689582,0.118603276,30,90,30,40,1658777422091,1658777332091,3,3.2,1,0,0,37490,145322903,1658777470123,91,4
1,2.2293437548,0.11967480500000001,30,90,30,40,1658777452091,1658777362091,3,3.2,1,0,0,37520,147353434,1658777500125,92,4
1,2.2255094384,0.118370486,30,90,30,40,1658777482091,1658777392091,3,3.2,1,0,0,37550,158045389,1658777530129,93,4
1,2.2259923508,0.122336632,30,90,30,40,1658777512091,1658777422091,3,3.2,1,0,0,37580,160424522,1658777560136,94,4
1,2.226437949,0.118404404,30,90,30,40,1658777542091,1658777452091,3,3.2,1,0,0,37610,156269821,1658777590127,95,4
1,2.2257613342,0.118794552,30,90,30,40,1658777572091,1658777482091,3,3.2,1,0,0,37640,163625559,1658777620138,96,4
1,2.2241693598,0.118356321,30,90,30,40,1658777602091,1658777512091,3,3.2,1,0,0,37670,172138375,1658777650142,97,4
1,2.2235833262,0.11610757,30,90,30,40,1658777632091,1658777542091,3,3.2,1,0,0,37700,171218481,1658777680139,98,4
1,2.2266553364,0.12105349,30,90,30,40,1658777662091,1658777572091,3,3.2,1,0,0,37730,172949428,1658777710163,99,4
1,2.2275206406000003,0.12001336,30,90,30,40,1658777692091,1658777602091,3,3.2,1,0,0,37760,178111984,1658777740154,100,4
1,2.2297967088,0.13461282800000002,30,90,30,40,1658777722091,1658777632091,3,3.2,1,0,0,37790,178672860,1658777770164,101,4
1,2.2302751811999997,0.116240408,30,90,30,40,1658777752091,1658777662091,3,3.2,1,0,0,37820,183459087,1658777800156,102,4
1,2.230756342,0.116285314,30,90,30,40,1658777782091,1658777692091,3,3.2,1,0,0,37850,183983791,1658777830154,103,4
1,2.2272401092000003,0.121264275,30,90,30,40,1658777812091,1658777722091,3,3.2,1,0,0,37880,194016524,1658777860167,104,4
1,2.2263666896,0.117084414,30,90,30,40,1658777842091,1658777752091,3,3.2,1,0,0,37910,195151863,1658777890166,105,4
1,2.2262282358,0.121522916,30,90,30,40,1658777872091,1658777782091,3,3.2,1,0,0,37940,203794305,1658777920189,106,4
1,2.2273552118,0.11834703299999999,30,90,30,40,1658777902091,1658777812091,3,3.2,1,0,0,37970,209167391,1658777950187,107,4
1,2.2264568412,0.119423014,30,90,30,40,1658777932091,1658777842091,3,3.2,1,0,0,38000,204730128,1658777980170,108,4
1,2.22722191,0.12024889400000001,30,90,30,40,1658777962091,1658777872091,3,3.2,1,0,0,38030,205705922,1658778010182,109,4
1,2.2274757366,0.120221941,30,90,30,40,1658777992091,1658777902091,3,3.2,1,0,0,38060,216081199,1658778040188,110,4
1,2.2230385748,0.114164188,30,90,30,40,1658778022091,1658777932091,3,3.2,1,0,0,38090,214907368,1658778070177,111,4
1,2.2206928282,0.119135835,30,90,30,40,1658778052091,1658777962091,3,3.2,1,0,0,38120,217842253,1658778100184,112,4
1,2.2223568481999996,0.118824837,30,90,30,40,1658778082091,1658777992091,3,3.2,1,0,0,38150,225675209,1658778130200,113,4
1,2.2221271388,0.11936145299999999,30,90,30,40,1658778112091,1658778022091,3,3.2,1,0,0,38180,221480412,1658778160197,114,4
1,2.2223481402000003,0.117186246,30,90,30,40,1658778142091,1658778052091,3,3.2,1,0,0,38210,228325767,1658778190202,115,4
1,2.2246083812000004,0.11561116099999999,30,90,30,40,1658778172091,1658778082091,3,3.2,1,0,0,38240,234238187,1658778220208,116,4
1,2.2256089990000003,0.117348917,30,90,30,40,1658778202091,1658778112091,3,3.2,1,0,0,38270,232330308,1658778250203,117,4
1,2.2246232148000002,0.118744096,30,90,30,40,1658778232091,1658778142091,3,3.2,1,0,0,38300,237081220,1658778280206,118,4
1,2.2228355534000004,0.117879541,30,90,30,40,1658778262091,1658778172091,3,3.2,1,0,0,38330,245217213,1658778310212,119,4
1,2.2225570084,0.11721768899999999,30,90,30,40,1658778292091,1658778202091,3,3.2,1,0,0,38360,241599411,1658778340214,120,4
