TIMESTAMP,ESC1_Time,ESC2_Time,ESC1_Time_A,ESC2_Time_A,ESC1_Window,ESC2_Window
1658741289254,2.113959816,,0.035165,,30,,
1658741294254,2.1128496859999997,,0.034558601,,30,,
1658741299254,2.154564838333333,,0.12477728399999999,,30,,
1658741304254,2.18438466075,,0.14803622100000002,,30,,
1658741309254,2.2049422126000002,,0.157448482,,30,,
1658741314254,2.2481346264,,0.196792037,,30,,
1658741319254,2.3020923506,,0.220662795,,30,,
1658741324254,2.3325599606000003,,0.22958318700000002,,30,,
1658741329254,2.3521396158,,0.217079867,,30,,
1658741334254,2.3748509452,,0.260395465,,30,,
1658741339254,2.3833752382,,0.21400688299999998,,30,,
1658741344254,2.3825876496,,0.22844034400000002,,30,,
1658741349254,2.3909107642,,0.260022372,,30,,
1658741354254,2.3927121060000003,,0.23176252400000003,,30,,
1658741359254,2.385124964,,0.207493673,,30,,
1658741364254,2.386057442,,0.22379581099999998,,30,,
1658741369254,2.385371628,,0.212948723,,30,,
1658741374254,2.3737185415999997,,0.20791769,,30,,
1658741379254,2.3718877134000005,,0.21002344299999998,,30,,
1658741384254,2.3736591776,,0.22205956000000002,,30,,
1658741389254,2.3746649756,,0.221578283,,30,,
1658741394254,2.3731958858,,0.227245014,,30,,
1658741399254,2.380235552,,0.24415305799999998,,30,,
1658741404254,2.3878998761999997,,0.251134159,,30,,
1658741409254,2.3871875865999996,,0.215527694,,30,,
1658741414254,2.3916731130000004,,0.207387865,,30,,
1658741419254,2.3933394758,,0.216989222,,30,,
1658741424254,2.3849410381999996,,0.215504098,,30,,
1658741429254,2.3876803422,,0.266425052,,30,,
1658741434254,2.3963433588,,0.24631491500000002,,30,,
1658741439254,2.3890364966,,0.214512397,,30,,
1658741444254,2.3882924958,,0.219628885,,30,,
1658741449254,2.3879592080000003,,0.21015414699999999,,30,,
1658741454254,2.3740556273999998,,0.207793934,,30,,
1658741459254,2.3679315792000004,,0.228417733,,30,,
1658741464254,2.3679283574,,0.21306534300000002,,30,,
1658741469254,2.3681009453999997,,0.209762546,,30,,
1658741474254,2.3651321994,,0.210826929,,30,,
1658741479254,2.3676701616,,0.209822607,,30,,
1658741484254,2.3621837986000003,,0.210570276,,30,,
1658741489254,2.3614946996,,0.206557741,,30,,
1658741494254,2.3598220870000004,,0.210355341,,30,,
1658741499254,2.3627756198,,0.210830455,,30,,
1658741504254,2.3609227778,,0.212640243,,30,,
1658741509254,2.3645676030000002,,0.21431414000000001,,30,,
1658741514254,2.3623756256,,0.204403706,,30,,
1658741519254,2.3627949595999995,,0.209997131,,30,,
1658741524254,2.3619002437999996,,0.210301332,,30,,
1658741529254,2.3632812086,,0.207533817,,30,,
1658741534254,2.3594873432,,0.20622246000000002,,30,,
1658741539254,2.3625854704,,0.20377657600000001,,30,,
1658741544254,2.3605514901999998,,0.208542898,,30,,
1658741549254,2.3607691898,,0.212330561,,30,,
