INIT_TIME,FINAL_TIME,TOTAL_TIME,INIT_UPDATE_TIME,FINAL_UPDATE_TIME,TOTAL_UPDATE_TIME,COLLECTOR_TIME,
1659300047378,1659300049629,2251,1659300047485,1659300047491,6,82
1659300077365,1659300077610,245,1659300077410,1659300077425,15,70
1659300107362,1659300107721,359,1659300107439,1659300107459,20,67
1659300137364,1659300137817,453,1659300137469,1659300137493,24,70
1659300167354,1659300167834,480,1659300167484,1659300167512,28,60
1659300197364,1659300197831,467,1659300197496,1659300197522,26,66
1659300227374,1659300227862,488,1659300227509,1659300227534,25,67
1659300257369,1659300257839,470,1659300257503,1659300257530,27,62
1659300287369,1659300287839,470,1659300287504,1659300287532,28,61
1659300317377,1659300317861,484,1659300317511,1659300317541,30,70
1659300347369,1659300347879,510,1659300347512,1659300347542,30,58
1659300377376,1659300377842,466,1659300377508,1659300377535,27,68
1659300407370,1659300407846,476,1659300407503,1659300407529,26,57
1659300437365,1659300437838,473,1659300437504,1659300437532,28,48
1659300467365,1659300467848,483,1659300467507,1659300467533,26,47
1659300497371,1659300497833,462,1659300497499,1659300497526,27,54
1659300527379,1659300527859,480,1659300527508,1659300527534,26,59
1659300557375,1659300557846,471,1659300557503,1659300557529,26,52
1659300587384,1659300587862,478,1659300587513,1659300587543,30,56
1659300617377,1659300617849,472,1659300617505,1659300617533,28,50
1659300647384,1659300647861,477,1659300647517,1659300647544,27,55
1659300677381,1659300677861,480,1659300677510,1659300677539,29,51
1659300707383,1659300707862,479,1659300707507,1659300707535,28,49
1659300737381,1659300737860,479,1659300737508,1659300737537,29,46
1659300767394,1659300767877,483,1659300767532,1659300767559,27,55
1659300797397,1659300797866,469,1659300797528,1659300797555,27,55
1659300827398,1659300827878,480,1659300827530,1659300827559,29,50
1659300857398,1659300857870,472,1659300857526,1659300857554,28,52
1659300887403,1659300887881,478,1659300887532,1659300887561,29,51
1659300917407,1659300917880,473,1659300917537,1659300917566,29,51
1659300947413,1659300947901,488,1659300947545,1659300947572,27,53
1659300977418,1659300977903,485,1659300977549,1659300977576,27,57
1659301007411,1659301007895,484,1659301007540,1659301007567,27,48
1659301037434,1659301037919,485,1659301037563,1659301037598,35,66
1659301067419,1659301067897,478,1659301067546,1659301067575,29,48
1659301097419,1659301097891,472,1659301097548,1659301097577,29,49
1659301127432,1659301127895,463,1659301127560,1659301127591,31,55
1659301157434,1659301157909,475,1659301157563,1659301157593,30,53
1659301187433,1659301187920,487,1659301187564,1659301187594,30,50
1659301217434,1659301217912,478,1659301217562,1659301217590,28,51
1659301247440,1659301247916,476,1659301247569,1659301247599,30,52
1659301277458,1659301277957,499,1659301277593,1659301277623,30,66
1659301307478,1659301307954,476,1659301307611,1659301307638,27,79
1659301337459,1659301337922,463,1659301337590,1659301337618,28,60
1659301367469,1659301367939,470,1659301367602,1659301367630,28,65
1659301397476,1659301397940,464,1659301397605,1659301397630,25,62
1659301427482,1659301427951,469,1659301427616,1659301427643,27,59
1659301457490,1659301457967,477,1659301457622,1659301457651,29,67
1659301487484,1659301487958,474,1659301487618,1659301487647,29,58
1659301517498,1659301517982,484,1659301517630,1659301517662,32,62
1659301547511,1659301547979,468,1659301547644,1659301547671,27,67
