RESPONSES,TOTAL_TIME,ANALYSIS_TIME,FREQUENCY,TIME_DATA,FREQUENCY_DATA,RESPONSES_STORED,FROM_DATE,TO_DATE,MINIMUM_TIME,MAXIMUM_TIME,CURRENT_ESC_RUNNING,ANALYSIS_RETRIES,INIT_EXEC_TIME,EXEC_TIME,FINAL_EXEC_TIME,ID,GUARANTEES,ESC
1,0.891700576,0.035796591,15,30,15,10,1656851378945,1656851348945,3,3.2,4,0,1656851503984,1656851504484,1656851504860,0,4,undefined
1,2.693648658,0.07343957899999999,15,37.5,15,20,1656851393945,1656851356445,3,3.2,4,0,1656851518984,1656851519485,1656851521662,1,4,undefined
1,2.7111067670000004,0.08825013400000001,15,46.875,15,30,1656851408945,1656851362070,3,3.2,4,0,1656851533985,1656851534485,1656851536680,2,4,undefined
1,2.745593073,0.108525635,15,58.59375,15,40,1656851423945,1656851365351.25,3,3.2,4,0,1656851548987,1656851549487,1656851551716,3,4,undefined
1,2.7856679189999998,0.132744259,15,73.2421875,15,50,1656851438945,1656851365702.8125,3,3.2,4,0,1656851563989,1656851564489,1656851566757,4,4,undefined
1,2.820591691,0.155860585,15,91.552734375,15,60,1656851453945,1656851362392.2656,3,3.2,4,0,1656851578990,1656851579490,1656851581793,5,4,undefined
1,2.869100492,0.185084564,15,114.44091796875,15,70,1656851468945,1656851354504.082,3,3.2,4,0,1656851593992,1656851594493,1656851596842,6,4,undefined
1,2.947584402,0.23416682,15,143.0511474609375,15,80,1656851483945,1656851340893.8525,3,3.2,4,0,1656851608995,1656851609495,1656851611921,7,4,undefined
1,2.9743124630000004,0.24236038199999999,15,178.81393432617188,15,90,1656851498945,1656851320131.0657,3,3.2,4,0,1656851623997,1656851624496,1656851626948,8,4,undefined
1,3.005983119,0.263977318,15,223.51741790771484,15,100,1656851513945,1656851290427.582,3,3.2,4,0,1656851639003,1656851639502,1656851641981,9,4,undefined
1,3.060549295,0.290226174,15,223.51741790771484,15,110,1656851528945,1656851305427.582,3,3.2,4,0,1656851654000,1656851654500,1656851657036,10,4,undefined
1,3.10537319,0.317742101,15,223.51741790771484,15,120,1656851543945,1656851320427.582,3,3.2,4,0,1656851669006,1656851669506,1656851672083,11,4,undefined
1,3.161101509,0.35174288000000004,15,223.51741790771484,15,130,1656851558945,1656851335427.582,3,3.2,4,0,1656851684004,1656851684505,1656851687139,12,4,undefined
1,3.233164504,0.38055093799999995,15,223.51741790771484,15,140,1656851573945,1656851350427.582,3,3.2,4,0,1656851699005,1656851699506,1656851702212,13,4,undefined
1,3.1302942849999997,0.314289218,15,167.63806343078613,15,120,1656851588945,1656851421306.9365,3,3.2,4,0,1656851714010,1656851714510,1656851717111,14,4,undefined
1,3.14007521,0.315606267,15,167.63806343078613,15,120,1656851603945,1656851436306.9365,3,3.2,4,0,1656851729006,1656851729506,1656851732120,15,4,undefined
1,3.167008854,0.339108223,15,167.63806343078613,15,120,1656851618945,1656851451306.9365,3,3.2,4,0,1656851744006,1656851744507,1656851747148,16,4,undefined
1,3.1946768430000003,0.318948947,15,167.63806343078613,15,120,1656851633945,1656851466306.9365,3,3.2,4,0,1656851759016,1656851759517,1656851762176,17,4,undefined
1,3.199231278,0.336164999,15,167.63806343078613,15,120,1656851648945,1656851481306.9365,3,3.2,4,0,1656851774005,1656851774506,1656851777180,18,4,undefined
1,3.2547343850000003,0.31697763700000003,15,167.63806343078613,15,120,1656851663945,1656851496306.9365,3,3.2,4,0,1656851789049,1656851789550,1656851792235,19,4,undefined
