RESPONSES,TOTAL_TIME,FREQUENCY,TIME_DATA,FREQUENCY_DATA,RESPONSES_STORED,FROM_DATE,TO_DATE,MINIMUM_TIME,MAXIMUM_TIME,CURRENT_ESC_RUNNING,ANALYSIS_RETRIES,INIT_EXEC_TIME,EXEC_TIME,FINAL_EXEC_TIME,ID
1,1.081312442,15,15,16,1,1655116942290,1655116927290,2590,2600,11,0,1655116962327,1655116962828,1655116963393,0
1,2.086652732,15,15,16,2,1655116957290,1655116942290,2590,2600,11,0,1655116977322,1655116977823,1655116979399,1
1,2.652235223,15,15,16,2,1655116972290,1655116957290,2590,2600,11,1,1655116992327,1655116993328,1655116994967,2
1,4.099553316000001,15,15,16,2,1655116987290,1655116972290,2590,2600,11,3,1655117007331,1655117009332,1655117011415,3
1,2.6026997059999997,15,15,16,2,1655117002290,1655116987290,2590,2600,11,0,1655117022327,1655117022827,1655117024918,4
1,1.705349492,15,15,16,2,1655117017290,1655117002290,2590,2600,11,0,1655117037326,1655117037827,1655117039021,5
1,1.428252933,15,15,16,2,1655117032290,1655117017290,2590,2600,12,0,1655117052326,1655117052826,1655117053745,6
1,0.738454701,15,15,16,2,1655117047290,1655117032290,2590,2600,12,0,1655117067327,1655117067828,1655117068055,7
1,1.749975806,15,15,16,2,1655117062290,1655117047290,2590,2600,12,0,1655117082328,1655117082828,1655117084067,8
1,2.608548178,15,15,16,2,1655117077290,1655117062290,2590,2600,12,0,1655117097330,1655117097831,1655117099928,9
1,2.5832853559999998,15,15,16,2,1655117092290,1655117077290,2590,2600,12,0,1655117112329,1655117112828,1655117114902,10
1,2.58051883,15,15,16,2,1655117107290,1655117092290,2590,2600,12,0,1655117127329,1655117127829,1655117129900,11
1,2.582816193,15,15,16,2,1655117122290,1655117107290,2590,2600,12,0,1655117142330,1655117142830,1655117144902,12
1,2.589688859,15,15,16,2,1655117137290,1655117122290,2590,2600,12,0,1655117157333,1655117157835,1655117159912,13
1,2.5860777130000003,15,15,16,2,1655117152290,1655117137290,2590,2600,13,0,1655117172332,1655117172833,1655117174908,14
1,2.612121848,15,15,16,2,1655117167290,1655117152290,2590,2600,13,0,1655117187345,1655117187846,1655117189936,15
1,1.0330821330000002,15,15,16,2,1655117182290,1655117167290,2590,2600,13,0,1655117202334,1655117202835,1655117203358,16
1,2.08369796,15,15,16,2,1655117197290,1655117182290,2590,2600,13,0,1655117217335,1655117217835,1655117219409,17
1,3.0578850379999998,15,15,16,2,1655117212290,1655117197290,2590,2600,13,1,1655117232338,1655117233337,1655117235384,18
1,3.701087822,15,15,16,2,1655117227290,1655117212290,2590,2600,13,3,1655117247344,1655117249345,1655117251027,19
1,2.59678048,15,15,16,2,1655117242290,1655117227290,2590,2600,13,0,1655117262340,1655117262839,1655117264923,20
1,2.638947527,15,15,16,2,1655117257290,1655117242290,2590,2600,14,0,1655117277336,1655117277837,1655117279966,21
1,2.663757172,15,15,16,2,1655117272290,1655117257290,2590,2600,14,0,1655117292338,1655117292838,1655117294990,22
1,0.767748487,15,15,16,2,1655117287290,1655117272290,2590,2600,14,0,1655117307339,1655117307840,1655117308094,23
1,1.765009764,15,15,16,2,1655117302290,1655117287290,2590,2600,14,0,1655117322336,1655117322837,1655117324091,24
1,2.6214032229999997,15,15,16,2,1655117317290,1655117302290,2590,2600,14,0,1655117337335,1655117337835,1655117339947,25
1,2.6457192020000004,15,15,16,2,1655117332290,1655117317290,2590,2600,14,0,1655117352337,1655117352838,1655117354974,26
1,2.602552716,15,15,16,2,1655117347290,1655117332290,2590,2600,14,0,1655117367339,1655117367840,1655117369932,27
1,1.817800659,15,15,16,2,1655117362290,1655117347290,2590,2600,14,0,1655117382339,1655117382840,1655117384148,28
1,2.583047487,15,15,16,2,1655117377290,1655117362290,2590,2600,15,0,1655117397340,1655117397841,1655117399913,29
1,2.589040635,15,15,16,2,1655117392290,1655117377290,2590,2600,15,0,1655117412346,1655117412847,1655117414921,30
1,2.594505021,15,15,16,2,1655117407290,1655117392290,2590,2600,15,0,1655117427348,1655117427849,1655117429927,31
1,1.026563717,15,15,16,2,1655117422290,1655117407290,2590,2600,15,0,1655117442343,1655117442844,1655117443360,32
1,2.0807933849999998,15,15,16,2,1655117437290,1655117422290,2590,2600,15,0,1655117457346,1655117457845,1655117459415,33
1,2.652368081,15,15,16,2,1655117452290,1655117437290,2590,2600,15,1,1655117472345,1655117473347,1655117474987,34
1,4.026188804,15,15,16,2,1655117467290,1655117452290,2590,2600,15,3,1655117487348,1655117489352,1655117491362,35
1,2.605369777,15,15,16,2,1655117482290,1655117467290,2590,2600,16,0,1655117502353,1655117502853,1655117504942,36
1,0.786925671,15,15,16,2,1655117497290,1655117482290,2590,2600,16,0,1655117517346,1655117517846,1655117518124,37
1,2.092917001,15,15,16,2,1655117512290,1655117497290,2590,2600,16,0,1655117532347,1655117532848,1655117534431,38
1,0.7908972599999999,15,15,16,2,1655117527290,1655117512290,2590,2600,16,0,1655117547350,1655117547850,1655117548130,39
1,1.7746855929999998,15,15,16,2,1655117542290,1655117527290,2590,2600,16,0,1655117562350,1655117562849,1655117564115,40
1,2.6594737719999997,15,15,16,2,1655117557290,1655117542290,2590,2600,16,0,1655117577353,1655117577854,1655117580001,41
1,2.61485387,15,15,16,2,1655117572290,1655117557290,2590,2600,16,0,1655117592351,1655117592852,1655117594956,42
1,2.584564552,15,15,16,2,1655117587290,1655117572290,2590,2600,16,0,1655117607353,1655117607854,1655117609928,43
1,2.5859974820000002,15,15,16,2,1655117602290,1655117587290,2590,2600,16,0,1655117622354,1655117622855,1655117624930,44
1,2.5864276840000002,15,15,16,2,1655117617290,1655117602290,2590,2600,16,0,1655117637355,1655117637855,1655117639931,45
1,2.5901860489999997,15,15,16,2,1655117632290,1655117617290,2590,2600,16,0,1655117652357,1655117652858,1655117654935,46
