MIN,MAX,MEAN,STDEV,NUMBER_ESC_RUNNING
100,0,0,0,1
100,0,0,0,2
100,0,0,0,3
1.829256255,4.1315750520000005,3.4962684363084255,0.555125270967266,4
100,0,0,0,3
100,0,0,0,2
100,0,0,0,1
