RESPONSES,TOTAL_TIME,FREQUENCY,TIME_DATA,FREQUENCY_DATA,RESPONSES_STORED,FROM_DATE,TO_DATE,MINIMUM_TIME,MAXIMUM_TIME,CURRENT_ESC_RUNNING
1,8.513946000099182,10,60,3,1,1652891437477,1652891377477,15,10,2
1,20.357338000059126,10,75,3,6,1652891447477,1652891372477,15,10,2
1,28.03521000003815,10,56.25,3,9,1652891457477,1652891401227,15,10,2
1,40.18270799994469,10,42,3,13,1652891467477,1652891425477,15,10,2
1,40.68860500001907,10,31.5,3,14,1652891477477,1652891445977,15,10,3
1,34.573979000091555,10,23.25,3,12,1652891487477,1652891464227,15,10,3
1,30.199082000017167,10,17.25,3,10,1652891497477,1652891480227,15,10,3
1,26.10472800016403,10,12.75,3,8,1652891507477,1652891494727,15,10,3
1,21.97334800004959,10,9,3,7,1652891517477,1652891508477,15,10,3
1,19.625954999923707,10,6.75,3,6,1652891527477,1652891520727,15,10,4
1,17.003980999946595,10,4.5,3,5,1652891537477,1652891532977,15,10,4
1,17.43753699994087,10,3,3,5,1652891547477,1652891544477,15,10,4
1,18.556013999938965,10,2.25,3,5,1652891557477,1652891555227,15,10,4
1,15.371891000032425,10,1.5,3,4,1652891567477,1652891565977,15,10,4
1,14.674536000013351,10,1,3,4,1652891577477,1652891576477,15,10,4
1,16.16121399998665,10,1,3,4,1652891587477,1652891586477,15,10,4
1,15.461731999874115,10,1,3,4,1652891597477,1652891596477,15,10,4
1,15.008367000102997,10,1,3,4,1652891607477,1652891606477,15,10,4
1,16.085825000047684,10,1,3,4,1652891617477,1652891616477,15,10,4
1,15.610826999902725,10,1,3,4,1652891627477,1652891626477,15,10,4
1,15.161018999814987,10,1,3,4,1652891637477,1652891636477,15,10,4
1,16.208975000143052,10,1,3,4,1652891647477,1652891646477,15,10,4
1,15.931289000034333,10,1,3,4,1652891657477,1652891656477,15,10,4
1,15.286226000070572,10,1,3,4,1652891667477,1652891666477,15,10,4
1,14.061601000070572,10,1,3,4,1652891677477,1652891676477,15,10,4
1,15.07216200017929,10,1,3,4,1652891687477,1652891686477,15,10,4
1,15.84800500011444,10,1,3,4,1652891697477,1652891696477,15,10,4
1,15.49812400007248,10,1,3,4,1652891707477,1652891706477,15,10,4
1,15.446549999952316,10,1,3,4,1652891717477,1652891716477,15,10,4
1,14.982491000175475,10,1,3,4,1652891727477,1652891726477,15,10,4
1,16.53362299990654,10,1,3,4,1652891737477,1652891736477,15,10,4
1,13.403928999900819,10,1,3,4,1652891747477,1652891746477,15,10,4
1,15.414390000104904,10,1,3,4,1652891757477,1652891756477,15,10,4
1,15.459010999917984,10,1,3,4,1652891767477,1652891766477,15,10,4
1,14.84922300004959,10,1,3,4,1652891777477,1652891776477,15,10,4
1,15.255651999950409,10,1,3,4,1652891787477,1652891786477,15,10,4
1,14.930351999998093,10,1,3,4,1652891797477,1652891796477,15,10,4
1,15.635977999925613,10,1,3,4,1652891807477,1652891806477,15,10,4
1,15.211625,10,1,3,4,1652891817477,1652891816477,15,10,4
1,14.634182999849319,10,1,3,4,1652891827477,1652891826477,15,10,4
1,14.097100000143051,10,1,3,4,1652891837477,1652891836477,15,10,4
1,14.442930999994278,10,1,3,4,1652891847477,1652891846477,15,10,4
1,14.206854000091553,10,1,3,4,1652891857477,1652891856477,15,10,4
1,14.670348000049591,10,1,3,4,1652891867477,1652891866477,15,10,4
1,20.313465000152586,10,1,3,4,1652891877477,1652891876477,15,10,4
1,14.233049999952316,10,1,3,4,1652891887477,1652891886477,15,10,4
1,15.148790999889373,10,1,3,4,1652891897477,1652891896477,15,10,4
1,20.743538000106813,10,1,3,4,1652891907477,1652891906477,15,10,4
1,14.741008999824524,10,1,3,4,1652891917477,1652891916477,15,10,4
1,15.657128999948501,10,1,3,4,1652891927477,1652891926477,15,10,4
1,16.620273999929427,10,1,3,4,1652891937477,1652891936477,15,10,4
1,14.546614000082016,10,1,3,4,1652891947477,1652891946477,15,10,4
1,14.306135999917984,10,1,3,4,1652891957477,1652891956477,15,10,4
1,13.851711000204086,10,1,3,4,1652891967477,1652891966477,15,10,4
1,14.975424999952317,10,1,3,4,1652891977477,1652891976477,15,10,4
1,17.147010999917985,10,1,3,4,1652891987477,1652891986477,15,10,4
1,14.687789000034332,10,1,3,4,1652891997477,1652891996477,15,10,4
1,13.436510999917983,10,1,3,4,1652892007477,1652892006477,15,10,4
1,26.086476999998094,10,1,3,4,1652892017477,1652892016477,15,10,4
