RESPONSES,TOTAL_TIME,FREQUENCY,TIME_DATA,FREQUENCY_DATA,RESPONSES_STORED,FROM_DATE,TO_DATE,MINIMUM_TIME,MAXIMUM_TIME,CURRENT_ESC_RUNNING,ANALYSIS_RETRIES,INIT_EXEC_TIME,EXEC_TIME,FINAL_EXEC_TIME,ID
1,2.6501615729999997,15,6000,16,1,1654629233148,1654623233148,2590,2600,14,0,1654629253178,1654629253679,1654629255813,0
1,1.552274342,15,6000,16,3,1654629248148,1654623248148,2590,2600,14,0,1654629268175,1654629268675,1654629269716,1
1,3.255135626,15,6000,16,4,1654629263148,1654623263148,2590,2600,14,1,1654629283241,1654629284242,1654629286419,2
1,4.356387029,15,6000,16,5,1654629278148,1654623278148,2590,2600,14,3,1654629298205,1654629300211,1654629302519,3
1,3.800273255,15,6000,16,5,1654629293148,1654623293148,2590,2600,14,0,1654629313177,1654629313679,1654629316964,4
1,4.498587443,15,6000,16,6,1654629308148,1654623308148,2590,2600,14,0,1654629328268,1654629328771,1654629332662,5
1,3.460680617,15,6000,16,7,1654629323148,1654623323148,2590,2600,14,0,1654629343303,1654629343804,1654629346623,6
1,1.948663541,15,6000,16,8,1654629338148,1654623338148,2590,2600,15,0,1654629358362,1654629358863,1654629360112,7
1,1.907067879,15,6000,16,9,1654629353148,1654623353148,2590,2600,15,0,1654629373177,1654629373677,1654629375071,8
1,1.385162293,15,6000,16,10,1654629368148,1654623368148,2590,2600,15,0,1654629388177,1654629388678,1654629389549,9
1,1.604532751,15,6000,16,11,1654629383148,1654623383148,2590,2600,15,0,1654629403177,1654629403677,1654629404770,10
1,1.5673192610000002,15,6000,16,12,1654629398148,1654623398148,2590,2600,15,0,1654629418176,1654629418676,1654629419732,11
1,1.548271723,15,6000,16,13,1654629413148,1654623413148,2590,2600,15,0,1654629433177,1654629433678,1654629434714,12
1,1.516452884,15,6000,16,14,1654629428148,1654623428148,2590,2600,15,0,1654629448184,1654629448685,1654629449684,13
1,1.5125175830000002,15,6000,16,15,1654629443148,1654623443148,2590,2600,15,0,1654629463180,1654629463681,1654629464680,14
1,1.5185448129999999,15,6000,16,16,1654629458148,1654623458148,2590,2600,16,0,1654629478181,1654629478681,1654629479686,15
1,1.1715635910000002,15,6000,16,17,1654629473148,1654623473148,2590,2600,16,0,1654629493180,1654629493680,1654629494339,16
1,1.808179075,15,6000,16,18,1654629488148,1654623488148,2590,2600,16,0,1654629508182,1654629508682,1654629509977,17
1,2.218821064,15,6000,16,19,1654629503148,1654623503148,2590,2600,16,0,1654629523192,1654629523691,1654629525388,18
1,3.743823061,15,6000,16,20,1654629518148,1654623518148,2590,2600,16,5,1654629538459,1654629541462,1654629541914,19
1,3.0648204789999998,15,6000,16,20,1654629533148,1654623533148,2590,2600,16,0,1654629553192,1654629553694,1654629556235,20
1,4.804191907000001,15,6000,16,21,1654629548148,1654623548148,2590,2600,16,0,1654629568218,1654629568718,1654629572974,21
1,4.624547144,15,6000,16,22,1654629563148,1654623563148,2590,2600,16,0,1654629583641,1654629584140,1654629587795,22
1,2.6022861539999997,15,6000,16,23,1654629578148,1654623578148,2590,2600,16,0,1654629598191,1654629598691,1654629600773,23
1,2.430611224,15,6000,16,24,1654629593148,1654623593148,2590,2600,16,0,1654629613185,1654629613686,1654629615602,24
1,1.4703530630000001,15,6000,16,25,1654629608148,1654623608148,2590,2600,16,0,1654629628184,1654629628684,1654629629642,25
1,1.07017932,15,6000,16,26,1654629623148,1654623623148,2590,2600,16,0,1654629643184,1654629643684,1654629644241,26
1,1.576343378,15,6000,16,27,1654629638148,1654623638148,2590,2600,16,0,1654629658185,1654629658685,1654629659747,27
1,1.5890099640000002,15,6000,16,28,1654629653148,1654623653148,2590,2600,16,0,1654629673185,1654629673686,1654629674760,28
1,1.578461391,15,6000,16,29,1654629668148,1654623668148,2590,2600,16,0,1654629688186,1654629688686,1654629689750,29
1,2.787769017,15,6000,16,30,1654629683148,1654623683148,2590,2600,16,0,1654629703185,1654629703685,1654629705959,30
1,1.34353258,15,6000,16,31,1654629698148,1654623698148,2590,2600,16,0,1654629718185,1654629718685,1654629719514,31
1,1.680143567,15,6000,16,32,1654629713148,1654623713148,2590,2600,16,0,1654629733195,1654629733695,1654629734851,32
1,4.321854099,15,6000,16,33,1654629728148,1654623728148,2590,2600,16,2,1654629748304,1654629749806,1654629752493,33
1,3.9391023759999997,15,6000,16,34,1654629743148,1654623743148,2590,2600,16,3,1654629763220,1654629765220,1654629767112,34
