RESPONSES,TOTAL_TIME,ANALYSIS_TIME,FREQUENCY,TIME_DATA,FREQUENCY_DATA,RESPONSES_STORED,FROM_DATE,TO_DATE,MINIMUM_TIME,MAXIMUM_TIME,CURRENT_ESC_RUNNING,ANALYSIS_RETRIES,INIT_EXEC_TIME,EXEC_TIME,FINAL_EXEC_TIME,ID
1,2.047352245,0.034357258,15,30,15,10,1655750926761,1655750896761,3,3.2,16,0,1655751591801,1655751592301,1655751593838,0
1,1.8916949159999998,0.059462621,15,37.5,15,20,1655750941761,1655750904261,3,3.2,16,0,1655751606805,1655751607306,1655751608683,1
1,1.939184733,0.090955079,15,46.875,15,30,1655750956761,1655750909886,3,3.2,16,0,1655751621806,1655751622306,1655751623730,2
1,2.009931116,0.11218298299999999,15,58.59375,15,40,1655750971761,1655750913167.25,3,3.2,16,0,1655751636806,1655751637307,1655751638802,3
1,2.0774257429999996,0.13527429100000002,15,73.2421875,15,50,1655750986761,1655750913518.8125,3,3.2,16,0,1655751651808,1655751652308,1655751653870,4
1,2.183748,0.16370384400000002,15,91.552734375,15,60,1655751001761,1655750910208.2656,3,3.2,16,0,1655751666809,1655751667309,1655751668976,5
1,2.227986813,0.195256502,15,114.44091796875,15,70,1655751016761,1655750902320.082,3,3.2,16,0,1655751681812,1655751682313,1655751684021,6
1,2.320986131,0.227030769,15,143.0511474609375,15,80,1655751031761,1655750888709.8525,3,3.2,16,0,1655751696815,1655751697316,1655751699114,7
1,2.4169169729999997,0.24386435499999998,15,178.81393432617188,15,90,1655751046761,1655750867947.0657,3,3.2,16,0,1655751711813,1655751712314,1655751714211,8
1,2.444493439,0.282805356,15,223.51741790771484,15,100,1655751061761,1655750838243.582,3,3.2,16,0,1655751726819,1655751727319,1655751729240,9
1,2.455606087,0.307731401,15,279.39677238464355,15,110,1655751076761,1655750797364.2275,3,3.2,16,0,1655751741823,1655751742324,1655751744251,10
1,2.7137987370000003,0.32649174599999997,15,349.24596548080444,15,120,1655751091761,1655750742515.0344,3,3.2,16,0,1655751756823,1655751757323,1655751759510,11
1,2.76297889,0.419281866,15,436.55745685100555,15,130,1655751106761,1655750670203.5432,3,3.2,16,0,1655751771873,1655751772373,1655751774560,12
1,2.796626731,0.404072771,15,545.6968210637569,15,140,1655751121761,1655750576064.179,3,3.2,16,0,1655751786866,1655751787367,1655751789619,13
1,2.7855452869999997,0.418873463,15,682.1210263296962,15,150,1655751136761,1655750454639.9736,3,3.2,16,0,1655751801855,1655751802355,1655751804608,14
1,2.946295466,0.457540351,15,852.6512829121202,15,160,1655751151761,1655750299109.717,3,3.2,16,0,1655751816857,1655751817357,1655751819769,15
1,2.87533244,0.5192699199999999,15,1065.8141036401503,15,170,1655751166761,1655750100946.8962,3,3.2,16,0,1655751831857,1655751832358,1655751834699,16
1,3.211202039,0.586017163,15,1332.2676295501878,15,180,1655751181761,1655749849493.3704,3,3.2,16,0,1655751847555,1655751848055,1655751850034,17
1,3.368230418,0.8394102840000001,15,999.2007221626409,15,190,1655751196761,1655750197560.2778,3,3.2,16,2,1655751861893,1655751863394,1655751865192,18
1,3.78076462,0.882578426,15,749.4005416219807,15,200,1655751211761,1655750462360.4585,3,3.2,16,2,1655751876966,1655751878467,1655751880604,19
1,3.2293754690000003,0.681233191,15,562.0504062164855,15,210,1655751226761,1655750664710.5938,3,3.2,16,0,1655751892218,1655751892718,1655751895053,20
1,3.20576083,0.717481264,15,421.5378046623641,15,220,1655751241761,1655750820223.1953,3,3.2,16,0,1655751907009,1655751907510,1655751910029,21
1,3.059316807,0.6725167790000001,15,316.1533534967731,15,220,1655751256761,1655750940607.6465,3,3.2,16,0,1655751921907,1655751922407,1655751924883,22
1,2.611284333,0.688162939,15,316.1533534967731,15,220,1655751271761,1655750955607.6465,3,3.2,16,0,1655751936886,1655751937386,1655751939434,23
1,3.234769386,0.718268954,15,395.19169187096634,15,230,1655751286761,1655750891569.308,3,3.2,16,0,1655751951892,1655751952392,1655751955058,24
1,3.233134987,0.668620902,15,296.3937689032248,15,210,1655751301761,1655751005367.2312,3,3.2,16,0,1655751966888,1655751967388,1655751970057,25
1,2.683789409,0.464698691,15,222.2953266774186,15,160,1655751316761,1655751094465.6733,3,3.2,16,0,1655751981854,1655751982354,1655751984507,26
1,2.6791130020000002,0.514967728,15,277.86915834677325,15,170,1655751331761,1655751053891.8416,3,3.2,16,0,1655751996855,1655751997357,1655751999503,27
1,2.73744479,0.5299399969999999,15,347.33644793346656,15,180,1655751346761,1655750999424.552,3,3.2,16,0,1655752011855,1655752012357,1655752014561,28
1,1.733541372,0.568707767,15,434.1705599168332,15,190,1655751361761,1655750927590.4402,3,3.2,16,0,1655752026867,1655752027369,1655752028558,29
1,3.0682328470000004,0.628957349,15,542.7131998960415,15,200,1655751376761,1655750834047.8,3,3.2,16,0,1655752041892,1655752042392,1655752044899,30
1,3.020801845,0.6417380819999999,15,542.7131998960415,15,210,1655751391761,1655750849047.8,3,3.2,16,0,1655752056924,1655752057425,1655752059850,31
1,3.0292682060000002,0.693535143,15,542.7131998960415,15,220,1655751406761,1655750864047.8,3,3.2,16,0,1655752071982,1655752072483,1655752074862,32
1,3.236257728,0.7129378850000001,15,542.7131998960415,15,230,1655751421761,1655750879047.8,3,3.2,16,0,1655752086917,1655752087417,1655752090072,33
1,2.885707866,0.7700838680000001,15,407.0348999220311,15,240,1655751436761,1655751029726.1,3,3.2,16,0,1655752101951,1655752102451,1655752104721,34
1,2.715174393,0.782127798,15,508.7936249025389,15,240,1655751451761,1655750942967.375,3,3.2,16,0,1655752116889,1655752117389,1655752119551,35
1,2.835984024,0.736271314,15,635.9920311281736,15,240,1655751466761,1655750830768.9688,3,3.2,16,0,1655752131909,1655752132409,1655752134672,36
1,3.34187049,0.733479827,15,794.990038910217,15,240,1655751481761,1655750686770.9612,3,3.2,16,0,1655752146921,1655752147421,1655752150180,37
1,3.344710574,0.774891914,15,596.2425291826628,15,240,1655751496761,1655750900518.4707,3,3.2,16,0,1655752161921,1655752162422,1655752165182,38
1,3.219068953,0.76152385,15,447.1818968869971,15,240,1655751511761,1655751064579.103,3,3.2,16,0,1655752176918,1655752177418,1655752180058,39
1,2.803584926,0.538491543,15,335.38642266524784,15,180,1655751526761,1655751191374.5774,3,3.2,16,0,1655752191877,1655752192377,1655752194643,40
1,2.7280148100000003,0.584441224,15,419.2330283315598,15,190,1655751541761,1655751122527.9717,3,3.2,16,0,1655752206876,1655752207376,1655752209567,41
1,2.798029678,0.605892811,15,524.0412854144497,15,200,1655751556761,1655751032719.7146,3,3.2,16,0,1655752221907,1655752222407,1655752224637,42
1,2.760336973,0.656617929,15,655.0516067680621,15,210,1655751571761,1655750916709.3933,3,3.2,16,0,1655752236905,1655752237405,1655752239600,43
1,2.7038052899999996,0.6690135269999999,15,818.8145084600776,15,220,1655751586761,1655750767946.4915,3,3.2,16,0,1655752251885,1655752252385,1655752254543,44
1,2.886983284,0.722251803,15,1023.518135575097,15,230,1655751601761,1655750578242.8645,3,3.2,16,0,1655752266912,1655752267413,1655752269726,45
1,2.930261102,0.747825446,15,1279.3976694688713,15,240,1655751616761,1655750337363.3306,3,3.2,16,0,1655752281944,1655752282444,1655752284771,46
1,3.3807212620000002,0.788939018,15,1599.2470868360892,15,240,1655751631761,1655750032513.913,3,3.2,16,0,1655752297044,1655752297545,1655752300221,47
1,3.309040708,0.7744444610000001,15,1199.435315127067,15,240,1655751646761,1655750447325.6848,3,3.2,16,0,1655752312173,1655752312673,1655752315149,48
1,3.206617998,0.775609533,15,899.5764863453003,15,240,1655751661761,1655750762184.5137,3,3.2,16,0,1655752327060,1655752327560,1655752330047,49
1,3.216448132,0.761041549,15,674.6823647589752,15,240,1655751676761,1655751002078.6353,3,3.2,16,0,1655752341914,1655752342414,1655752345059,50
1,2.730762664,0.76124086,15,506.01177356923137,15,240,1655751691761,1655751185749.2263,3,3.2,16,0,1655752356897,1655752357397,1655752359572,51
1,2.704283679,0.730495935,15,632.5147169615392,15,240,1655751706761,1655751074246.283,3,3.2,16,0,1655752371903,1655752372403,1655752374550,52
1,2.766452321,0.75752854,15,790.643396201924,15,240,1655751721761,1655750931117.6038,3,3.2,16,0,1655752386947,1655752387448,1655752389612,53
1,3.283770689,0.763312078,15,988.304245252405,15,240,1655751736761,1655750748456.7546,3,3.2,16,0,1655752401915,1655752402415,1655752405132,54
1,3.314681297,0.778930252,15,741.2281839393038,15,240,1655751751761,1655751010532.8162,3,3.2,16,0,1655752416944,1655752417445,1655752420162,55
1,3.192926132,0.754657063,15,555.9211379544779,15,240,1655751766761,1655751210839.862,3,3.2,16,0,1655752431911,1655752432411,1655752435040,56
1,3.247360866,0.8367171550000001,15,555.9211379544779,15,240,1655751781761,1655751225839.862,3,3.2,16,0,1655752446936,1655752447436,1655752450096,57
1,2.735241039,0.43222971,15,416.9408534658584,15,150,1655751796761,1655751379820.1465,3,3.2,16,0,1655752461888,1655752462388,1655752464584,58
1,2.723713234,0.471421262,15,521.176066832323,15,160,1655751811761,1655751290584.933,3,3.2,16,0,1655752476881,1655752477383,1655752479572,59
1,3.159804667,0.546734897,15,651.4700835404038,15,170,1655751826761,1655751175290.9165,3,3.2,16,0,1655752491891,1655752492392,1655752495009,60
1,2.820438846,0.5368307720000001,15,651.4700835404038,15,180,1655751841761,1655751190290.9165,3,3.2,16,0,1655752506930,1655752507431,1655752509670,61
1,1.744091773,0.590671495,15,814.3376044255048,15,190,1655751856761,1655751042423.3955,3,3.2,16,0,1655752521889,1655752522389,1655752523594,62
1,2.7006064700000003,0.613672805,15,1017.9220055318809,15,200,1655751871761,1655750853838.9944,3,3.2,16,0,1655752536904,1655752537404,1655752539551,63
1,2.743745597,0.6596750769999999,15,1272.402506914851,15,210,1655751886761,1655750614358.4932,3,3.2,16,0,1655752551897,1655752552398,1655752554594,64
1,2.919787576,0.6811819530000001,15,1590.5031336435638,15,220,1655751901761,1655750311257.8665,3,3.2,16,0,1655752566919,1655752567421,1655752569775,65
1,2.9475985000000002,0.724471929,15,1988.1289170544549,15,230,1655751916761,1655749928632.083,3,3.2,16,0,1655752581931,1655752582432,1655752584803,66
