TIMESTAMP,ESC1_Time,ESC2_Time,ESC3_Time,ESC1_Time_A,ESC2_Time_A,ESC3_Time_A,ESC1_Window,ESC2_Window,ESC3_Window
1659005160005,2.112940474,,,0.036111507,,,90,,,
1659005190005,2.1634746839999996,,,0.06408585700000001,,,90,,,
1659005220005,2.1961300980000003,,,0.08974899600000001,,,90,,,
1659005250005,2.23020356,,,0.12583985,,,90,,,
1659005280005,2.233632036,,,0.11886700500000001,,,90,,,
1659005310005,2.229800982,,,0.11907508,,,90,,,
1659005340005,2.22509681,,,0.118038285,,,90,,,
1659005370005,2.231856722,,,0.118152832,,,90,,,
1659005400005,2.23790465,,,0.118277354,,,90,,,
1659005430005,2.2504328489999996,,,0.130990814,,,90,,,
1659005460005,1.749553919,,,0.116657479,,,90,,,
1659005490005,2.230570755,,,0.115012759,,,90,,,
1659005520005,2.224303456,,,0.118088972,,,90,,,
1659005550005,2.221336721,,,0.11219190600000001,,,90,,,
1659005580005,2.219456737,,,0.116641647,,,90,,,
1659005610005,2.2226761710000003,,,0.115633078,,,90,,,
1659005640005,2.2239809580000003,,,0.11693071299999999,,,90,,,
1659005670005,2.227835298,,,0.118943425,,,90,,,
1659005700005,2.2266561990000002,,,0.119587631,,,90,,,
1659005730005,2.23357222,,,0.11721168900000001,,,90,,,
1659005760005,2.228912582,,,0.115638701,,,90,,,
1659005790005,1.90505644,,,0.117504443,,,90,,,
1659005820005,2.239190052,,,0.12013649100000001,,,90,,,
1659005850005,2.233849213,,,0.118101415,,,90,,,
1659005880005,2.23318615,,,0.117416167,,,90,,,
1659005910005,2.2422590049999997,,,0.136294175,,,90,,,
1659005940005,2.232382688,,,0.115353254,,,90,,,
1659005970005,2.224316424,,,0.11512926,,,90,,,
1659006000005,2.235481217,,,0.120515364,,,90,,,
1659006030005,2.232937184,,,0.115659421,,,90,,,
1659006060005,2.228791147,,,0.119049216,,,90,,,
1659006090005,2.2240699829999997,,,0.118707498,,,90,,,
1659006120005,2.2372699550000004,,,0.1166116,,,90,,,
1659006150005,2.2342728050000003,,,0.120238354,,,90,,,
1659006180005,2.21984068,,,0.118061657,,,90,,,
1659006210005,2.231043541,,,0.115989678,,,90,,,
1659006240005,2.2186188259999997,,,0.11970231699999999,,,90,,,
1659006270005,2.235729698,,,0.11779708100000001,,,90,,,
1659006300005,2.2340953150000002,,,0.11814612099999999,,,90,,,
1659006330005,2.227924096,,,0.114745223,,,90,,,
1659006360005,2.227916229,,,0.116883275,,,90,,,
1659006390005,2.2314170989999997,,,0.11700128,,,90,,,
1659006420005,2.231441089,,,0.115196815,,,90,,,
1659006450005,2.230715838,,,0.126945626,,,90,,,
1659006480005,2.228417882,,,0.117683881,,,90,,,
1659006510005,2.223566136,,,0.11802296400000001,,,90,,,
1659006540005,2.238904231,,,0.117386147,,,90,,,
1659006570005,2.228459718,,,0.115908165,,,90,,,
1659006600005,2.2350853600000002,,,0.11867789999999999,,,90,,,
1659006630005,2.233662581,,,0.11812334099999999,,,90,,,
1659006660005,2.233864607,,,0.11438881399999999,,,90,,,
1659006690005,2.236427236,,,0.11618803800000001,,,90,,,
1659006720005,2.231005592,,,0.116450261,,,90,,,
1659006750005,2.232174841,,,0.117154184,,,90,,,
1659006780005,2.225182473,,,0.119641742,,,90,,,
1659006810005,2.2343809070000002,,,0.118632693,,,90,,,
1659006840005,2.232612601,,,0.117519059,,,90,,,
1659006870005,2.224636693,,,0.11827768000000001,,,90,,,
1659006900005,2.2216932849999997,,,0.116255264,,,90,,,
1659006930005,2.235315457,,,0.119077453,,,90,,,
1659006960005,2.233128342,,,0.115006208,,,90,,,
1659006990005,2.232484007,,,0.114438469,,,90,,,
1659007020005,2.2227281349999997,,,0.115510429,,,90,,,
1659007050005,2.22367348,,,0.12071854600000001,,,90,,,
1659007080005,2.221961773,,,0.11784661199999999,,,90,,,
1659007110005,2.2309410240000003,,,0.115707196,,,90,,,
1659007140005,2.227015371,,,0.116021002,,,90,,,
1659007170005,2.2260385219999996,,,0.11778015600000001,,,90,,,
1659007200005,2.229619157,,,0.11627735199999999,,,90,,,
1659007230005,2.223736163,,,0.116351176,,,90,,,
1659007260005,2.2313110299999996,,,0.118620674,,,90,,,
1659007290005,2.230785061,,,0.11849159899999999,,,90,,,
