RESPONSES,TOTAL_TIME,ANALYSIS_TIME,FREQUENCY,TIME_DATA,FREQUENCY_DATA,RESPONSES_STORED,FROM_DATE,TO_DATE,MINIMUM_TIME,MAXIMUM_TIME,CURRENT_ESC_RUNNING,ANALYSIS_RETRIES,INIT_EXEC_TIME,EXEC_TIME,FINAL_EXEC_TIME,ID,GUARANTEES,ESC
1,0.965528569,0.033904082,15,30,15,10,1656878975171,1656878945171,3,3.2,16,0,1656879580236,1656879580737,1656879581185,0,4,governifyoti_gc_ans6
1,1.007548491,0.059304894,15,37.5,15,20,1656878990171,1656878952671,3,3.2,16,0,1656879595235,1656879595735,1656879596228,1,4,governifyoti_gc_ans6
1,1.040004353,0.090970811,15,46.875,15,30,1656879005171,1656878958296,3,3.2,16,0,1656879610242,1656879610741,1656879611261,2,4,governifyoti_gc_ans6
1,1.081804581,0.10914662900000001,15,58.59375,15,40,1656879020171,1656878961577.25,3,3.2,16,0,1656879625245,1656879625746,1656879626305,3,4,governifyoti_gc_ans6
1,1.119370556,0.131161553,15,73.2421875,15,50,1656879035171,1656878961928.8125,3,3.2,16,0,1656879640250,1656879640749,1656879641343,4,4,governifyoti_gc_ans6
1,1.2029425089999999,0.172301812,15,91.552734375,15,60,1656879050171,1656878958618.2656,3,3.2,16,0,1656879655249,1656879655749,1656879656427,5,4,governifyoti_gc_ans6
1,1.509950224,0.209313157,15,114.44091796875,15,70,1656879065171,1656878950730.082,3,3.2,16,0,1656879670251,1656879670751,1656879671735,6,4,governifyoti_gc_ans6
1,1.597547138,0.244337595,15,143.0511474609375,15,80,1656879080171,1656878937119.8525,3,3.2,16,0,1656879685251,1656879685752,1656879686823,7,4,governifyoti_gc_ans6
1,2.174785209,0.285867943,15,178.81393432617188,15,90,1656879095171,1656878916357.0657,3,3.2,16,0,1656879700254,1656879700755,1656879702401,8,4,governifyoti_gc_ans6
1,1.766382652,0.29738800600000004,15,223.51741790771484,15,100,1656879110171,1656878886653.582,3,3.2,16,0,1656879715262,1656879715763,1656879716994,9,4,governifyoti_gc_ans6
1,1.614628988,0.32398308,15,279.39677238464355,15,110,1656879125171,1656878845774.2275,3,3.2,16,0,1656879730259,1656879730760,1656879731843,10,4,governifyoti_gc_ans6
