RESPONSES,TOTAL_TIME,FREQUENCY,TIME_DATA,FREQUENCY_DATA,RESPONSES_STORED,FROM_DATE,TO_DATE,MINIMUM_TIME,MAXIMUM_TIME,CURRENT_ESC_RUNNING,ANALYSIS_RETRIES,INIT_EXEC_TIME,EXEC_TIME,FINAL_EXEC_TIME,ID
1,2.576679238,15,6000,16,1,1654688146959,1654682146959,2590,2600,1,0,1654688166994,1654688167495,1654688169558,0
1,2.594997214,15,6000,16,3,1654688161959,1654682161959,2590,2600,1,0,1654688181996,1654688182496,1654688184578,1
1,3.607396043,15,6000,16,4,1654688176959,1654682176959,2590,2600,1,2,1654688197005,1654688198507,1654688200591,2
1,4.607888441,15,6000,16,5,1654688191959,1654682191959,2590,2600,1,4,1654688212008,1654688214512,1654688216593,3
1,2.6025873849999996,15,6000,16,5,1654688206959,1654682206959,2590,2600,1,0,1654688227002,1654688227503,1654688229588,4
1,2.599120571,15,6000,16,6,1654688221959,1654682221959,2590,2600,1,0,1654688242003,1654688242504,1654688244590,5
1,2.605714405,15,6000,16,7,1654688236959,1654682236959,2590,2600,1,0,1654688257010,1654688257511,1654688259598,6
1,2.609049608,15,6000,16,8,1654688251959,1654682251959,2590,2600,1,0,1654688272007,1654688272508,1654688274604,7
1,2.6174206800000004,15,6000,16,9,1654688266959,1654682266959,2590,2600,1,0,1654688287007,1654688287508,1654688289612,8
1,2.621840076,15,6000,16,10,1654688281959,1654682281959,2590,2600,1,0,1654688302016,1654688302517,1654688304622,9
1,2.625565831,15,6000,16,11,1654688296959,1654682296959,2590,2600,1,0,1654688317018,1654688317519,1654688319626,10
1,2.628503216,15,6000,16,12,1654688311959,1654682311959,2590,2600,1,0,1654688332021,1654688332522,1654688334634,11
1,2.623980884,15,6000,16,13,1654688326959,1654682326959,2590,2600,1,0,1654688347018,1654688347519,1654688349629,12
1,2.625598325,15,6000,16,14,1654688341959,1654682341959,2590,2600,1,0,1654688362022,1654688362522,1654688364635,13
1,2.647336228,15,6000,16,15,1654688356959,1654682356959,2590,2600,1,0,1654688377034,1654688377535,1654688379657,14
1,2.6453014130000003,15,6000,16,16,1654688371959,1654682371959,2590,2600,1,0,1654688392027,1654688392528,1654688394656,15
1,2.6429716979999998,15,6000,16,17,1654688386959,1654682386959,2590,2600,1,0,1654688407024,1654688407525,1654688409653,16
1,2.647244053,15,6000,16,18,1654688401959,1654682401959,2590,2600,1,0,1654688422025,1654688422526,1654688424659,17
1,2.653627548,15,6000,16,19,1654688416959,1654682416959,2590,2600,1,0,1654688437028,1654688437529,1654688439666,18
1,2.647052032,15,6000,16,20,1654688431959,1654682431959,2590,2600,1,0,1654688452026,1654688452526,1654688454659,19
1,2.6540690209999998,15,6000,16,20,1654688446959,1654682446959,2590,2600,1,0,1654688467032,1654688467533,1654688469667,20
1,2.664645165,15,6000,16,21,1654688461959,1654682461959,2590,2600,1,0,1654688482032,1654688482533,1654688484682,21
1,2.659242205,15,6000,16,22,1654688476959,1654682476959,2590,2600,1,0,1654688497031,1654688497531,1654688499676,22
1,2.672194773,15,6000,16,23,1654688491959,1654682491959,2590,2600,1,0,1654688512035,1654688512536,1654688514693,23
1,2.671142885,15,6000,16,24,1654688506959,1654682506959,2590,2600,1,0,1654688527038,1654688527538,1654688529692,24
1,2.6752129759999996,15,6000,16,25,1654688521959,1654682521959,2590,2600,1,0,1654688542040,1654688542540,1654688544702,25
1,2.6815569150000003,15,6000,16,26,1654688536959,1654682536959,2590,2600,1,0,1654688557045,1654688557547,1654688559709,26
1,2.684222198,15,6000,16,27,1654688551959,1654682551959,2590,2600,1,0,1654688572049,1654688572549,1654688574715,27
1,2.6867505919999997,15,6000,16,28,1654688566959,1654682566959,2590,2600,1,0,1654688587045,1654688587546,1654688589717,28
1,2.684092561,15,6000,16,29,1654688581959,1654682581959,2590,2600,1,0,1654688602055,1654688602556,1654688604720,29
1,2.692595098,15,6000,16,30,1654688596959,1654682596959,2590,2600,1,0,1654688617050,1654688617551,1654688619728,30
1,2.6992929450000003,15,6000,16,31,1654688611959,1654682611959,2590,2600,1,0,1654688632060,1654688632561,1654688634736,31
1,2.686976885,15,6000,16,32,1654688626959,1654682626959,2590,2600,1,0,1654688647053,1654688647554,1654688649724,32
1,2.6967839469999997,15,6000,16,33,1654688641959,1654682641959,2590,2600,1,0,1654688662052,1654688662553,1654688664735,33
1,2.7272396309999998,15,6000,16,34,1654688656959,1654682656959,2590,2600,1,0,1654688677053,1654688677554,1654688679765,34
1,3.204895365,15,6000,16,35,1654688671959,1654682671959,2590,2600,1,1,1654688692055,1654688693056,1654688695243,35
1,2.7148132620000003,15,6000,16,35,1654688686959,1654682686959,2590,2600,1,0,1654688707059,1654688707560,1654688709753,36
1,2.7206705959999997,15,6000,16,36,1654688701959,1654682701959,2590,2600,1,0,1654688722059,1654688722560,1654688724764,37
1,2.716105357,15,6000,16,37,1654688716959,1654682716959,2590,2600,1,0,1654688737069,1654688737570,1654688739764,38
1,2.7232377069999996,15,6000,16,38,1654688731959,1654682731959,2590,2600,1,0,1654688752065,1654688752566,1654688754771,39
1,2.738583214,15,6000,16,39,1654688746959,1654682746959,2590,2600,1,0,1654688767070,1654688767571,1654688769787,40
1,2.723193621,15,6000,16,40,1654688761959,1654682761959,2590,2600,1,0,1654688782068,1654688782569,1654688784776,41
1,2.7361540669999997,15,6000,16,41,1654688776959,1654682776959,2590,2600,1,0,1654688797078,1654688797579,1654688799797,42
1,2.734184526,15,6000,16,42,1654688791959,1654682791959,2590,2600,1,0,1654688812080,1654688812581,1654688814797,43
1,2.7407034159999997,15,6000,16,43,1654688806959,1654682806959,2590,2600,1,0,1654688827084,1654688827584,1654688829809,44
1,2.744368653,15,6000,16,44,1654688821959,1654682821959,2590,2600,1,0,1654688842095,1654688842596,1654688844818,45
1,2.732671837,15,6000,16,45,1654688836959,1654682836959,2590,2600,1,0,1654688857093,1654688857594,1654688859810,46
1,2.7455305360000004,15,6000,16,46,1654688851959,1654682851959,2590,2600,1,0,1654688872097,1654688872597,1654688874826,47
1,2.746762575,15,6000,16,47,1654688866959,1654682866959,2590,2600,1,0,1654688887097,1654688887598,1654688889827,48
1,2.7434858880000004,15,6000,16,48,1654688881959,1654682881959,2590,2600,1,0,1654688902098,1654688902599,1654688904826,49
1,2.756388597,15,6000,16,49,1654688896959,1654682896959,2590,2600,1,0,1654688917098,1654688917599,1654688919839,50
1,3.256526509,15,6000,16,50,1654688911959,1654682911959,2590,2600,1,1,1654688932101,1654688933102,1654688935339,51
1,2.775525369,15,6000,16,50,1654688926959,1654682926959,2590,2600,1,0,1654688947111,1654688947612,1654688949868,52
1,2.761235236,15,6000,16,51,1654688941959,1654682941959,2590,2600,1,0,1654688962115,1654688962616,1654688964858,53
1,2.800593857,15,6000,16,52,1654688956959,1654682956959,2590,2600,1,0,1654688977122,1654688977623,1654688979903,54
1,2.776174429,15,6000,16,53,1654688971959,1654682971959,2590,2600,1,0,1654688992123,1654688992623,1654688994882,55
1,2.774111592,15,6000,16,54,1654688986959,1654682986959,2590,2600,1,0,1654689007125,1654689007625,1654689009880,56
1,2.784070668,15,6000,16,55,1654689001959,1654683001959,2590,2600,1,0,1654689022128,1654689022629,1654689024894,57
1,2.796603006,15,6000,16,56,1654689016959,1654683016959,2590,2600,1,0,1654689037135,1654689037636,1654689039914,58
1,2.789731448,15,6000,16,57,1654689031959,1654683031959,2590,2600,1,0,1654689052138,1654689052639,1654689054911,59
1,2.797278632,15,6000,16,58,1654689046959,1654683046959,2590,2600,1,0,1654689067145,1654689067646,1654689069925,60
1,2.7935285149999998,15,6000,16,59,1654689061959,1654683061959,2590,2600,1,0,1654689082150,1654689082651,1654689084925,61
1,2.789181391,15,6000,16,60,1654689076959,1654683076959,2590,2600,1,0,1654689097153,1654689097654,1654689099925,62
1,2.794206115,15,6000,16,61,1654689091959,1654683091959,2590,2600,1,0,1654689112156,1654689112657,1654689114933,63
1,2.7945251819999997,15,6000,16,62,1654689106959,1654683106959,2590,2600,1,0,1654689127159,1654689127660,1654689129934,64
1,2.790159324,15,6000,16,63,1654689121959,1654683121959,2590,2600,1,0,1654689142159,1654689142659,1654689144931,65
1,2.798191071,15,6000,16,64,1654689136959,1654683136959,2590,2600,1,0,1654689157158,1654689157658,1654689159939,66
1,3.304157389,15,6000,16,65,1654689151959,1654683151959,2590,2600,1,1,1654689172161,1654689173162,1654689175446,67
1,2.835502636,15,6000,16,65,1654689166959,1654683166959,2590,2600,1,0,1654689187173,1654689187674,1654689189987,68
1,2.836292284,15,6000,16,66,1654689181959,1654683181959,2590,2600,1,0,1654689202183,1654689202684,1654689204995,69
1,2.830970874,15,6000,16,67,1654689196959,1654683196959,2590,2600,1,0,1654689217188,1654689217689,1654689219999,70
1,2.83887973,15,6000,16,68,1654689211959,1654683211959,2590,2600,1,0,1654689232195,1654689232696,1654689235012,71
1,2.840558348,15,6000,16,69,1654689226959,1654683226959,2590,2600,1,0,1654689247194,1654689247695,1654689250014,72
1,2.835352002,15,6000,16,70,1654689241959,1654683241959,2590,2600,1,0,1654689262195,1654689262696,1654689265012,73
1,2.8391015630000003,15,6000,16,71,1654689256959,1654683256959,2590,2600,1,0,1654689277203,1654689277704,1654689280023,74
1,2.8479902630000002,15,6000,16,72,1654689271959,1654683271959,2590,2600,1,0,1654689292218,1654689292719,1654689295038,75
1,2.847846442,15,6000,16,73,1654689286959,1654683286959,2590,2600,1,0,1654689307214,1654689307714,1654689310043,76
1,2.8517542010000003,15,6000,16,74,1654689301959,1654683301959,2590,2600,1,0,1654689322215,1654689322716,1654689325049,77
1,2.855962712,15,6000,16,75,1654689316959,1654683316959,2590,2600,1,0,1654689337227,1654689337728,1654689340059,78
