NUMBER_SENSORS,FREQUENCY,TIME_DATA,MIN_TIME,MAX_TIME,AVG_TIME,STD_TIME,SUCCESFUL_CALCULATIONS
4,1,32,22.783462997436523,1427.624102005005,297.4229690801203,175.1335481963566,512
4,2,32,34.492531997680665,756.668875,251.64817249608052,125.87202025512549,256
4,4,32,28.078251007080077,1054.1810229949951,263.4744643443822,167.20252822938937,128
4,8,32,46.51709600830078,426.011544998169,238.75841343617438,102.31366057985375,64
4,16,32,73.3515479888916,414.95297700500487,219.92541309261318,93.94464160000778,32
4,32,32,90.37215800476075,422.17416299438474,230.94299724960328,97.67442123216628,16
4,64,32,132.50262300109864,315.9473209991455,231.40010099983215,67.06409985747955,8
4,1,32,28.143393997192383,740.4273840026856,272.88200090575253,135.42007119186164,512
4,2,32,24.455835006713865,1066.1467679901123,277.3418791487216,184.97689109865607,256
4,4,32,32.300477005004886,588.5441230010987,229.70901267945757,119.865863339824,128
4,8,32,53.005716003417966,388.17256900024415,230.40373314213747,97.04663402879498,64
4,16,32,69.21034899902344,680.9339829864502,242.9912692494392,120.74528246671014,32
4,32,32,91.49216500854492,370.97030200195314,234.21936443805694,91.81970174648582,16
4,64,32,124.92809399414062,366.51369900512697,233.326170753479,77.33341523247688,8
