NUMBER_SENSORS,FREQUENCY,TIME_DATA,MIN_TIME,MAX_TIME,AVG_TIME,STD_TIME,SUCCESFUL_CALCULATIONS,CALCULATIONS_OVER_MAX
4,8,888.75,19.143226013183593,121.84030499267578,72.50333957031525,18.040945028948233,449,0
