NUMBER_SENSORS,FREQUENCY,TIME_DATA,MIN_TIME,MAX_TIME,AVG_TIME,STD_TIME,SUCCESFUL_CALCULATIONS,CALCULATIONS_OVER_MAX
4,8,600,20.566033996582032,372.0919779968262,70.07773776870427,26.220817507578253,449,2
