NUMBER_SENSORS,NUMBER_DETECTIONS,TOTAL_TIME,CARS_PER_SECOND_BY_SENSOR,CARS_PER_SECOND_TOTAL,FREQUENCY,TIME_DATA
48,1654,740.9337890014648,[1.156;1.063;1.188;1.094;1.063;1.125;1.063;1;1.156;1.125;1.063;1.063;1.125;0.906;1.094;1.406;1.375;1.281;1.156;1.281;1.375;1.438;1.531;1.344;1.281;1.031;1.219;1.219;1.125;1.125;1.219;1.094;1.156;1.063;1.031;0.875;0.938;0.906;0.938;0.875;0.75;0.875;0.813;0.875;0.719;0.719;0.688;0.688],1.0769375000000003,8,32
48,1973,571.120472000122,[1.344;1.25;1.313;1.344;1.188;1.406;1.344;1.188;1.281;1.375;1.281;1.25;1.25;1.094;1.188;1.313;1.281;1.406;1.406;1.406;1.531;1.5;1.656;1.406;1.656;1.344;1.563;1.406;1.5;1.406;1.469;1.406;1.406;1.25;1.375;1.25;1.281;1.25;1.188;1.219;1.094;1;0.906;1.063;0.938;0.969;0.906;0.813],1.2845625,8,32
48,2051,444.3025039978027,[1.344;1.25;1.344;1.188;1.219;1.375;1.344;1.313;1.125;1.375;1.375;1.25;1.25;1.25;1.219;1.313;1.313;1.25;1.188;1.188;1.344;1.313;1.5;1.375;1.438;1.469;1.594;1.563;1.656;1.563;1.594;1.469;1.531;1.531;1.375;1.375;1.469;1.375;1.5;1.406;1.344;1.25;1.094;1.25;1.125;1;1.125;1],1.3354375,8,32
48,2098,967.1773730010987,[1.313;1.344;1.281;1.188;1.344;1.406;1.344;1.313;1.156;1.344;1.281;1.313;1.281;1.25;1.25;1.25;1.281;1.25;1.281;1.375;1.344;1.094;1.375;1.375;1.219;1.281;1.438;1.438;1.438;1.438;1.594;1.594;1.656;1.656;1.594;1.531;1.313;1.438;1.469;1.563;1.469;1.5;1.375;1.625;1.313;1.188;1.281;1.125],1.366020833333334,8,32
48,2102,325.9876749992371,[1.25;1.406;1.25;1.219;1.313;1.406;1.344;1.375;1.219;1.406;1.313;1.313;1.25;1.281;1.313;1.25;1.281;1.219;1.313;1.375;1.281;1.094;1.313;1.281;1.188;1.281;1.313;1.281;1.563;1.344;1.406;1.406;1.375;1.438;1.469;1.625;1.469;1.531;1.531;1.75;1.594;1.438;1.344;1.625;1.469;1.344;1.438;1.406],1.3686041666666668,8,32
48,2088,372.9798160018921,[1.219;1.25;1.219;1.188;1.375;1.344;1.313;1.281;1.281;1.406;1.375;1.438;1.406;1.281;1.219;1.219;1.313;1.313;1.25;1.438;1.344;1.188;1.375;1.375;1.031;1.219;1.25;1.313;1.344;1.313;1.281;1.344;1.469;1.438;1.375;1.5;1.281;1.219;1.469;1.656;1.563;1.563;1.469;1.75;1.438;1.5;1.5;1.563],1.359541666666667,8,32
48,2037,1035.151544998169,[1.219;1.313;1.281;1.344;1.406;1.219;1.25;1.094;1.313;1.344;1.281;1.375;1.375;1.219;1.219;1.375;1.438;1.344;1.313;1.438;1.281;1.125;1.281;1.313;1.219;1.219;1.313;1.313;1.313;1.219;1.125;1.219;1.25;1.25;1.281;1.406;1.25;1.375;1.25;1.656;1.5;1.438;1.313;1.594;1.438;1.531;1.5;1.531],1.3263125000000002,8,32
48,2045,908.1788020019532,[1.281;1.281;1.438;1.5;1.375;1.313;1.375;1.375;1.281;1.344;1.313;1.281;1.281;1.156;1.094;1.25;1.313;1.313;1.375;1.375;1.375;1.406;1.438;1.406;1.344;1.125;1.344;1.313;1.375;1.313;1.125;1.219;1.25;1.25;1.156;1.313;1.156;1.188;1.156;1.438;1.438;1.406;1.188;1.406;1.438;1.656;1.688;1.688],1.3315000000000003,8,32
48,2038,633.6704010009765,[1.344;1.281;1.406;1.531;1.469;1.219;1.438;1.344;1.375;1.438;1.5;1.406;1.313;1.313;1.156;1.219;1.313;1.375;1.219;1.25;1.25;1.219;1.281;1.313;1.375;1.281;1.438;1.5;1.375;1.344;1.219;1.25;1.344;1.281;1.25;1.344;1.219;1.188;1.063;1.25;1.313;1.375;1.188;1.375;1.344;1.406;1.469;1.531],1.3269583333333335,8,32
48,1961,869.9591310005188,[1.313;1.406;1.344;1.5;1.375;1.156;1.25;1.25;1.375;1.438;1.438;1.219;1.281;1.344;1.375;1.313;1.406;1.438;1.375;1.313;1.188;1.188;1.188;1.25;1.219;1.156;1.25;1.344;1.375;1.188;1.156;1.219;1.281;1.375;1.25;1.344;1.156;1.125;1.063;1.313;1.281;1.313;1.031;1.063;1.188;1.188;1.219;1.469],1.2768541666666668,8,32
32,1880,1228.793083000183,[1.25;1.313;1.281;1.281;1.188;1.25;1.344;1.344;1.25;1.375;1.344;1.219;1.156;1.219;1.25;1.25;1.344;1.406;1.25;1.125;1.25;1.281;1.406;1.281;1.313;1.156;1.156;1.281;1.094;1.094;1.063;1.188;1.281;1.375;1.375;1.156;1.156;1.094;1.156;1.281;1.188;1.188;0.906;0.875;1.156;1.219;1.156;1.188],1.224,8,32
32,384,278.9076229972839,[0.344;0.344;0.375;0.281;0.281;0.344;0.406;0.313;0.375;0.406;0.438;0.406;0.375;0.344;0.313;0.375;0.344;0.375;0.219;0.219;0.406;0.531;0.5;0.375;0.406;0.375;0.344;0.344;0.344;0.375;0.563;0.563],0.37509375,8,32
32,191,278.9076229972839,[0.156;0.313;0.188;0.063;0.125;0.25;0.219;0.094;0.156;0.156;0.25;0.25;0.219;0.188;0.094;0.188;0.188;0.25;0.094;0.094;0.125;0.188;0.281;0.219;0.313;0.219;0.219;0.156;0.094;0.156;0.188;0.281],0.18668749999999998,8,32
32,270,265.8743070030212,[0.313;0.281;0.25;0.313;0.281;0.406;0.313;0.25;0.219;0.281;0.531;0.5;0.281;0.313;0.313;0.25;0.156;0.094;0.188;0.344;0.375;0.313;0.281;0.188;0.25;0.219;0.063;0.125;0.156;0.188;0.188;0.219],0.26381249999999995,8,32
32,587,671.1970039978028,[0.625;0.594;0.594;0.563;0.625;0.625;0.563;0.656;0.625;0.688;0.781;0.813;0.719;0.75;0.781;0.719;0.531;0.5;0.469;0.531;0.594;0.5;0.594;0.625;0.594;0.469;0.281;0.438;0.406;0.375;0.375;0.344],0.5733437499999998,8,32
32,920,292.5916060028076,[0.938;0.969;0.906;0.813;0.938;0.906;0.938;0.813;0.969;1;1.094;1.156;1.156;1.156;1.188;1.188;1.063;0.844;0.938;1;1;0.813;0.75;0.844;0.781;0.781;0.625;0.719;0.688;0.563;0.531;0.688],0.8986249999999998,8,32
32,1223,320.45777099990846,[1.25;1.313;1.094;1.219;1.125;1.188;1.094;1.188;1.094;1.25;1.313;1.438;1.344;1.406;1.531;1.531;1.438;1.375;1.219;1.313;1.406;1.313;1.219;1.25;1.156;1;0.844;1;0.938;0.875;0.719;0.781],1.1945,8,32
32,1298,479.65139500045774,[1.344;1.281;1.281;1.281;1.219;1.188;1.25;1.156;1.25;1.313;1.188;1.094;1.313;1.313;1.5;1.563;1.469;1.531;1.375;1.406;1.406;1.375;1.344;1.563;1.406;1.125;1.156;1.125;1.156;0.969;0.75;0.875],1.26765625,8,32
