NUMBER_SENSORS,FREQUENCY,TIME_DATA,MIN_TIME,MAX_TIME,AVG_TIME,STD_TIME,SUCCESFUL_CALCULATIONS
4,8,32,21.29173999786376952,40.290816997528076,28.634828547704792,3.671105485863226,32
4,8,32,20.3066400146484375,102.38226399993897,26.7474665296218,24.304651006906623,64
4,8,32,20.25933998107910156,36.425726001739505,27.205613641222797,4.50909206994962,127
4,8,32,19.27284000396728517,45.72966899871826,25.348389205921404,3.114131801663882,255
4,8,32,20.28525001525878908,204.74209599685668,31.366111212877453,15.908188372501643,511
4,8,32,20.92679100036621,36.09521099853516,25.2286826457362,3.486119622437207,31
4,8,32,20.57573100280762,39.667918998718264,24.335484436988832,3.656828508981621,64
4,8,32,19.370496994018556,581.2159990005493,29.46701155489684,49.09283489240185,128
4,8,32,19.31096199798584,47.48864500427246,26.683698188063687,3.9814809313291346,255
4,8,32,19.070529998779296,291.06233500671385,32.020093976492994,18.022200825019443,511
4,8,32,21.322300994873046,31.570411010742188,24.459987907409662,2.374741654754962,32
4,8,32,20.628399002075195,179.33581300354004,27.20579182555183,19.600119484464194,63
4,8,32,19.21863000488281,35.70163198852539,24.730852495689092,3.0887736939645793,127
4,8,32,19.512488998413087,41.88166700744629,26.99235618441715,4.539566593990504,255
4,8,32,20.243067001342773,171.10916300964357,30.27223435600864,9.893992500694173,511
