NUMBER_SENSORS,FREQUENCY,TIME_DATA,MIN_TIME,MAX_TIME,AVG_TIME,STD_TIME,SUCCESFUL_CALCULATIONS
4,8,1800,22.500368000030516,508.80890100097656,128.6106236205612,67.50644048330935,224
