NUMBER_SENSORS,FREQUENCY,TIME_DATA,MIN_TIME,MAX_TIME,AVG_TIME,STD_TIME,SUCCESFUL_CALCULATIONS
4,8,1,31.335018005371094,387.3734929962158,199.49638381171232,98.68726103192813,64
4,8,2,36.135177001953124,529.7927409973145,216.15741809487346,119.36755107211006,64
4,8,4,25.181285003662108,372.03040299987794,200.8340990929604,100.49930851574561,64
4,8,8,30.078059005737305,387.9040229949951,205.72174431371687,98.48014861524243,64
4,8,16,50.81231300354004,607.7086510009766,216.69150957942009,109.1634499659576,64
4,8,32,40.2552020111084,427.5150609893799,227.42966648268708,101.3739837320243,64
4,8,64,41.03050700378418,644.9251719970703,246.34777178192138,112.43584309388125,64
4,8,128,61.41221101379394,517.0119920043945,268.4257026557923,112.89606324164244,64
4,8,256,54.69590199279785,536.420595993042,301.4909142029285,131.36560516196576,64
4,8,1,21.034064010620117,403.34969400024414,204.4745901415348,104.50964307080508,64
4,8,2,31.03067500305176,379.2388609924316,208.10411096858977,102.43543456682195,64
4,8,4,29.917212997436522,693.8077510070801,216.91162401580806,130.8442767906387,64
4,8,8,29.324292999267577,386.4247929992676,214.18131682705882,98.34863334772358,64
4,8,16,48.28071499633789,536.0695479888916,224.37494032955166,104.40821615164859,64
4,8,32,40.624541000366214,697.8073869934082,237.05614271879196,123.15061403503093,64
4,8,64,80.60656999206543,438.9231670074463,241.40990720367427,94.6552451998497,64
4,8,128,44.552432006835936,647.9433130035401,273.2572669055462,115.8283648414505,64
4,8,256,34.66598500061035,661.4681100006103,301.42322103023525,142.45283609595455,64
