NUMBER_SENSORS;FREQUENCY;TIME_DATA;MIN_TIME;MAX_TIME;AVG_TIME;STD_TIME;SUCCESFUL_CALCULATIONS
4;8;32;40,01544999694824;556,7053250045776;171,3555203130245;110,33269538395444;32
4;8;32;35,49908100128174;529,6596839981079;238,69468010914323;120,84025249553738;64
4;8;32;41,121740997314454;1270,0908479995728;456,14291921079155;271,2003530224646;128
4;8;32;42,20208699798584;2545,2158489990234;984,0467720743421;639,1523620888064;256
4;8;32;54,27432799530029;4508,317027999878;1906,9896970723973;984,7850009532486;511
4;8;32;39,64177700805664;269,28640800476074;135,93754493951798;55,63120888956099;32
4;8;32;42,22648500061035;409,2946210021973;226,14287626624105;103,59103833164983;64
4;8;32;44,91283599853516;1095,1708109893798;451,3415387887955;277,6255307289065;128
4;8;32;35,49765400695801;1618,6608910064697;789,1177365582583;421,8397628944717;256
4;8;32;47,65750099182129;2969,362039993286;1454,8460321918737;777,2827264715482;512
4;8;32;52,00149800109863;258,8789160003662;135,92483456277844;53,167645277313234;32
4;8;32;42,27770599365235;593,4984869995117;233,90442920207977;110,9225795532976;64
4;8;32;39,80090599060058;1003,0555469970703;429,7422997345925;241,79341009088392;128
4;8;32;57,5093330078125;1624,73393800354;786,6312718986864;427,7051032965747;256
4;8;32;35,755147003173825;2961,1273380126954;1447,4833238050635;756,7181291916555;512
