NUMBER_SENSORS,FREQUENCY,TIME_DATA,MIN_TIME,MAX_TIME,AVG_TIME,STD_TIME,SUCCESFUL_CALCULATIONS,CALCULATIONS_OVER_MAX
4,8,1800,18.492223999023437,523.6046109924316,110.99892414363192,60.48841749251377,449,18
