NUMBER_SENSORS;FREQUENCY;TIME_DATA;MIN_TIME;MAX_TIME;AVG_TIME;STD_TIME;SUCCESFUL_CALCULATIONS
4;8;32;37,32117900085449;241,67194601440428;142,17359074926372;57,30902304972338;32
4;8;32;40,36594900512695;600,6451989898682;222,63155388951307;109,26444236344375;64
4;8;32;61,553386001586915;1346,1123679962159;408,9006287270784;214,47200972404025;128
4;8;32;52,40963800048828;2255,4150260009765;953,7769525430202;604,7052878214329;256
4;8;32;58,46221499633789;4270,947359008789;1846,2140698923472;930,34743906259;512
4;8;32;68,02402299499512;278,6800970001221;140,06977640724182;54,298335880237175;32
4;8;32;44,92356098937988;629,7528779907227;224,1706400151253;113,02696950549995;64
4;8;32;33,467518997192386;1067,3765200042724;414,964205063224;241,1999846601688;128
4;8;32;44,230650009155276;1797,2346900024413;806,3774301522375;447,77596591752933;256
4;8;32;38,63110400390625;3003,7019620056153;1451,1627042789162;766,3069784731936;512
