NUMBER_SENSORS,NUMBER_DETECTIONS,TOTAL_TIME,CARS_PER_SECOND_BY_SENSOR,CARS_PER_SECOND_TOTAL,FREQUENCY,TIME_DATA
1,1,42.61028999328613,[0.031],0.031,8,32
1,6,40.55797599792481,[0.186],0.186,8,32
1,8,10.600707000732422,[0.249],0.249,8,32
1,9,15.510764999389648,[0.28],0.28,8,32
1,11,11.961279006958009,[0.342],0.342,8,32
1,9,13.795184005737305,[0.28],0.28,8,32
1,10,21.675373001098635,[0.311],0.311,8,32
1,14,19.831822006225586,[0.435],0.435,8,32
1,14,12.121052001953124,[0.435],0.435,8,32
1,18,15.84248500061035,[0.56],0.56,8,32
1,20,16.061225006103516,[0.622],0.622,8,32
1,25,13.233649002075195,[0.777],0.777,8,32
1,23,16.928820999145508,[0.715],0.715,8,32
1,24,13.969453994750976,[0.746],0.746,8,32
1,21,16.791900009155274,[0.653],0.653,8,32
1,15,19.734872009277343,[0.467],0.467,8,32
1,18,14.84343099975586,[0.56],0.56,8,32
1,14,15.919863998413087,[0.435],0.435,8,32
1,14,17.92915998840332,[0.435],0.435,8,32
1,11,15.560725997924804,[0.342],0.342,8,32
1,13,18.246878997802735,[0.404],0.404,8,32
1,13,17.544788009643554,[0.404],0.404,8,32
1,18,18.156440994262695,[0.559],0.559,8,32
1,23,22.741725997924803,[0.715],0.715,8,32
1,28,19.443628997802733,[0.871],0.871,8,32
1,27,22.05681300354004,[0.84],0.84,8,32
1,29,20.461210006713866,[0.902],0.902,8,32
1,24,19.686406997680663,[0.746],0.746,8,32
1,19,22.678177001953124,[0.591],0.591,8,32
1,16,22.77677700805664,[0.498],0.498,8,32
1,11,24.117513992309572,[0.341],0.341,8,32
1,12,20.076860000610353,[0.373],0.373,8,32
2,3,55.040044998168945,[0.062;0.031],0.0465,8,32
2,15,52.94660499572754,[0.218;0.249],0.23349999999999999,8,32
2,17,23.765835998535156,[0.28;0.249],0.2645,8,32
2,24,25.23852099609375,[0.466;0.28],0.373,8,32
2,27,31.43582600402832,[0.498;0.342],0.42000000000000004,8,32
2,29,37.658233001708986,[0.622;0.28],0.451,8,32
2,37,33.884230987548825,[0.777;0.373],0.575,8,32
2,36,42.34851499938965,[0.683;0.435],0.559,8,32
2,42,44.65088800048828,[0.809;0.498],0.6535,8,32
2,39,40.76260200500488,[0.653;0.56],0.6065,8,32
2,44,38.60862400817871,[0.716;0.653],0.6845,8,32
2,47,36.01121398925781,[0.684;0.778],0.7310000000000001,8,32
2,39,41.70990798950195,[0.497;0.714],0.6054999999999999,8,32
2,39,40.70973899841309,[0.466;0.745],0.6055,8,32
2,35,38.55716400146484,[0.404;0.684],0.544,8,32
2,26,37.45459800720215,[0.311;0.497],0.404,8,32
2,31,45.23750801086426,[0.404;0.56],0.48200000000000004,8,32
2,31,48.74287200927734,[0.528;0.435],0.48150000000000004,8,32
2,32,43.4690950012207,[0.56;0.435],0.49750000000000005,8,32
2,39,42.6575479888916,[0.871;0.342],0.6065,8,32
2,42,50.004796997070315,[0.871;0.436],0.6535,8,32
2,43,63.56613899230957,[0.901;0.435],0.668,8,32
2,48,59.48825099182129,[0.931;0.558],0.7445,8,32
2,47,54.16543798828125,[0.746;0.715],0.7304999999999999,8,32
2,51,51.00197299194336,[0.715;0.871],0.7929999999999999,8,32
2,48,60.929714004516605,[0.653;0.839],0.746,8,32
2,51,58.596559005737305,[0.653;0.933],0.793,8,32
2,39,71.70922200012207,[0.466;0.745],0.6055,8,32
2,30,72.98158599853515,[0.31;0.62],0.46499999999999997,8,32
2,21,60.03069999694824,[0.155;0.497],0.326,8,32
2,13,58.541372009277346,[0.062;0.342],0.202,8,32
2,13,69.38639498901367,[0.031;0.373],0.202,8,32
4,7,93.43115699768066,[0;0.093;0.062;0.062],0.05425,8,32
4,19,79.12390800476074,[0.124;0.218;0.062;0.187],0.14775,8,32
4,38,88.59240299987793,[0.404;0.28;0.249;0.249],0.2955,8,32
4,56,72.51468800354004,[0.653;0.466;0.342;0.28],0.43525,8,32
4,65,86.24238600158691,[0.84;0.529;0.311;0.342],0.5055,8,32
4,73,82.580125,[0.871;0.622;0.497;0.28],0.5674999999999999,8,32
4,73,89.85574899291993,[0.777;0.715;0.466;0.311],0.56725,8,32
4,79,90.75792399597168,[0.653;0.746;0.622;0.435],0.614,8,32
4,85,93.22839299011231,[0.684;0.809;0.715;0.435],0.6607500000000001,8,32
4,79,99.29086399841309,[0.529;0.653;0.715;0.56],0.61425,8,32
4,84,111.30960600280761,[0.529;0.715;0.747;0.622],0.65325,8,32
4,88,95.2381430053711,[0.529;0.715;0.715;0.777],0.684,8,32
4,76,119.29725500488281,[0.435;0.497;0.684;0.746],0.5905,8,32
4,76,141.77658200073242,[0.466;0.466;0.683;0.745],0.5900000000000001,8,32
4,68,125.57817098999024,[0.497;0.404;0.559;0.653],0.52825,8,32
4,65,143.1050590057373,[0.622;0.311;0.498;0.591],0.5055000000000001,8,32
4,64,149.4194940032959,[0.653;0.404;0.373;0.56],0.4975,8,32
4,65,150.24151499938964,[0.715;0.528;0.342;0.435],0.505,8,32
4,72,216.63640100097658,[0.867;0.558;0.372;0.434],0.5577500000000001,8,32
4,88,152.70214300537108,[0.996;0.902;0.498;0.342],0.6845,8,32
4,87,169.15773400878905,[0.902;0.84;0.56;0.404],0.6765,8,32
4,95,156.79183000183104,[0.902;0.902;0.746;0.404],0.7384999999999999,8,32
4,99,186.24439700317382,[0.715;0.933;0.871;0.56],0.76975,8,32
4,96,160.5291849975586,[0.59;0.746;0.932;0.715],0.7457499999999999,8,32
4,99,186.41080799865722,[0.497;0.777;0.933;0.871],0.7695,8,32
4,86,186.85905101013185,[0.28;0.653;0.778;0.964],0.66875,8,32
4,77,201.8849889984131,[0.093;0.652;0.714;0.932],0.59775,8,32
4,56,227.6814279937744,[0.031;0.466;0.497;0.745],0.43474999999999997,8,32
4,49,215.7604940032959,[0;0.311;0.59;0.621],0.3805,8,32
4,36,220.806112991333,[0;0.155;0.496;0.465],0.279,8,32
4,29,188.59557000732423,[0;0.062;0.498;0.342],0.22550000000000003,8,32
4,27,204.2096719970703,[0;0.031;0.435;0.373],0.20975,8,32
8,18,135.49533200073242,[0.093;0;0.093;0.093;0.062;0.031;0.124;0.062],0.06975,8,32
8,49,110.97293899536133,[0.369;0.185;0.123;0.215;0.154;0.062;0.154;0.246],0.1885,8,32
8,81,162.99394799804688,[0.622;0.404;0.218;0.28;0.28;0.249;0.218;0.249],0.315,8,32
8,120,241.82460299682617,[0.838;0.683;0.465;0.465;0.31;0.341;0.341;0.279],0.46525000000000005,8,32
8,141,196.8622260131836,[0.994;0.808;0.621;0.528;0.466;0.311;0.311;0.342],0.547625,8,32
8,157,307.87426499938965,[0.806;0.961;0.775;0.651;0.527;0.527;0.341;0.279],0.608375,8,32
8,157,259.0569749908447,[0.652;0.776;0.776;0.776;0.652;0.465;0.465;0.31],0.6089999999999999,8,32
8,173,285.88672999572753,[0.716;0.684;0.84;0.747;0.809;0.622;0.56;0.404],0.67275,8,32
8,170,287.0334170074463,[0.56;0.746;0.684;0.87;0.715;0.715;0.528;0.466],0.6605,8,32
