RESPONSES,TOTAL_TIME,ANALYSIS_TIME,FREQUENCY,TIME_DATA,FREQUENCY_DATA,RESPONSES_STORED,FROM_DATE,TO_DATE,MINIMUM_TIME,MAXIMUM_TIME,CURRENT_ESC_RUNNING,ANALYSIS_RETRIES,INIT_EXEC_TIME,FINAL_EXEC_TIME,ID,GUARANTEES
1,1.1404727270000001,0.034147942,15,30,15,10,1658594150911,1658594120911,3,3.2,2,0,25149,219911107,1658594172581,0,4
1,1.1452344725,0.09096380600000001,15,30,15,30,1658594165911,1658594135911,3,3.2,2,0,25164,235452980,1658594187606,1,4
1,1.1437149586666668,0.083247405,15,30,15,30,1658594180911,1658594150911,3,3.2,2,0,25179,232942466,1658594202594,2,4
1,1.14155184625,0.088978863,15,30,15,30,1658594195911,1658594165911,3,3.2,2,0,25194,242665256,1658594217598,3,4
1,1.137740563,0.082229794,15,30,15,30,1658594210911,1658594180911,3,3.2,2,0,25209,252293129,1658594232595,4,4
1,1.1338527732,0.08476215299999999,15,30,15,30,1658594225911,1658594195911,3,3.2,2,0,25224,247724879,1658594247589,5,4
1,1.1285049788000001,0.08790279200000001,15,30,15,30,1658594240911,1658594210911,3,3.2,2,0,25239,259015318,1658594262603,6,4
1,1.1250932244,0.087522998,15,30,15,30,1658594255911,1658594225911,3,3.2,2,0,25254,255606376,1658594277600,7,4
1,1.1210333075999999,0.08783555300000001,15,30,15,30,1658594270911,1658594240911,3,3.2,2,0,25269,261680100,1658594292597,8,4
1,1.1218341754,0.087204879,15,30,15,30,1658594285911,1658594255911,3,3.2,2,0,25284,261428527,1658594307609,9,4
1,1.1196544763999998,0.088480731,15,30,15,30,1658594300911,1658594270911,3,3.2,2,0,25299,270322607,1658594322601,10,4
1,1.1219800562,0.090446028,15,30,15,30,1658594315911,1658594285911,3,3.2,2,0,25314,268031796,1658594337624,11,4
1,1.120166064,0.086339025,15,30,15,30,1658594330911,1658594300911,3,3.2,2,0,25329,271510278,1658594352607,12,4
1,1.1207961443999999,0.08626063499999999,15,30,15,30,1658594345911,1658594315911,3,3.2,2,0,25344,276277381,1658594367615,13,4
1,1.1172987948,0.08717416900000001,15,30,15,30,1658594360911,1658594330911,3,3.2,2,0,25359,281652405,1658594382611,14,4
1,1.113425572,0.086315555,15,30,15,30,1658594375911,1658594345911,3,3.2,2,0,25374,285236073,1658594397597,15,4
1,1.107350355,0.085454512,15,30,15,30,1658594390911,1658594360911,3,3.2,2,0,25389,284309731,1658594412610,16,4
1,1.1034385949999999,0.087095799,15,30,15,30,1658594405911,1658594375911,3,3.2,2,0,25404,292230499,1658594427608,17,4
1,1.0982699364,0.08705011500000001,15,30,15,30,1658594420911,1658594390911,3,3.2,2,0,25419,299700210,1658594442612,18,4
1,1.0954490460000001,0.08471292300000001,15,30,15,30,1658594435911,1658594405911,3,3.2,2,0,25434,298018061,1658594457614,19,4
1,1.0939159379999999,0.08680801099999999,15,30,15,30,1658594450911,1658594420911,3,3.2,2,0,25449,310151636,1658594472614,20,4
1,1.0896411424,0.08933558600000001,15,30,15,30,1658594465911,1658594435911,3,3.2,2,0,25464,305621807,1658594487609,21,4
1,1.082535915,0.088725443,15,30,15,30,1658594480911,1658594450911,3,3.2,2,0,25479,317331741,1658594502597,22,4
1,1.0786938854,0.086677675,15,30,15,30,1658594495911,1658594465911,3,3.2,2,0,25494,315637128,1658594517609,23,4
1,1.0733618412,0.086650672,15,30,15,30,1658594510911,1658594480911,3,3.2,2,0,25509,324297677,1658594532613,24,4
1,1.0695673316,0.087868111,15,30,15,30,1658594525911,1658594495911,3,3.2,2,0,25524,318127101,1658594547603,25,4
1,1.0653691526000002,0.086544565,15,30,15,30,1658594540911,1658594510911,3,3.2,2,0,25539,328139740,1658594562611,26,4
1,1.0673126796,0.087755669,15,30,15,30,1658594555911,1658594525911,3,3.2,2,0,25554,324837074,1658594577615,27,4
1,1.0660423946000002,0.087152548,15,30,15,30,1658594570911,1658594540911,3,3.2,2,0,25569,335238025,1658594592622,28,4
1,1.0629125816,0.08617728499999999,15,30,15,30,1658594585911,1658594555911,3,3.2,2,0,25584,338772262,1658594607612,29,4
1,1.0617423838,0.08660263600000001,15,30,15,30,1658594600911,1658594570911,3,3.2,2,0,25599,339525131,1658594622618,30,4
1,1.0612166330000001,0.085638209,15,30,15,30,1658594615911,1658594585911,3,3.2,2,0,25614,338582459,1658594637619,31,4
1,1.058544307,0.085667517,15,30,15,30,1658594630911,1658594600911,3,3.2,2,0,25629,339256761,1658594652616,32,4
1,1.0565275379999999,0.105115708,15,30,15,30,1658594645911,1658594615911,3,3.2,2,0,25644,342327358,1658594667619,33,4
1,1.0557687746000002,0.083075678,15,30,15,30,1658594660911,1658594630911,3,3.2,2,0,25659,346251672,1658594682616,34,4
1,1.0528751508,0.085006782,15,30,15,30,1658594675911,1658594645911,3,3.2,2,0,25674,353672317,1658594697618,35,4
1,1.0508089548000001,0.10389535600000001,15,30,15,30,1658594690911,1658594660911,3,3.2,2,0,25689,353037748,1658594712623,36,4
1,1.0468329362000002,0.08454365,15,30,15,30,1658594705911,1658594675911,3,3.2,2,0,25704,359992278,1658594727617,37,4
1,1.0417577226,0.08267691399999999,15,30,15,30,1658594720911,1658594690911,3,3.2,2,0,25719,363812865,1658594742616,38,4
1,1.0373056482,0.085132881,15,30,15,30,1658594735911,1658594705911,3,3.2,2,0,25734,367505305,1658594757615,39,4
1,1.0343571732,0.085476236,15,30,15,30,1658594750911,1658594720911,3,3.2,2,0,25749,368955238,1658594772619,40,4
1,1.0281057655999999,0.089248252,15,30,15,30,1658594765911,1658594735911,3,3.2,2,0,25764,374530475,1658594787613,41,4
1,1.0263621718,0.08672231899999999,15,30,15,30,1658594780911,1658594750911,3,3.2,2,0,25779,376140644,1658594802624,42,4
1,1.0229390916,0.083912285,15,30,15,30,1658594795911,1658594765911,3,3.2,2,0,25794,381768658,1658594817616,43,4
1,1.0204863626000003,0.086701461,15,30,15,30,1658594810911,1658594780911,3,3.2,2,0,25809,380462783,1658594832615,44,4
1,1.0168244867999998,0.086259347,15,30,15,30,1658594825911,1658594795911,3,3.2,2,0,25824,385174020,1658594847617,45,4
1,1.0146687908,0.086911039,15,30,15,30,1658594840911,1658594810911,3,3.2,2,0,25839,389282726,1658594862617,46,4
1,1.0096310597999998,0.089410988,15,30,15,30,1658594855911,1658594825911,3,3.2,2,0,25854,393960113,1658594877617,47,4
1,1.0084557862,0.086308518,15,30,15,30,1658594870911,1658594840911,3,3.2,2,0,25869,393722321,1658594892622,48,4
1,1.0059781574,0.082974783,15,30,15,30,1658594885911,1658594855911,3,3.2,2,0,25884,397995821,1658594907621,49,4
1,1.0029401044,0.083531044,15,30,15,30,1658594900911,1658594870911,3,3.2,2,0,25899,401718316,1658594922618,50,4
1,1.0005706748,0.089785652,15,30,15,30,1658594915911,1658594885911,3,3.2,2,0,25914,405220500,1658594937621,51,4
1,0.9979025822,0.08259414300000001,15,30,15,30,1658594930911,1658594900911,3,3.2,2,0,25929,409679578,1658594952619,52,4
1,0.9925875312000001,0.083549569,15,30,15,30,1658594945911,1658594915911,3,3.2,2,0,25944,414956326,1658594967617,53,4
1,0.9903261819999999,0.08231010999999999,15,30,15,30,1658594960911,1658594930911,3,3.2,2,0,25959,416951884,1658594982628,54,4
1,0.9859236328,0.08419510699999999,15,30,15,30,1658594975911,1658594945911,3,3.2,2,0,25974,424773467,1658594997619,55,4
1,0.9827173046000001,0.08676258,15,30,15,30,1658594990911,1658594960911,3,3.2,2,0,25989,422172031,1658595012622,56,4
1,0.9799558302,0.088094889,15,30,15,30,1658595005911,1658594975911,3,3.2,2,0,26004,425775058,1658595027621,57,4
1,0.9798676239999999,0.080330285,15,30,15,30,1658595020911,1658594990911,3,3.2,2,0,26019,427734627,1658595042629,58,4
