RESPONSES,TOTAL_TIME,ANALYSIS_TIME,FREQUENCY,TIME_DATA,FREQUENCY_DATA,RESPONSES_STORED,FROM_DATE,TO_DATE,MINIMUM_TIME,MAXIMUM_TIME,CURRENT_ESC_RUNNING,ANALYSIS_RETRIES,INIT_EXEC_TIME,EXEC_TIME,FINAL_EXEC_TIME,ID,GUARANTEES,ESC
1,1.21476825,0.033421826,15,30,15,10,1656879326885,1656879296885,3,3.2,16,0,1656879571914,1656879572415,1656879573116,0,4,governifyoti_gc_ans12
1,1.1919735109999998,0.061332178999999994,15,37.5,15,20,1656879341885,1656879304385,3,3.2,16,0,1656879586920,1656879587421,1656879588093,1,4,governifyoti_gc_ans12
1,1.2437041119999999,0.0886438,15,46.875,15,30,1656879356885,1656879310010,3,3.2,16,0,1656879601924,1656879602425,1656879603146,2,4,governifyoti_gc_ans12
1,1.3501043099999999,0.110141747,15,58.59375,15,40,1656879371885,1656879313291.25,3,3.2,16,0,1656879616925,1656879617425,1656879618252,3,4,governifyoti_gc_ans12
1,1.400350377,0.15783224799999998,15,73.2421875,15,50,1656879386885,1656879313642.8125,3,3.2,16,0,1656879631926,1656879632425,1656879633302,4,4,governifyoti_gc_ans12
1,1.432885573,0.24430618799999998,15,91.552734375,15,60,1656879401885,1656879310332.2656,3,3.2,16,0,1656879646930,1656879647431,1656879648336,5,4,governifyoti_gc_ans12
1,1.6550254119999999,0.23764464200000002,15,114.44091796875,15,70,1656879416885,1656879302444.082,3,3.2,16,0,1656879661922,1656879662422,1656879663558,6,4,governifyoti_gc_ans12
1,1.939232264,0.287985882,15,143.0511474609375,15,80,1656879431885,1656879288833.8525,3,3.2,16,0,1656879676966,1656879677465,1656879678844,7,4,governifyoti_gc_ans12
1,3.022417229,0.567372078,15,178.81393432617188,15,90,1656879446885,1656879268071.0657,3,3.2,16,0,1656879692293,1656879692793,1656879694927,8,4,governifyoti_gc_ans12
1,3.581256038,0.587001578,15,178.81393432617188,15,100,1656879461885,1656879283071.0657,3,3.2,16,0,1656879707442,1656879707957,1656879710485,9,4,governifyoti_gc_ans12
1,3.470320553,0.6446327310000001,15,134.1104507446289,15,100,1656879476885,1656879342774.5493,3,3.2,16,0,1656879722015,1656879722514,1656879725379,10,4,governifyoti_gc_ans12
1,3.012358576,0.522098076,15,100.58283805847168,15,80,1656879491885,1656879391302.1619,3,3.2,16,0,1656879737163,1656879737663,1656879739920,11,4,governifyoti_gc_ans12
1,2.746296867,0.467141517,15,100.58283805847168,15,80,1656879506885,1656879406302.1619,3,3.2,16,0,1656879752279,1656879752780,1656879754654,12,4,governifyoti_gc_ans12
1,2.3966182789999997,0.38357919399999996,15,125.7285475730896,15,90,1656879521885,1656879396156.4524,3,3.2,16,0,1656879767601,1656879768102,1656879769305,13,4,governifyoti_gc_ans12
1,3.684575832,0.6359584039999999,15,157.160684466362,15,100,1656879536885,1656879379724.3154,3,3.2,16,0,1656879782067,1656879782568,1656879785592,14,4,governifyoti_gc_ans12
1,3.678514471,0.45598928,15,117.8705133497715,15,90,1656879551885,1656879434014.4866,3,3.2,16,0,1656879796984,1656879797484,1656879800587,15,4,governifyoti_gc_ans12
1,3.29555269,0.367061099,15,88.40288501232862,15,70,1656879566885,1656879478482.115,3,3.2,16,0,1656879812052,1656879812556,1656879815204,16,4,governifyoti_gc_ans12
1,1.965830887,0.371782212,15,66.30216375924647,15,60,1656879581885,1656879515582.8362,3,3.2,16,0,1656879826938,1656879827439,1656879828874,17,4,governifyoti_gc_ans12
1,2.048419688,0.431229249,15,82.87770469905809,15,70,1656879596885,1656879514007.2954,3,3.2,16,0,1656879841946,1656879842447,1656879843958,18,4,governifyoti_gc_ans12
1,2.444430236,0.503219678,15,103.5971308738226,15,80,1656879611885,1656879508287.8691,3,3.2,16,0,1656879856940,1656879857440,1656879859355,19,4,governifyoti_gc_ans12
1,3.309743688,0.347675923,15,129.49641359227826,15,90,1656879626885,1656879497388.5864,3,3.2,16,0,1656879871971,1656879872473,1656879875220,20,4,governifyoti_gc_ans12
1,3.190736198,0.28119951099999996,15,97.1223101942087,15,80,1656879641885,1656879544762.6897,3,3.2,16,0,1656879886938,1656879887439,1656879890101,21,4,governifyoti_gc_ans12
1,4.677471982,0.422504698,15,97.1223101942087,15,80,1656879656885,1656879559762.6897,3,3.2,16,0,1656879902291,1656879902793,1656879906587,22,4,governifyoti_gc_ans12
1,3.657028986,0.358827398,15,72.84173264565652,15,60,1656879671885,1656879599043.2673,3,3.2,16,0,1656879916941,1656879917441,1656879920568,23,4,governifyoti_gc_ans12
1,2.6604533310000003,0.196615129,15,54.63129948424239,15,50,1656879686885,1656879632253.7004,3,3.2,16,0,1656879931937,1656879932437,1656879934572,24,4,governifyoti_gc_ans12
1,2.469526123,0.223899741,15,68.28912435530299,15,60,1656879701885,1656879633595.8757,3,3.2,16,0,1656879947025,1656879947526,1656879949382,25,4,governifyoti_gc_ans12
1,2.597578818,0.257682714,15,85.36140544412874,15,70,1656879716885,1656879631523.5945,3,3.2,16,0,1656879962019,1656879962519,1656879964510,26,4,governifyoti_gc_ans12
1,2.768808161,0.29217922700000004,15,106.70175680516093,15,80,1656879731885,1656879625183.2432,3,3.2,16,0,1656879977110,1656879977611,1656879979681,27,4,governifyoti_gc_ans12
1,3.018015789,0.334822104,15,133.37719600645116,15,90,1656879746885,1656879613507.804,3,3.2,16,0,1656879992169,1656879992669,1656879994930,28,4,governifyoti_gc_ans12
