RESPONSES,TOTAL_TIME,FREQUENCY,TIME_DATA,FREQUENCY_DATA,RESPONSES_STORED,FROM_DATE,TO_DATE,MINIMUM_TIME,MAXIMUM_TIME,CURRENT_ESC_RUNNING,ANALYSIS_RETRIES,INIT_EXEC_TIME,EXEC_TIME,FINAL_EXEC_TIME,ID
1,1.653046225,15,15,16,1,1654642498659,1654642483659,2590,2600,9,0,1654642518682,1654642519183,1654642520325,0
1,1.6851937499999998,15,15,16,2,1654642513659,1654642498659,2590,2600,9,0,1654642533686,1654642534188,1654642535358,1
1,2.7262929920000003,15,15,16,2,1654642528659,1654642513659,2590,2600,9,1,1654642548685,1654642549686,1654642551400,2
1,3.762565134,15,15,16,2,1654642543659,1654642528659,2590,2600,9,3,1654642563688,1654642565691,1654642567437,3
1,0.71019613,15,15,16,2,1654642558659,1654642543659,2590,2600,9,0,1654642578685,1654642579185,1654642579386,4
1,1.7303620020000001,15,15,16,2,1654642573659,1654642558659,2590,2600,9,0,1654642593685,1654642594184,1654642595405,5
1,1.851182056,15,15,16,2,1654642588659,1654642573659,2590,2600,9,0,1654642608697,1654642609197,1654642610527,6
1,0.7570849550000001,15,15,16,2,1654642603659,1654642588659,2590,2600,10,0,1654642623687,1654642624188,1654642624433,7
1,1.6652182279999999,15,15,16,2,1654642618659,1654642603659,2590,2600,10,0,1654642638686,1654642639188,1654642640342,8
1,1.6538259960000001,15,15,16,2,1654642633659,1654642618659,2590,2600,10,0,1654642653692,1654642654192,1654642655331,9
1,1.6534749739999999,15,15,16,2,1654642648659,1654642633659,2590,2600,10,0,1654642668687,1654642669187,1654642670330,10
1,1.671219251,15,15,16,2,1654642663659,1654642648659,2590,2600,10,0,1654642683687,1654642684188,1654642685348,11
1,2.585729972,15,15,16,2,1654642678659,1654642663659,2590,2600,10,0,1654642698689,1654642699189,1654642701263,12
1,1.3775842,15,15,16,2,1654642693659,1654642678659,2590,2600,10,0,1654642713687,1654642714188,1654642715055,13
1,1.654135247,15,15,16,2,1654642708659,1654642693659,2590,2600,11,0,1654642728688,1654642729188,1654642730332,14
1,1.580507326,15,15,16,2,1654642723659,1654642708659,2590,2600,11,0,1654642743689,1654642744189,1654642745259,15
1,1.584200575,15,15,16,2,1654642738659,1654642723659,2590,2600,11,0,1654642758689,1654642759191,1654642760264,16
