RESPONSES,TOTAL_TIME,FREQUENCY,TIME_DATA,FREQUENCY_DATA,RESPONSES_STORED,FROM_DATE,TO_DATE,MINIMUM_TIME,MAXIMUM_TIME,CURRENT_ESC_RUNNING
1,2.623931205,15,6000,16,1,1654506782145,1654500782145,2590,2600,6
1,2.614481332,15,6000,16,3,1654506797145,1654500797145,2590,2600,6
1,3.132568558,15,6000,16,4,1654506812145,1654500812145,2590,2600,6
1,2.6321383810000003,15,6000,16,5,1654506827145,1654500827145,2590,2600,6
1,0.735699529,15,6000,16,5,1654506842145,1654500842145,2590,2600,6
1,0.735699529,15,6000,16,6,1654506857145,1654500857145,2590,2600,6
1,1.591983686,15,6000,16,7,1654506872145,1654500872145,2590,2600,6
1,1.591983686,15,6000,16,8,1654506887145,1654500887145,2590,2600,7
1,2.650773945,15,6000,16,9,1654506902145,1654500902145,2590,2600,7
1,2.650773945,15,6000,16,10,1654506917145,1654500917145,2590,2600,7
1,2.6484992160000003,15,6000,16,11,1654506932145,1654500932145,2590,2600,7
1,2.669152661,15,6000,16,12,1654506947145,1654500947145,2590,2600,7
1,2.6532151450000003,15,6000,16,13,1654506962145,1654500962145,2590,2600,7
1,2.6532151450000003,15,6000,16,14,1654506977145,1654500977145,2590,2600,7
1,2.671124687,15,6000,16,15,1654506992145,1654500992145,2590,2600,8
1,1.818042183,15,6000,16,16,1654507007145,1654501007145,2590,2600,8
1,1.817604974,15,6000,16,17,1654507022145,1654501022145,2590,2600,8
1,1.817604974,15,6000,16,18,1654507037145,1654501037145,2590,2600,8
1,1.087020896,15,6000,16,19,1654507052145,1654501052145,2590,2600,8
1,2.958720131,15,6000,16,20,1654507067145,1654501067145,2590,2600,8
1,3.182453731,15,6000,16,21,1654507082145,1654501082145,2590,2600,8
1,1.187846934,15,6000,16,21,1654507097145,1654501097145,2590,2600,9
1,1.6483532090000002,15,6000,16,22,1654507112145,1654501112145,2590,2600,9
1,1.6483532090000002,15,6000,16,23,1654507127145,1654501127145,2590,2600,9
1,1.868291483,15,6000,16,24,1654507142145,1654501142145,2590,2600,9
1,1.850805549,15,6000,16,25,1654507157145,1654501157145,2590,2600,9
1,1.850805549,15,6000,16,26,1654507172145,1654501172145,2590,2600,9
1,1.858780966,15,6000,16,27,1654507187145,1654501187145,2590,2600,9
1,2.762120523,15,6000,16,28,1654507202145,1654501202145,2590,2600,9
1,1.869179178,15,6000,16,29,1654507217145,1654501217145,2590,2600,10
1,0.9935722180000001,15,6000,16,30,1654507232145,1654501232145,2590,2600,10
