TIMESTAMP,ESC1_Time,ESC2_Time,ESC3_Time,ESC4_Time,ESC1_Time_A,ESC2_Time_A,ESC3_Time_A,ESC4_Time_A,ESC1_Window,ESC2_Window,ESC3_Window,ESC4_Window
1662922966694,2.112,,,,0.034322555000000005,,,,90,,,,
1662922996700,2.161,,,,0.061980531,,,,90,,,,
1662923026707,2.192,,,,0.090898573,,,,90,,,,
1662923056712,2.235,,,,0.125931071,,,,90,,,,
1662923086718,2.222,,,,0.118403133,,,,90,,,,
1662923116719,2.224,,,,0.121629548,,,,90,,,,
1662923146727,2.222,,,,0.117161529,,,,90,,,,
1662923176731,2.225,,,,0.11680564,,,,90,,,,
1662923206731,2.228,,,,0.11892591400000001,,,,90,,,,
1662923236731,2.264,,,,0.14774789000000002,,,,90,,,,
1662923266733,1.711,,,,0.114526576,,,,90,,,,
1662923296737,2.225,,,,0.118198022,,,,90,,,,
1662923326740,2.22,,,,0.113404662,,,,90,,,,
1662923356742,2.216,,,,0.113279534,,,,90,,,,
1662923386742,2.222,,,,0.118518226,,,,90,,,,
1662923416742,2.228,,,,0.115174195,,,,90,,,,
1662923446746,2.219,,,,0.108033858,,,,90,,,,
1662923476746,2.228,,,,0.11795063,,,,90,,,,
1662923506748,2.224,,,,0.116190392,,,,90,,,,
1662923536749,2.219,,,,0.11447184199999999,,,,90,,,,
1662923566753,2.221,,,,0.114892501,,,,90,,,,
1662923596752,1.772,,,,0.114719246,,,,90,,,,
1662923626756,2.231,,,,0.113596387,,,,90,,,,
1662923656754,2.239,,,,0.11455287,,,,90,,,,
1662923686755,2.225,,,,0.113302033,,,,90,,,,
1662923716758,2.217,,,,0.113670918,,,,90,,,,
1662923746761,2.215,,,,0.1136954,,,,90,,,,
1662923776764,2.218,,,,0.11237321900000001,,,,90,,,,
1662923806766,2.219,,,,0.11312322500000001,,,,90,,,,
1662923836769,2.223,,,,0.115283954,,,,90,,,,
1662923866770,2.224,,,,0.11725459499999999,,,,90,,,,
1662923896773,2.218,,,,0.116674825,,,,90,,,,
1662923926774,2.223,,,,0.111808888,,,,90,,,,
1662923956775,2.222,,,,0.1138078,,,,90,,,,
1662923986779,2.235,,,,0.122283093,,,,90,,,,
1662924016779,2.282,,,,0.120934178,,,,90,,,,
1662924046781,0.366,,,,0.117292556,,,,90,,,,
1662924076782,0.42,,,,0.11416630600000001,,,,90,,,,
1662924106784,0.454,,,,0.115973851,,,,90,,,,
1662924136787,0.474,,,,0.11711447,,,,90,,,,
1662924166790,0.474,,,,0.116410208,,,,90,,,,
1662924196791,0.485,,,,0.115222782,,,,90,,,,
1662924226796,0.467,,,,0.117083403,,,,90,,,,
1662924256799,0.469,,,,0.113399471,,,,90,,,,
1662924286799,0.471,,,,0.11376453600000001,,,,90,,,,
1662924316800,0.463,,,,0.117162422,,,,90,,,,
1662924346802,0.462,,,,0.11872622599999999,,,,90,,,,
1662924376804,0.474,,,,0.11497775900000001,,,,90,,,,
1662924406811,0.467,,,,0.113708698,,,,90,,,,
1662924436807,0.467,,,,0.114241343,,,,90,,,,
1662924466817,0.459,,,,0.111954041,,,,90,,,,
1662924496813,0.459,,,,0.112679087,,,,90,,,,
1662924526814,0.451,,,,0.11526566699999999,,,,90,,,,
1662924556816,0.451,,,,0.116043255,,,,90,,,,
1662924586820,0.454,,,,0.112480483,,,,90,,,,
1662924616823,0.455,,,,0.11381206899999999,,,,90,,,,
1662924646822,0.453,,,,0.116907901,,,,90,,,,
1662924676826,0.433,,,,0.11493061299999999,,,,90,,,,
1662924706827,0.439,,,,0.115784431,,,,90,,,,
1662924736829,0.435,,,,0.11503878899999999,,,,90,,,,
1662924766833,0.437,,,,0.115883979,,,,90,,,,
1662924796842,0.423,,,,0.114408236,,,,90,,,,
1662924826837,0.424,,,,0.11476922,,,,90,,,,
1662924856838,0.43,,,,0.118322504,,,,90,,,,
1662924886848,2.29,,,,0.15949274600000002,,,,90,,,,
1662924916845,2.232,,,,0.11613444699999999,,,,90,,,,
1662924946847,2.222,,,,0.11205302,,,,90,,,,
1662924976850,2.216,,,,0.11722118399999999,,,,90,,,,
1662925006849,2.227,,,,0.11563416700000001,,,,90,,,,
1662925036853,2.215,,,,0.11849546700000001,,,,90,,,,
1662925066856,2.261,,,,0.11536686,,,,90,,,,
1662925096856,2.219,,,,0.11534217,,,,90,,,,
1662925126857,2.222,,,,0.116162412,,,,90,,,,
1662925156860,2.23,,,,0.116478103,,,,90,,,,
1662925186861,2.267,,,,0.125483285,,,,90,,,,
1662925216868,2.221,,,,0.112575013,,,,90,,,,
1662925246867,2.223,,,,0.115287812,,,,90,,,,
1662925276867,2.217,,,,0.118192932,,,,90,,,,
1662925306870,2.224,,,,0.115577259,,,,90,,,,
1662925336874,2.228,,,,0.118504818,,,,90,,,,
1662925366876,2.219,,,,0.115272467,,,,90,,,,
1662925396879,2.227,,,,0.11833848799999999,,,,90,,,,
1662925426880,2.224,,,,0.11746717300000001,,,,90,,,,
1662925456884,2.228,,,,0.11578010000000001,,,,90,,,,
1662925486885,2.231,,,,0.115534404,,,,90,,,,
1662925516894,2.228,,,,0.117416861,,,,90,,,,
1662925546900,2.228,,,,0.114133731,,,,90,,,,
1662925576906,2.229,,,,0.115493495,,,,90,,,,
1662925606905,2.225,,,,0.113398073,,,,90,,,,
1662925636911,2.226,,,,0.115373975,,,,90,,,,
1662925666917,2.217,,,,0.112523047,,,,90,,,,
1662925696921,2.224,,,,0.114594205,,,,90,,,,
1662925726926,2.228,,,,0.115374201,,,,90,,,,
1662925756930,2.221,,,,0.11578316200000001,,,,90,,,,
1662925786940,2.227,,,,0.115434937,,,,90,,,,
1662925816946,2.225,,,,0.119446625,,,,90,,,,
1662925846942,2.223,,,,0.11346177299999999,,,,90,,,,
1662925876948,2.223,,,,0.118833036,,,,90,,,,
1662925906948,2.223,,,,0.114684069,,,,90,,,,
1662925936956,2.225,,,,0.11323532,,,,90,,,,
1662925966957,2.232,,,,0.117541134,,,,90,,,,
1662925996966,2.228,,,,0.114213968,,,,90,,,,
1662926026969,2.221,,,,0.117118512,,,,90,,,,
1662926056967,2.225,,,,0.113687074,,,,90,,,,
1662926086973,2.23,,,,0.115297187,,,,90,,,,
1662926116978,2.225,,,,0.117009063,,,,90,,,,
1662926146977,2.214,,,,0.11532068300000001,,,,90,,,,
1662926176980,2.223,,,,0.114399158,,,,90,,,,
1662926206985,2.217,,,,0.11464643599999999,,,,90,,,,
1662926237001,2.221,,,,0.115307732,,,,90,,,,
1662926266999,2.216,,,,0.11602275899999999,,,,90,,,,
1662926297000,2.226,,,,0.11775055799999999,,,,90,,,,
1662926326999,2.226,,,,0.114942402,,,,90,,,,
1662926357007,2.235,,,,0.116066569,,,,90,,,,
1662923322039,,2.099,,,,0.035599322,,,,90,,,
1662923352041,,2.147,,,,0.061352373999999994,,,,90,,,
1662923382043,,2.184,,,,0.090259126,,,,90,,,
1662923412046,,2.225,,,,0.127621795,,,,90,,,
1662923442044,,2.226,,,,0.123106546,,,,90,,,
1662923472046,,2.218,,,,0.12256417,,,,90,,,
1662923502046,,2.215,,,,0.120995059,,,,90,,,
1662923532046,,2.223,,,,0.120876624,,,,90,,,
1662923562045,,2.217,,,,0.114611668,,,,90,,,
1662923592048,,2.224,,,,0.11921016699999999,,,,90,,,
1662923622045,,1.148,,,,0.115193831,,,,90,,,
1662923652047,,2.228,,,,0.118421677,,,,90,,,
1662923682046,,2.215,,,,0.117140819,,,,90,,,
1662923712055,,2.212,,,,0.116825045,,,,90,,,
1662923742046,,2.212,,,,0.115893636,,,,90,,,
1662923772046,,2.216,,,,0.11986732000000001,,,,90,,,
1662923802046,,2.214,,,,0.11339446700000001,,,,90,,,
1662923832049,,2.219,,,,0.113080132,,,,90,,,
1662923862049,,2.22,,,,0.114703841,,,,90,,,
1662923892048,,2.222,,,,0.11443859,,,,90,,,
1662923922049,,2.213,,,,0.11379624599999999,,,,90,,,
1662923952047,,1.627,,,,0.115827816,,,,90,,,
1662923982050,,2.224,,,,0.120213166,,,,90,,,
1662924012051,,2.216,,,,0.115994559,,,,90,,,
1662924042050,,2.217,,,,0.11319249,,,,90,,,
1662924072050,,2.216,,,,0.112751946,,,,90,,,
1662924102049,,2.209,,,,0.111638135,,,,90,,,
1662924132050,,2.211,,,,0.11448506,,,,90,,,
1662924162049,,2.216,,,,0.115663376,,,,90,,,
1662924192051,,2.219,,,,0.11449986,,,,90,,,
1662924222053,,2.213,,,,0.11212566700000001,,,,90,,,
1662924252053,,2.211,,,,0.111865648,,,,90,,,
1662924282053,,2.219,,,,0.11586972,,,,90,,,
1662924312053,,2.215,,,,0.112620897,,,,90,,,
1662924342053,,2.215,,,,0.11218478500000001,,,,90,,,
1662924372059,,2.214,,,,0.112948606,,,,90,,,
1662924402054,,2.216,,,,0.11620406,,,,90,,,
1662924432055,,2.225,,,,0.114450592,,,,90,,,
1662924462062,,2.211,,,,0.114606553,,,,90,,,
1662924492055,,2.213,,,,0.11592294099999999,,,,90,,,
1662924522063,,2.215,,,,0.11244886800000001,,,,90,,,
1662924552055,,2.218,,,,0.112330829,,,,90,,,
1662924582056,,2.218,,,,0.112452839,,,,90,,,
1662924612059,,2.224,,,,0.113163743,,,,90,,,
1662924642057,,2.227,,,,0.111894026,,,,90,,,
1662924672058,,2.217,,,,0.116546369,,,,90,,,
1662924702059,,2.215,,,,0.11598625300000001,,,,90,,,
1662924732059,,2.214,,,,0.111222587,,,,90,,,
1662924762059,,2.211,,,,0.112215801,,,,90,,,
1662924792059,,2.217,,,,0.113781311,,,,90,,,
1662924822059,,2.213,,,,0.114035072,,,,90,,,
1662924852065,,2.21,,,,0.111413608,,,,90,,,
