RESPONSES,TOTAL_TIME,FREQUENCY,TIME_DATA,FREQUENCY_DATA,RESPONSES_STORED,FROM_DATE,TO_DATE,MINIMUM_TIME,MAXIMUM_TIME,CURRENT_ESC_RUNNING
1,8.342501998901367,5,60,8,1,1653247217955,1653247157955,12,18,1
1,8.333005001068114,5,75,8,1,1653247222955,1653247147955,12,18,1
1,8.31840299987793,5,93.75,8,1,1653247227955,1653247134205,12,18,1
1,10.972795000076294,5,117.1875,8,2,1653247232955,1653247115767.5,12,18,1
1,10.515194999694824,5,146.484375,8,2,1653247237955,1653247091470.625,12,18,1
1,10.255675998687744,5,183.10546875,8,2,1653247242955,1653247059849.5312,12,18,1
1,13.666053998947143,5,228.8818359375,8,3,1653247247955,1653247019073.164,12,18,1
1,13.233867000579833,5,228.8818359375,8,3,1653247252955,1653247024073.164,12,18,1
1,14.994997001647949,5,228.8818359375,8,4,1653247257955,1653247029073.164,12,18,1
1,17.338954000473024,5,228.8818359375,8,4,1653247262955,1653247034073.164,12,18,1
1,16.633318998336794,5,228.8818359375,8,4,1653247267955,1653247039073.164,12,18,1
1,17.637048999786376,5,228.8818359375,8,5,1653247272955,1653247044073.164,12,18,1
1,17.280836000442505,5,228.8818359375,8,5,1653247277955,1653247049073.164,12,18,1
1,17.527150999069214,5,228.8818359375,8,5,1653247282955,1653247054073.164,12,18,1
1,20.37359399986267,5,228.8818359375,8,6,1653247287955,1653247059073.164,12,18,1
1,19.886940000534057,5,171.661376953125,8,6,1653247292955,1653247121293.623,12,18,1
1,21.148552000045775,5,128.74603271484375,8,7,1653247297955,1653247169208.9673,12,18,1
1,23.051413999557496,5,96.55952453613281,8,7,1653247302955,1653247206395.4756,12,18,1
1,24.19916900062561,5,72.41964340209961,8,7,1653247307955,1653247235535.3567,12,18,1
1,21.06395400047302,5,54.31473255157471,8,6,1653247312955,1653247258640.2673,12,18,1
1,19.78627499961853,5,40.73604941368103,8,6,1653247317955,1653247277218.9507,12,18,1
1,20.206461000442506,5,30.552037060260773,8,6,1653247322955,1653247292402.963,12,18,1
1,13.783826999664306,5,22.91402779519558,8,3,1653247327955,1653247305040.9722,12,18,1
1,11.991809000015259,5,22.91402779519558,8,3,1653247332955,1653247310040.9722,12,18,1
1,13.320654998779297,5,28.642534743994474,8,3,1653247337955,1653247309312.4653,12,18,1
1,12.278070999145507,5,28.642534743994474,8,3,1653247342955,1653247314312.4653,12,18,1
1,12.569187000274658,5,28.642534743994474,8,3,1653247347955,1653247319312.4653,12,18,1
1,12.281173999786377,5,28.642534743994474,8,3,1653247352955,1653247324312.4653,12,18,1
1,12.603177000045777,5,28.642534743994474,8,3,1653247357955,1653247329312.4653,12,18,1
1,12.006843000411987,5,28.642534743994474,8,3,1653247362955,1653247334312.4653,12,18,1
1,13.121523000717163,5,28.642534743994474,8,3,1653247367955,1653247339312.4653,12,18,1
1,12.964495000839234,5,28.642534743994474,8,3,1653247372955,1653247344312.4653,12,18,1
1,12.355059999465942,5,28.642534743994474,8,3,1653247377955,1653247349312.4653,12,18,1
1,12.265254001617432,5,28.642534743994474,8,3,1653247382955,1653247354312.4653,12,18,1
1,13.161673000335693,5,28.642534743994474,8,3,1653247387955,1653247359312.4653,12,18,1
1,13.656451999664307,5,28.642534743994474,8,3,1653247392955,1653247364312.4653,12,18,1
1,12.625152000427246,5,28.642534743994474,8,3,1653247397955,1653247369312.4653,12,18,1
1,12.794789999008179,5,28.642534743994474,8,3,1653247402955,1653247374312.4653,12,18,1
1,12.250954000473023,5,28.642534743994474,8,3,1653247407955,1653247379312.4653,12,18,1
1,13.33013099861145,5,28.642534743994474,8,3,1653247412955,1653247384312.4653,12,18,1
1,12.226635000228882,5,28.642534743994474,8,3,1653247417955,1653247389312.4653,12,18,1
1,12.890345001220703,5,28.642534743994474,8,3,1653247422955,1653247394312.4653,12,18,1
1,12.033502000808715,5,28.642534743994474,8,3,1653247427955,1653247399312.4653,12,18,1
1,9.733669998168946,5,28.642534743994474,8,2,1653247432955,1653247404312.4653,12,18,1
1,9.75943500137329,5,35.80316842999309,8,2,1653247437955,1653247402151.8315,12,18,1
1,10.487753999710083,5,44.753960537491366,8,2,1653247442955,1653247398201.0396,12,18,1
1,12.90548099899292,5,55.94245067186421,8,3,1653247447955,1653247392012.5493,12,18,1
1,12.003086000442504,5,55.94245067186421,8,3,1653247452955,1653247397012.5493,12,18,1
1,12.322559999465943,5,55.94245067186421,8,3,1653247457955,1653247402012.5493,12,18,1
1,14.658750999450683,5,55.94245067186421,8,4,1653247462955,1653247407012.5493,12,18,1
1,15.54228099822998,5,55.94245067186421,8,4,1653247467955,1653247412012.5493,12,18,1
1,17.332349000930787,5,55.94245067186421,8,5,1653247472955,1653247417012.5493,12,18,1
1,16.97649100112915,5,55.94245067186421,8,5,1653247477955,1653247422012.5493,12,18,1
1,16.773732000350954,5,55.94245067186421,8,5,1653247482955,1653247427012.5493,12,18,1
1,16.64471599960327,5,55.94245067186421,8,5,1653247487955,1653247432012.5493,12,18,1
1,16.568635999679564,5,55.94245067186421,8,5,1653247492955,1653247437012.5493,12,18,1
1,19.420965999603272,5,55.94245067186421,8,5,1653247497955,1653247442012.5493,12,18,1
