RESPONSES,TOTAL_TIME,ANALYSIS_TIME,FREQUENCY,TIME_DATA,FREQUENCY_DATA,RESPONSES_STORED,FROM_DATE,TO_DATE,MINIMUM_TIME,MAXIMUM_TIME,CURRENT_ESC_RUNNING,ANALYSIS_RETRIES,INIT_EXEC_TIME,EXEC_TIME,FINAL_EXEC_TIME,ID
1,2.66962758,0.06457683,15,50,15,20,1655416303647,1655416253647,2.5,3,1,0,1655416323690,1655416324191,1655416326342,0
1,2.819551482,0.16584824699999998,15,37.5,15,60,1655416318647,1655416281147,2.5,3,1,0,1655416338695,1655416339196,1655416341495,1
1,2.807609083,0.160497658,15,28.125,15,60,1655416333647,1655416305522,2.5,3,1,0,1655416353695,1655416354196,1655416356484,2
1,2.838377996,0.187206159,15,21.09375,15,60,1655416348647,1655416327553.25,2.5,3,1,0,1655416368700,1655416369199,1655416371517,3
1,1.935186014,0.10405755600000001,15,15.8203125,15,40,1655416363647,1655416347826.6875,2.5,3,1,0,1655416383695,1655416384196,1655416385613,4
1,2.747556785,0.11106834600000001,15,15.8203125,15,40,1655416378647,1655416362826.6875,2.5,3,1,0,1655416398700,1655416399201,1655416401428,5
1,1.983493446,0.10185668099999999,15,15.8203125,15,40,1655416393647,1655416377826.6875,2.5,3,1,0,1655416413700,1655416414201,1655416415665,6
1,2.747460845,0.107499425,15,15.8203125,15,40,1655416408647,1655416392826.6875,2.5,3,2,0,1655416428699,1655416429200,1655416431429,7
1,2.730483895,0.105776038,15,15.8203125,15,40,1655416423647,1655416407826.6875,2.5,3,2,0,1655416443699,1655416444198,1655416446413,8
1,2.7319922,0.10832190900000001,15,15.8203125,15,40,1655416438647,1655416422826.6875,2.5,3,2,0,1655416458702,1655416459203,1655416461419,9
1,2.733636665,0.110547133,15,15.8203125,15,40,1655416453647,1655416437826.6875,2.5,3,2,0,1655416473706,1655416474207,1655416476421,10
1,2.745300644,0.11500194600000001,15,15.8203125,15,40,1655416468647,1655416452826.6875,2.5,3,2,0,1655416488706,1655416489206,1655416491437,11
1,2.735425559,0.10752652500000001,15,15.8203125,15,40,1655416483647,1655416467826.6875,2.5,3,2,0,1655416503708,1655416504207,1655416506427,12
1,2.720189038,0.103134715,15,15.8203125,15,40,1655416498647,1655416482826.6875,2.5,3,2,0,1655416518709,1655416519210,1655416521413,13
1,2.743678961,0.109126029,15,15.8203125,15,40,1655416513647,1655416497826.6875,2.5,3,3,0,1655416533709,1655416534210,1655416536437,14
1,2.747151945,0.10622321100000001,15,15.8203125,15,40,1655416528647,1655416512826.6875,2.5,3,3,0,1655416548711,1655416549212,1655416551442,15
1,2.765539243,0.108698341,15,15.8203125,15,40,1655416543647,1655416527826.6875,2.5,3,3,0,1655416563711,1655416564212,1655416566462,16
1,2.773025956,0.11198258300000001,15,15.8203125,15,40,1655416558647,1655416542826.6875,2.5,3,3,0,1655416578716,1655416579217,1655416581471,17
1,2.7832572829999997,0.11169411100000001,15,15.8203125,15,40,1655416573647,1655416557826.6875,2.5,3,3,0,1655416593715,1655416594216,1655416596482,18
1,2.773954209,0.113360539,15,15.8203125,15,40,1655416588647,1655416572826.6875,2.5,3,3,0,1655416608715,1655416609216,1655416611474,19
