RESPONSES,TOTAL_TIME,FREQUENCY,TIME_DATA,FREQUENCY_DATA,RESPONSES_STORED,FROM_DATE,TO_DATE,MINIMUM_TIME,MAXIMUM_TIME,CURRENT_ESC_RUNNING,ANALYSIS_RETRIES,INIT_EXEC_TIME,EXEC_TIME,FINAL_EXEC_TIME,ID
1,0.855087642,15,6000,16,1,1654635645738,1654629645738,2590,2600,12,0,1654635665762,1654635666262,1654635666606,0
1,0.935082081,15,6000,16,3,1654635660738,1654629660738,2590,2600,12,0,1654635680761,1654635681262,1654635681687,1
1,1.898329931,15,6000,16,4,1654635675738,1654629675738,2590,2600,12,0,1654635695763,1654635696264,1654635697651,2
1,2.7013920710000003,15,6000,16,5,1654635690738,1654629690738,2590,2600,12,0,1654635710763,1654635711262,1654635713453,3
1,1.270820987,15,6000,16,5,1654635705738,1654629705738,2590,2600,12,0,1654635725769,1654635726269,1654635727023,4
1,1.148149436,15,6000,16,6,1654635720738,1654629720738,2590,2600,12,0,1654635740763,1654635741264,1654635741901,5
1,1.136544963,15,6000,16,7,1654635735738,1654629735738,2590,2600,12,0,1654635755764,1654635756265,1654635756889,6
1,1.121956045,15,6000,16,8,1654635750738,1654629750738,2590,2600,13,0,1654635770764,1654635771265,1654635771875,7
1,1.161292441,15,6000,16,9,1654635765738,1654629765738,2590,2600,13,0,1654635785765,1654635786266,1654635786914,8
1,1.1459620259999999,15,6000,16,10,1654635780738,1654629780738,2590,2600,13,0,1654635800765,1654635801265,1654635801899,9
1,1.167661363,15,6000,16,11,1654635795738,1654629795738,2590,2600,13,0,1654635815772,1654635816272,1654635816926,10
1,2.112580442,15,6000,16,12,1654635810738,1654629810738,2590,2600,13,0,1654635830828,1654635831329,1654635832870,11
1,0.94173506,15,6000,16,13,1654635825738,1654629825738,2590,2600,13,0,1654635845769,1654635846269,1654635846700,12
1,1.9800347690000002,15,6000,16,14,1654635840738,1654629840738,2590,2600,13,0,1654635860780,1654635861280,1654635862740,13
1,3.030872707,15,6000,16,15,1654635855738,1654629855738,2590,2600,14,0,1654635875783,1654635876283,1654635878791,14
1,1.493738914,15,6000,16,16,1654635870738,1654629870738,2590,2600,14,0,1654635890774,1654635891274,1654635892252,15
1,1.006224062,15,6000,16,17,1654635885738,1654629885738,2590,2600,14,0,1654635905775,1654635906275,1654635906766,16
1,0.9250419510000001,15,6000,16,18,1654635900738,1654629900738,2590,2600,14,0,1654635920771,1654635921271,1654635921684,17
1,2.2879323250000003,15,6000,16,19,1654635915738,1654629915738,2590,2600,14,0,1654635935781,1654635936281,1654635938047,18
1,1.3433320450000001,15,6000,16,20,1654635930738,1654629930738,2590,2600,14,0,1654635950809,1654635951310,1654635952103,19
1,0.7804231509999999,15,6000,16,20,1654635945738,1654629945738,2590,2600,14,0,1654635965771,1654635966272,1654635966540,20
1,1.235013329,15,6000,16,21,1654635960738,1654629960738,2590,2600,14,0,1654635980772,1654635981272,1654635981995,21
1,1.2123965399999999,15,6000,16,22,1654635975738,1654629975738,2590,2600,15,0,1654635995772,1654635996273,1654635996973,22
1,1.316313653,15,6000,16,23,1654635990738,1654629990738,2590,2600,15,0,1654636010773,1654636011274,1654636012077,23
1,1.227112894,15,6000,16,24,1654636005738,1654630005738,2590,2600,15,0,1654636025775,1654636026275,1654636026989,24
1,1.3385304329999999,15,6000,16,25,1654636020738,1654630020738,2590,2600,15,0,1654636040776,1654636041276,1654636042101,25
