RESPONSES,TOTAL_TIME,ANALYSIS_TIME,FREQUENCY,TIME_DATA,FREQUENCY_DATA,RESPONSES_STORED,FROM_DATE,TO_DATE,MINIMUM_TIME,MAXIMUM_TIME,CURRENT_ESC_RUNNING,ANALYSIS_RETRIES,INIT_EXEC_TIME,EXEC_TIME,FINAL_EXEC_TIME,ID
1,0.880369565,0.033150208,15,30,15,10,1655750753570,1655750723570,3,3.2,16,0,1655751583691,1655751584191,1655751584558,0
1,0.828057175,0.070529755,15,37.5,15,20,1655750768570,1655750731070,3,3.2,16,0,1655751598692,1655751599191,1655751599507,1
1,0.989586819,0.106214447,15,46.875,15,30,1655750783570,1655750736695,3,3.2,16,0,1655751613692,1655751614192,1655751614669,2
1,1.29973339,0.22675995399999999,15,58.59375,15,40,1655750798570,1655750739976.25,3,3.2,16,0,1655751628743,1655751629243,1655751629979,3
1,1.6945247179999998,0.15327515,15,73.2421875,15,50,1655750813570,1655750740327.8125,3,3.2,16,0,1655751643812,1655751644313,1655751645373,4
1,2.850454636,0.317334579,15,91.552734375,15,60,1655750828570,1655750737017.2656,3,3.2,16,0,1655751658962,1655751659462,1655751661529,5
1,3.23037934,0.47975421,15,114.44091796875,15,70,1655750843570,1655750729129.082,3,3.2,16,0,1655751673900,1655751674400,1655751676909,6
1,3.833025102,0.262888059,15,85.8306884765625,15,70,1655750858570,1655750772739.3115,3,3.2,16,0,1655751688805,1655751689305,1655751692513,7
1,4.15990719,0.322535834,15,64.37301635742188,15,50,1655750873570,1655750809196.9836,3,3.2,16,0,1655751703737,1655751704238,1655751707849,8
1,3.109221888,0.207693285,15,48.279762268066406,15,40,1655750888570,1655750840290.2378,3,3.2,16,0,1655751718716,1655751719216,1655751721797,9
1,2.697676892,0.196466481,15,48.279762268066406,15,40,1655750903570,1655750855290.2378,3,3.2,16,0,1655751733709,1655751734223,1655751736386,10
1,2.5550027409999996,0.226544465,15,60.34970283508301,15,50,1655750918570,1655750858220.297,3,3.2,16,0,1655751749020,1655751749520,1655751751243,11
1,2.514840087,0.255527603,15,75.43712854385376,15,60,1655750933570,1655750858132.8713,3,3.2,16,0,1655751763708,1655751764208,1655751766203,12
1,2.478382223,0.32320850100000004,15,94.2964106798172,15,70,1655750948570,1655750854273.5894,3,3.2,16,0,1655751778715,1655751779216,1655751781167,13
1,2.3010619820000002,0.32918763,15,117.8705133497715,15,80,1655750963570,1655750845699.4866,3,3.2,16,0,1655751793718,1655751794218,1655751795991,14
1,2.3931225599999997,0.30385601500000003,15,147.33814168721437,15,90,1655750978570,1655750831231.8584,3,3.2,16,0,1655751808717,1655751809217,1655751811084,15
