INIT_TIME,FINAL_TIME,TOTAL_TIME,INIT_UPDATE_TIME,FINAL_UPDATE_TIME,TOTAL_UPDATE_TIME,COLLECTOR_TIME,
1662923307089,1662923309251,2162,1662923307121,1662923307127,6,67
1662923337083,1662923337313,230,1662923337127,1662923337141,14,57
1662923367092,1662923367428,336,1662923367163,1662923367186,23,59
1662923397092,1662923397534,442,1662923397195,1662923397219,24,60
1662923427106,1662923427582,476,1662923427236,1662923427260,24,72
1662923457098,1662923457564,466,1662923457230,1662923457258,28,62
1662923487094,1662923487555,461,1662923487224,1662923487249,25,58
1662923517094,1662923517565,471,1662923517225,1662923517251,26,58
1662923547096,1662923547570,474,1662923547228,1662923547254,26,59
1662923577104,1662923577581,477,1662923577231,1662923577265,34,67
1662923607103,1662923607595,492,1662923607234,1662923607260,26,64
1662923637098,1662923637551,453,1662923637229,1662923637255,26,57
1662923667102,1662923667574,472,1662923667231,1662923667262,31,60
1662923697119,1662923697598,479,1662923697254,1662923697281,27,73
1662923727111,1662923727591,480,1662923727239,1662923727272,33,61
1662923757103,1662923757576,473,1662923757229,1662923757261,32,54
1662923787111,1662923787565,454,1662923787238,1662923787268,30,58
1662923817116,1662923817576,460,1662923817240,1662923817268,28,57
1662923847122,1662923847591,469,1662923847248,1662923847277,29,59
1662923877128,1662923877591,463,1662923877254,1662923877282,28,66
1662923907130,1662923907588,458,1662923907257,1662923907287,30,62
1662923937139,1662923937741,602,1662923937285,1662923937331,46,69
1662923967125,1662923967597,472,1662923967252,1662923967287,35,54
1662923997131,1662923997595,464,1662923997258,1662923997285,27,59
1662924027138,1662924027614,476,1662924027269,1662924027298,29,62
1662924057141,1662924057619,478,1662924057267,1662924057292,25,61
1662924087140,1662924087612,472,1662924087264,1662924087295,31,56
1662924117137,1662924117603,466,1662924117260,1662924117287,27,53
1662924147148,1662924147607,459,1662924147274,1662924147300,26,61
1662924177151,1662924177615,464,1662924177278,1662924177305,27,58
1662924207154,1662924207620,466,1662924207279,1662924207306,27,56
1662924237157,1662924237628,471,1662924237283,1662924237313,30,58
1662924267166,1662924267632,466,1662924267292,1662924267321,29,63
1662924297161,1662924297635,474,1662924297290,1662924297315,25,53
1662924327170,1662924327639,469,1662924327294,1662924327320,26,59
1662924357172,1662924357635,463,1662924357296,1662924357324,28,61
1662924387179,1662924387652,473,1662924387308,1662924387334,26,61
1662924417190,1662924417664,474,1662924417319,1662924417351,32,67
1662924447188,1662924447651,463,1662924447310,1662924447342,32,60
1662924477185,1662924477660,475,1662924477313,1662924477344,31,59
1662924507192,1662924507670,478,1662924507320,1662924507347,27,60
1662924537194,1662924537662,468,1662924537323,1662924537350,27,57
1662924567197,1662924567672,475,1662924567328,1662924567356,28,58
1662924597203,1662924597677,474,1662924597334,1662924597361,27,64
1662924627202,1662924627673,471,1662924627330,1662924627358,28,57
1662924657206,1662924657671,465,1662924657333,1662924657359,26,58
1662924687212,1662924687688,476,1662924687339,1662924687369,30,60
1662924717209,1662924717677,468,1662924717337,1662924717364,27,57
1662924747214,1662924747682,468,1662924747339,1662924747369,30,57
1662924777217,1662924777686,469,1662924777342,1662924777370,28,55
1662924807222,1662924807697,475,1662924807349,1662924807375,26,55
1662924837231,1662924837700,469,1662924837359,1662924837393,34,63
1662924867229,1662924867691,462,1662924867353,1662924867378,25,59
1662924897234,1662924897747,513,1662924897374,1662924897401,27,59
1662924927242,1662924927701,459,1662924927367,1662924927395,28,62
1662924957238,1662924957705,467,1662924957366,1662924957393,27,59
1662924987245,1662924987714,469,1662924987375,1662924987402,27,61
1662925017245,1662925017716,471,1662925017370,1662925017396,26,57
1662925047254,1662925047716,462,1662925047379,1662925047409,30,61
1662925077263,1662925077735,472,1662925077386,1662925077415,29,71
1662925107253,1662925107718,465,1662925107379,1662925107406,27,57
1662925137265,1662925137722,457,1662925137388,1662925137415,27,62
1662925167264,1662925167726,462,1662925167393,1662925167420,27,56
1662925197266,1662925197762,496,1662925197395,1662925197423,28,59
1662925227270,1662925227757,487,1662925227399,1662925227426,27,57
1662925257267,1662925257744,477,1662925257395,1662925257427,32,54
1662925287279,1662925287775,496,1662925287416,1662925287444,28,62
1662925317276,1662925317756,480,1662925317406,1662925317438,32,60
1662925347276,1662925347771,495,1662925347404,1662925347432,28,56
1662925377280,1662925377769,489,1662925377407,1662925377435,28,52
1662925407290,1662925407780,490,1662925407419,1662925407445,26,57
1662925437285,1662925437761,476,1662925437409,1662925437438,29,53
1662925467293,1662925467766,473,1662925467421,1662925467450,29,57
