RESPONSES,TOTAL_TIME,ANALYSIS_TIME,FREQUENCY,TIME_DATA,FREQUENCY_DATA,RESPONSES_STORED,FROM_DATE,TO_DATE,MINIMUM_TIME,MAXIMUM_TIME,CURRENT_ESC_RUNNING,ANALYSIS_RETRIES,INIT_EXEC_TIME,EXEC_TIME,FINAL_EXEC_TIME,ID,GUARANTEES,ESC
1,0.88812864,0.035708621,15,30,15,10,1656879388035,1656879358035,3,3.2,16,0,1656879573095,1656879573595,1656879573938,0,4,governifyoti_gc_ans13
1,1.219576993,0.06885192100000001,15,37.5,15,20,1656879403035,1656879365535,3,3.2,16,0,1656879588098,1656879588598,1656879589270,1,4,governifyoti_gc_ans13
1,1.321968889,0.102275434,15,46.875,15,30,1656879418035,1656879371160,3,3.2,16,0,1656879603083,1656879603584,1656879604371,2,4,governifyoti_gc_ans13
1,1.375315149,0.132410467,15,58.59375,15,40,1656879433035,1656879374441.25,3,3.2,16,0,1656879618070,1656879618569,1656879619425,3,4,governifyoti_gc_ans13
1,1.469692786,0.222719852,15,73.2421875,15,50,1656879448035,1656879374792.8125,3,3.2,16,0,1656879633068,1656879633569,1656879634520,4,4,governifyoti_gc_ans13
1,1.457015637,0.24550512,15,91.552734375,15,60,1656879463035,1656879371482.2656,3,3.2,16,0,1656879648069,1656879648569,1656879649507,5,4,governifyoti_gc_ans13
1,1.666892231,0.24961297600000001,15,114.44091796875,15,70,1656879478035,1656879363594.082,3,3.2,16,0,1656879663096,1656879663597,1656879664717,6,4,governifyoti_gc_ans13
1,1.992377125,0.407795235,15,143.0511474609375,15,80,1656879493035,1656879349983.8525,3,3.2,16,0,1656879678652,1656879679152,1656879680042,7,4,governifyoti_gc_ans13
1,2.9034396339999997,0.359238884,15,178.81393432617188,15,90,1656879508035,1656879329221.0657,3,3.2,16,0,1656879693155,1656879693656,1656879695954,8,4,governifyoti_gc_ans13
1,3.749267782,0.545368694,15,223.51741790771484,15,100,1656879523035,1656879299517.582,3,3.2,16,0,1656879708464,1656879708964,1656879711801,9,4,governifyoti_gc_ans13
