RESPONSES,TOTAL_TIME,FREQUENCY,TIME_DATA,FREQUENCY_DATA,RESPONSES_STORED,FROM_DATE,TO_DATE,MINIMUM_TIME,MAXIMUM_TIME,CURRENT_ESC_RUNNING
1,2.589178842,15,60,16,1,1654077930991,1654077870991,2590,2600,1
1,2.587198077,15,75,16,3,1654077945991,1654077870991,2590,2600,1
1,3.078771874,15,93.75,16,4,1654077960991,1654077867241,2590,2600,1
1,3.078771874,15,70.3125,16,5,1654077975991,1654077905678.5,2590,2600,1
1,1.7953675789999999,15,52.734375,16,5,1654077990991,1654077938256.625,2590,2600,1
1,2.5962628899999998,15,65.91796875,16,4,1654078005991,1654077940073.0312,2590,2600,1
1,1.787117071,15,65.91796875,16,5,1654078020991,1654077955073.0312,2590,2600,1
1,1.787117071,15,82.3974609375,16,6,1654078035991,1654077953593.539,2590,2600,2
1,2.599641593,15,102.996826171875,16,7,1654078050991,1654077947994.1738,2590,2600,2
1,2.605848963,15,102.996826171875,16,8,1654078065991,1654077962994.1738,2590,2600,2
1,0.915945503,15,77.24761962890625,16,6,1654078080991,1654078003743.3804,2590,2600,2
1,0.915945503,15,96.55952453613281,16,7,1654078095991,1654077999431.4756,2590,2600,2
1,1.9662124300000001,15,120.69940567016602,16,8,1654078110991,1654077990291.5942,2590,2600,3
1,2.6147149119999997,15,150.87425708770752,16,9,1654078125991,1654077975116.743,2590,2600,3
1,2.6147149119999997,15,113.15569281578064,16,8,1654078140991,1654078027835.3071,2590,2600,3
1,2.605262912,15,84.86676961183548,16,6,1654078155991,1654078071124.2305,2590,2600,3
1,1.874554766,15,63.65007720887661,16,5,1654078170991,1654078107340.9229,2590,2600,3
1,2.5966464190000003,15,79.56259651109576,16,6,1654078185991,1654078106428.4036,2590,2600,3
1,2.799108163,15,79.56259651109576,16,6,1654078200991,1654078121428.4036,2590,2600,4
1,4.118731165,15,59.67194738332182,16,5,1654078215991,1654078156319.0527,2590,2600,4
1,2.604673963,15,44.753960537491366,16,5,1654078230991,1654078186237.0396,2590,2600,3
1,2.604673963,15,33.565470403118525,16,4,1654078245991,1654078212425.5295,2590,2600,3
1,2.598878287,15,25.174102802338894,16,3,1654078260991,1654078235816.8972,2590,2600,3
1,2.5988935879999997,15,25.174102802338894,16,3,1654078275991,1654078250816.8972,2590,2600,3
1,2.5845272479999997,15,25.174102802338894,16,3,1654078290991,1654078265816.8972,2590,2600,2
1,2.58470858,15,31.467628502923617,16,3,1654078305991,1654078274523.3716,2590,2600,2
1,2.58470858,15,39.33453562865452,16,4,1654078320991,1654078281656.4644,2590,2600,2
1,2.584485213,15,49.16816953581815,16,4,1654078335991,1654078286822.8306,2590,2600,2
1,2.584485213,15,61.46021191977269,16,5,1654078350991,1654078289530.788,2590,2600,1
1,2.5887655410000003,15,76.82526489971586,16,6,1654078365991,1654078289165.735,2590,2600,1
1,2.603209154,15,96.03158112464483,16,7,1654078380991,1654078284959.419,2590,2600,1
1,2.597902255,15,72.02368584348362,16,6,1654078395991,1654078323967.3142,2590,2600,1
