RESPONSES,TOTAL_TIME,FREQUENCY,TIME_DATA,FREQUENCY_DATA,RESPONSES_STORED,FROM_DATE,TO_DATE,MINIMUM_TIME,MAXIMUM_TIME,CURRENT_ESC_RUNNING
1,0,10,60,11,1,1654036213910,1654036153910,2590,2600,1
1,2.592113466,10,75,11,3,1654036223910,1654036148910,2590,2600,1
1,2.593399311,10,75,11,4,1654036233910,1654036158910,2590,2600,1
1,2.595638042,10,75,11,5,1654036243910,1654036168910,2590,2600,1
1,2.595638042,10,75,11,5,1654036253910,1654036178910,2590,2600,1
1,4.102156824,10,75,11,8,1654036263910,1654036188910,2590,2600,1
1,2.5952778750000003,10,56.25,11,6,1654036273910,1654036217660,2590,2600,1
1,2.590963898,10,56.25,11,6,1654036283910,1654036227660,2590,2600,1
1,2.60451325,10,56.25,11,6,1654036293910,1654036237660,2590,2600,1
1,2.6003354250000004,10,42.1875,11,5,1654036303910,1654036261722.5,2590,2600,1
1,2.588267229,10,31.640625,11,5,1654036313910,1654036282269.375,2590,2600,1
1,2.587464266,10,39.55078125,11,5,1654036323910,1654036284359.2188,2590,2600,1
1,2.120370705,10,49.4384765625,11,6,1654036333910,1654036284471.5234,2590,2600,1
1,2.120370705,10,61.798095703125,11,7,1654036343910,1654036282111.9043,2590,2600,2
1,2.189695573,10,77.24761962890625,11,8,1654036353910,1654036276662.3804,2590,2600,2
1,1.012684156,10,96.55952453613281,11,9,1654036363910,1654036267350.4756,2590,2600,2
1,1.00441093,10,120.69940567016602,11,10,1654036373910,1654036253210.5942,2590,2600,2
1,1.017717669,10,150.87425708770752,11,11,1654036383910,1654036233035.743,2590,2600,2
1,1.019144368,10,188.5928213596344,11,12,1654036393910,1654036205317.1787,2590,2600,2
1,0.988176187,10,235.741026699543,11,13,1654036403910,1654036168168.9734,2590,2600,2
1,1.01898997,10,294.67628337442875,11,14,1654036413910,1654036119233.7166,2590,2600,2
1,1.012581324,10,368.34535421803594,11,15,1654036423910,1654036055564.6458,2590,2600,2
1,0.7297123050000001,10,460.4316927725449,11,16,1654036433910,1654035973478.3071,2590,2600,2
1,2.692177788,10,575.5396159656812,11,17,1654036443910,1654035868370.384,2590,2600,3
1,2.0391520009999997,10,431.65471197426086,11,18,1654036453910,1654036022255.288,2590,2600,3
1,1.098375338,10,539.5683899678261,11,19,1654036463910,1654035924341.61,2590,2600,3
1,0.9894162089999999,10,674.4604874597826,11,20,1654036473910,1654035799449.5125,2590,2600,3
1,2.633558322,10,843.0756093247282,11,21,1654036483910,1654035640834.3906,2590,2600,3
1,2.6398803920000002,10,632.3067069935462,11,21,1654036493910,1654035861603.293,2590,2600,3
1,2.610390656,10,474.23003024515964,11,24,1654036503910,1654036029679.9697,2590,2600,3
1,2.610390656,10,355.6725226838697,11,25,1654036513910,1654036158237.4773,2590,2600,3
1,1.7959483,10,266.75439201290226,11,26,1654036523910,1654036257155.608,2590,2600,3
1,2.12236,10,333.44299001612785,11,27,1654036533910,1654036200467.01,2590,2600,4
1,1.0243225299999998,10,416.8037375201598,11,28,1654036543910,1654036127106.2625,2590,2600,4
1,2.742199439,10,521.0046719001998,11,29,1654036553910,1654036032905.3281,2590,2600,4
1,1.0369459859999999,10,390.75350392514986,11,30,1654036563910,1654036173156.496,2590,2600,4
1,2.7099281150000003,10,488.4418799064373,11,31,1654036573910,1654036085468.12,2590,2600,4
1,2.698863251,10,366.33140992982794,11,31,1654036583910,1654036217578.59,2590,2600,3
1,2.698863251,10,274.74855744737096,11,26,1654036593910,1654036319161.4426,2590,2600,3
1,2.635855163,10,206.0614180855282,11,20,1654036603910,1654036397848.582,2590,2600,3
1,2.63500426,10,154.54606356414615,11,15,1654036613910,1654036459363.9365,2590,2600,3
1,1.7806770140000001,10,115.90954767310961,11,12,1654036623910,1654036508000.4524,2590,2600,2
1,1.008828484,10,144.88693459138702,11,13,1654036633910,1654036489023.0654,2590,2600,2
1,0.936364361,10,181.10866823923377,11,14,1654036643910,1654036462801.3318,2590,2600,2
1,1.002078383,10,226.3858352990422,11,15,1654036653910,1654036427524.1648,2590,2600,2
1,0.9980164170000001,10,282.9822941238028,11,16,1654036663910,1654036380927.7058,2590,2600,2
1,2.653900298,10,353.7278676547535,11,17,1654036673910,1654036320182.1323,2590,2600,2
1,2.668170929,10,265.2959007410651,11,18,1654036683910,1654036418614.0994,2590,2600,1
1,2.668170929,10,198.97192555579883,11,19,1654036693910,1654036494938.0745,2590,2600,1
1,2.6623908000000003,10,149.22894416684912,11,15,1654036703910,1654036554681.056,2590,2600,1
1,2.650411999,10,111.92170812513683,11,12,1654036713910,1654036601988.292,2590,2600,1
1,2.630433628,10,83.94128109385262,11,9,1654036723910,1654036639968.719,2590,2600,1
