RESPONSES,TOTAL_TIME,FREQUENCY,TIME_DATA,FREQUENCY_DATA,RESPONSES_STORED,FROM_DATE,TO_DATE,MINIMUM_TIME,MAXIMUM_TIME,CURRENT_ESC_RUNNING
1,8.780018999099731,10,60,3,1,1652031725038,1652031665038,7,8,3
1,8.87975,10,60,5,1,1652031735038,1652031675038,7,8,3
1,10.105625,10,60,6.25,1,1652031745038,1652031685038,7,8,3
1,6.675490999221802,10,60,7.8125,1,1652031755038,1652031695038,7,8,3
1,7.301038999557495,10,60,5.859375,1,1652031765038,1652031705038,7,8,4
1,7.1136689987182615,10,60,7.32421875,1,1652031775038,1652031715038,7,8,4
1,6.961012998580933,10,60,5.4931640625,1,1652031785038,1652031725038,7,8,4
1,8.17682200050354,10,60,5,1,1652031795038,1652031735038,7,8,4
1,7.44957200050354,10,60,6.25,1,1652031805038,1652031745038,7,8,4
1,7.467006999969483,10,60,7.8125,1,1652031815038,1652031755038,7,8,4
1,9.611762998580932,10,60,9.765625,1,1652031825038,1652031765038,7,8,4
1,8.658003000259399,10,60,12.20703125,1,1652031835038,1652031775038,7,8,4
1,9.179590000152588,10,60,15.2587890625,1,1652031845038,1652031785038,7,8,4
1,8.476590000152587,10,60,19.073486328125,1,1652031855038,1652031795038,7,8,4
1,6.624307998657226,10,60,23.84185791015625,1,1652031865038,1652031805038,7,8,4
1,8.16020899963379,10,60,17.881393432617188,1,1652031875038,1652031815038,7,8,5
1,10.682315000534057,10,60,22.351741790771484,1,1652031885038,1652031825038,7,8,5
1,7.9375650005340574,10,60,27.939677238464355,1,1652031895038,1652031835038,7,8,5
1,6.830434000015258,10,60,34.924596548080444,1,1652031905038,1652031845038,7,8,5
1,7.722298000335694,10,60,26.193447411060333,1,1652031915038,1652031855038,7,8,5
1,7.678784000396728,10,60,32.74180926382542,1,1652031925038,1652031865038,7,8,5
1,6.9651509990692135,10,60,40.92726157978177,1,1652031935038,1652031875038,7,8,6
1,7.04702799987793,10,60,30.695446184836328,1,1652031945038,1652031885038,7,8,6
1,7.8892479991912845,10,60,23.021584638627246,1,1652031955038,1652031895038,7,8,6
1,7.481025999069214,10,60,28.776980798284058,1,1652031965038,1652031905038,7,8,6
1,6.868211000442505,10,60,35.97122599785507,1,1652031975038,1652031915038,7,8,6
1,6.967563999176026,10,60,26.978419498391304,1,1652031985038,1652031925038,7,8,6
1,10.683972999572754,10,60,20.233814623793478,1,1652031995038,1652031935038,7,8,6
1,11.222335000991821,10,60,25.292268279741847,1,1652032005038,1652031945038,7,8,6
1,7.457777000427246,10,60,31.61533534967731,1,1652032015038,1652031955038,7,8,6
1,7.459143999099731,10,60,39.51916918709664,1,1652032025038,1652031965038,7,8,6
1,8.376120000839233,10,60,49.39896148387079,1,1652032035038,1652031975038,7,8,6
1,10.448425998687744,10,60,60,1,1652032045038,1652031985038,7,8,7
1,7.226967000961304,10,60,60,1,1652032055038,1652031995038,7,8,7
1,8.60275,10,60,60,1,1652032065038,1652032005038,7,8,7
1,9.841638999938965,10,60,60,1,1652032075038,1652032015038,7,8,7
1,7.892056999206543,10,60,60,1,1652032085038,1652032025038,7,8,7
1,8.588262001037597,10,60,60,1,1652032095038,1652032035038,7,8,8
1,11.477036001205445,10,60,60,1,1652032105038,1652032045038,7,8,8
1,8.857899000167846,10,60,60,1,1652032115038,1652032055038,7,8,8
1,7.924692998886108,10,60,60,1,1652032125038,1652032065038,7,8,8
1,7.432585000991821,10,60,60,1,1652032135038,1652032075038,7,8,8
1,7.166444000244141,10,60,60,1,1652032145038,1652032085038,7,8,8
1,6.81454400062561,10,60,45,1,1652032155038,1652032095038,7,8,6
1,6.867100999832154,10,60,33.75,1,1652032165038,1652032105038,7,8,6
1,7.495549999237061,10,60,25.3125,1,1652032175038,1652032115038,7,8,6
1,6.767989000320434,10,60,31.640625,1,1652032185038,1652032125038,7,8,6
1,6.852425998687744,10,60,23.73046875,1,1652032195038,1652032135038,7,8,6
1,6.995294998168945,10,60,17.7978515625,1,1652032205038,1652032145038,7,8,6
1,6.704298000335694,10,60,13.348388671875,1,1652032215038,1652032155038,7,8,4
1,6.801692001342773,10,60,10.01129150390625,1,1652032225038,1652032165038,7,8,4
1,7.190993000030518,10,60,7.5084686279296875,1,1652032235038,1652032175038,7,8,4
1,8.535417999267578,10,60,5.631351470947266,1,1652032245038,1652032185038,7,8,4
1,7.338607999801636,10,60,7.039189338684082,1,1652032255038,1652032195038,7,8,4
1,6.558413000106811,10,60,8.798986673355103,1,1652032265038,1652032205038,7,8,4
