RESPONSES,TOTAL_TIME,ANALYSIS_TIME,FREQUENCY,TIME_DATA,FREQUENCY_DATA,RESPONSES_STORED,FROM_DATE,TO_DATE,MINIMUM_TIME,MAXIMUM_TIME,CURRENT_ESC_RUNNING,ANALYSIS_RETRIES,INIT_EXEC_TIME,FINAL_EXEC_TIME,ID,GUARANTEES
1,2.1107782790000003,0.034672993,5,30,5,10,1658597522892,1658597492892,3,3.2,1,0,28511,214406403,1658597535546,0,4
1,2.115821736,0.035854028999999996,5,30,5,10,1658597527892,1658597497892,3,3.2,1,0,28516,213503402,1658597540555,1,4
1,2.1495841926666666,0.110820452,5,30,5,40,1658597532892,1658597502892,3,3.2,1,0,28521,218240281,1658597545656,2,4
1,2.17430075975,0.13443920399999998,5,30,5,50,1658597537892,1658597507892,3,3.2,1,0,28526,216867615,1658597550686,3,4
1,2.1966176938,0.162810917,5,30,5,60,1658597542892,1658597512892,3,3.2,1,0,28531,221364740,1658597555728,4,4
1,2.2432636223999998,0.19817531500000002,5,30,5,70,1658597547892,1658597517892,3,3.2,1,0,28536,222095213,1658597560787,5,4
1,2.2947635222,0.218404008,5,30,5,80,1658597552892,1658597522892,3,3.2,1,0,28541,223130552,1658597565822,6,4
1,2.3269013351999996,0.21418431799999998,5,30,5,80,1658597557892,1658597527892,3,3.2,1,0,28546,225802639,1658597570824,7,4
1,2.3505164884,0.20709908,5,30,5,80,1658597562892,1658597532892,3,3.2,1,0,28551,223098667,1658597575810,8,4
1,2.3675967561999998,0.21933566999999998,5,30,5,80,1658597567892,1658597537892,3,3.2,1,0,28556,224484410,1658597580816,9,4
1,2.3735554168,0.214309259,5,30,5,80,1658597572892,1658597542892,3,3.2,1,0,28561,231180630,1658597585826,10,4
1,2.3705525527999995,0.21192830000000001,5,30,5,80,1658597577892,1658597547892,3,3.2,1,0,28566,227409780,1658597590811,11,4
1,2.3691287838,0.20849404000000002,5,30,5,80,1658597582892,1658597552892,3,3.2,1,0,28571,228059855,1658597595819,12,4
1,2.3666880156,0.20929630700000001,5,30,5,80,1658597587892,1658597557892,3,3.2,1,0,28576,233616085,1658597600809,13,4
1,2.3660191191999997,0.21059788699999998,5,30,5,80,1658597592892,1658597562892,3,3.2,1,0,28581,229461957,1658597605818,14,4
1,2.3641374066,0.20904428,5,30,5,80,1658597597892,1658597567892,3,3.2,1,0,28586,233540898,1658597610819,15,4
1,2.3650840954,0.214905995,5,30,5,80,1658597602892,1658597572892,3,3.2,1,0,28591,227773718,1658597615817,16,4
1,2.363605742,0.212511323,5,30,5,80,1658597607892,1658597577892,3,3.2,1,0,28596,231873446,1658597620816,17,4
1,2.368011114,0.208648181,5,30,5,80,1658597612892,1658597582892,3,3.2,1,0,28601,238727370,1658597625836,18,4
1,2.3673940780000002,0.21202258699999998,5,30,5,80,1658597617892,1658597587892,3,3.2,1,0,28606,240077136,1658597630826,19,4
1,2.3701043918000004,0.207200761,5,30,5,80,1658597622892,1658597592892,3,3.2,1,0,28611,233212908,1658597635832,20,4
1,2.3685099026,0.209651398,5,30,5,80,1658597627892,1658597597892,3,3.2,1,0,28616,234919844,1658597640816,21,4
1,2.3684585352,0.20536113,5,30,5,80,1658597632892,1658597602892,3,3.2,1,0,28621,236872468,1658597645821,22,4
1,2.3659433011999997,0.212597846,5,30,5,80,1658597637892,1658597607892,3,3.2,1,0,28626,235843692,1658597650820,23,4
1,2.3662024510000004,0.206024028,5,30,5,80,1658597642892,1658597612892,3,3.2,1,0,28631,241097965,1658597655828,24,4
1,2.36408471,0.20637782799999999,5,30,5,80,1658597647892,1658597617892,3,3.2,1,0,28636,237317420,1658597660825,25,4
1,2.364404745,0.212428431,5,30,5,80,1658597652892,1658597622892,3,3.2,1,0,28641,241563421,1658597665824,26,4
1,2.36583554,0.211691346,5,30,5,80,1658597657892,1658597627892,3,3.2,1,0,28646,238804726,1658597670830,27,4
1,2.3677673680000004,0.214115794,5,30,5,80,1658597662892,1658597632892,3,3.2,1,0,28651,238181489,1658597675832,28,4
1,2.3670537726,0.209724457,5,30,5,80,1658597667892,1658597637892,3,3.2,1,0,28656,239075885,1658597680822,29,4
1,2.3688277421999997,0.21102305899999999,5,30,5,80,1658597672892,1658597642892,3,3.2,1,0,28661,245180367,1658597685842,30,4
1,2.3688001522,0.21297887399999998,5,30,5,80,1658597677892,1658597647892,3,3.2,1,0,28666,240330377,1658597690823,31,4
1,2.3671951762,0.213011423,5,30,5,80,1658597682892,1658597652892,3,3.2,1,0,28671,241247313,1658597695824,32,4
1,2.3663508254,0.21244863,5,30,5,80,1658597687892,1658597657892,3,3.2,1,0,28676,245100929,1658597700835,33,4
1,2.3673523578,0.208685016,5,30,5,80,1658597692892,1658597662892,3,3.2,1,0,28681,240975262,1658597705829,34,4
1,2.3635502906,0.20980622399999999,5,30,5,80,1658597697892,1658597667892,3,3.2,1,0,28686,242120461,1658597710820,35,4
1,2.364959449,0.208578764,5,30,5,80,1658597702892,1658597672892,3,3.2,1,0,28691,246368874,1658597715836,36,4
1,2.3652676784,0.211428226,5,30,5,80,1658597707892,1658597677892,3,3.2,1,0,28696,245766613,1658597720830,37,4
1,2.364365415,0.21194179900000001,5,30,5,80,1658597712892,1658597682892,3,3.2,1,0,28701,243966584,1658597725829,38,4
1,2.3641958383999997,0.209580491,5,30,5,80,1658597717892,1658597687892,3,3.2,1,0,28706,244059512,1658597730831,39,4
