RESPONSES,TOTAL_TIME,FREQUENCY,TIME_DATA,FREQUENCY_DATA,RESPONSES_STORED,FROM_DATE,TO_DATE,MINIMUM_TIME,MAXIMUM_TIME,CURRENT_ESC_RUNNING
1,8.432819000244141,10,60,11,1,1653258615578,1653258555578,12,18,1
1,13.374854999542237,10,75,11,3,1653258625578,1653258550578,12,18,1
1,15.049625,10,75,11,4,1653258635578,1653258560578,12,18,1
1,18.34592799758911,10,75,11,5,1653258645578,1653258570578,12,18,1
1,19.599013999938965,10,56.25,11,6,1653258655578,1653258599328,12,18,1
1,19.95592799758911,10,42.1875,11,6,1653258665578,1653258623390.5,12,18,1
1,22.022240001678465,10,31.640625,11,6,1653258675578,1653258643937.375,12,18,1
1,19.542518001556395,10,23.73046875,11,6,1653258685578,1653258661847.5312,12,18,1
1,8.106007999420166,10,17.7978515625,11,1,1653258695578,1653258677780.1484,12,18,1
1,10.174940002441407,10,22.247314453125,11,2,1653258705578,1653258683330.6855,12,18,1
1,12.001957000732421,10,27.80914306640625,11,3,1653258715578,1653258687768.857,12,18,1
1,15.953324001312255,10,27.80914306640625,11,4,1653258725578,1653258697768.857,12,18,1
1,15.387494998931885,10,27.80914306640625,11,4,1653258735578,1653258707768.857,12,18,1
1,15.236631999969482,10,27.80914306640625,11,4,1653258745578,1653258717768.857,12,18,1
1,14.112058002471924,10,27.80914306640625,11,4,1653258755578,1653258727768.857,12,18,1
1,15.495285999298096,10,27.80914306640625,11,4,1653258765578,1653258737768.857,12,18,1
1,16.02740900039673,10,27.80914306640625,11,4,1653258775578,1653258747768.857,12,18,1
1,15.096991001129151,10,27.80914306640625,11,4,1653258785578,1653258757768.857,12,18,1
1,15.192666999816895,10,27.80914306640625,11,4,1653258795578,1653258767768.857,12,18,1
1,10.3342560005188,10,27.80914306640625,11,2,1653258805578,1653258777768.857,12,18,1
1,12.965099002838135,10,34.76142883300781,11,3,1653258815578,1653258780816.5713,12,18,1
1,14.871369998931884,10,34.76142883300781,11,3,1653258825578,1653258790816.5713,12,18,1
1,15.214125,10,34.76142883300781,11,4,1653258835578,1653258800816.5713,12,18,1
1,17.357456996917726,10,34.76142883300781,11,5,1653258845578,1653258810816.5713,12,18,1
1,16.076587997436523,10,34.76142883300781,11,5,1653258855578,1653258820816.5713,12,18,1
1,17.627885997772218,10,34.76142883300781,11,5,1653258865578,1653258830816.5713,12,18,1
1,18.131468002319338,10,34.76142883300781,11,5,1653258875578,1653258840816.5713,12,18,1
1,16.5961489982605,10,26.07107162475586,11,5,1653258885578,1653258859506.9285,12,18,1
1,17.198637001037596,10,26.07107162475586,11,5,1653258895578,1653258869506.9285,12,18,1
