RESPONSES,TOTAL_TIME,FREQUENCY,TIME_DATA,FREQUENCY_DATA,RESPONSES_STORED,FROM_DATE,TO_DATE,MINIMUM_TIME,MAXIMUM_TIME,CURRENT_ESC_RUNNING
1,2591.915579,10,60,11,1,1653474880846,1653474820846,2590,2600,1
1,2586.543417,10,60,11,3,1653474890846,1653474830846,2590,2600,1
1,2586.543417,10,75,11,4,1653474900846,1653474825846,2590,2600,1
1,2588.884751,10,93.75,11,5,1653474910846,1653474817096,2590,2600,1
1,2588.884751,10,117.1875,11,5,1653474920846,1653474803658.5,2590,2600,1
1,3599.642947,10,146.484375,11,6,1653474930846,1653474784361.625,2590,2600,1
1,2604.47982,10,109.86328125,11,7,1653474940846,1653474830982.7188,2590,2600,1
1,2602.380838,10,82.3974609375,11,7,1653474950846,1653474868448.539,2590,2600,1
1,2603.55271,10,61.798095703125,11,5,1653474960846,1653474899047.9043,2590,2600,1
1,2592.124695,10,46.34857177734375,11,5,1653474970846,1653474924497.4282,2590,2600,1
1,2620.047663,10,46.34857177734375,11,6,1653474980846,1653474934497.4282,2590,2600,1
1,2620.047663,10,34.76142883300781,11,5,1653474990846,1653474956084.5713,2590,2600,1
1,2587.578352,10,26.07107162475586,11,4,1653475000846,1653474974774.9285,2590,2600,1
1,2603.319601,10,32.588839530944824,11,4,1653475010846,1653474978257.1604,2590,2600,1
1,2603.319601,10,24.441629648208618,11,4,1653475020846,1653474996404.3704,2590,2600,1
1,2582.161359,10,18.331222236156464,11,3,1653475030846,1653475012514.7778,2590,2600,1
1,2590.572997,10,22.91402779519558,11,3,1653475040846,1653475017931.9722,2590,2600,1
1,3590.613419,10,22.91402779519558,11,3,1653475050846,1653475027931.9722,2590,2600,1
1,2586.817851,10,17.185520846396685,11,3,1653475060846,1653475043660.4792,2590,2600,1
1,2592.64589,10,21.481901057995856,11,3,1653475070846,1653475049364.0989,2590,2600,1
1,2589.456637,10,21.481901057995856,11,3,1653475080846,1653475059364.0989,2590,2600,1
1,2609.462049,10,26.85237632249482,11,4,1653475090846,1653475063993.6238,2590,2600,1
1,2609.462049,10,20.139282241871115,11,3,1653475100846,1653475080706.7178,2590,2600,1
