INIT_TIME,FINAL_TIME,TOTAL_TIME,INIT_UPDATE_TIME,FINAL_UPDATE_TIME,TOTAL_UPDATE_TIME,COLLECTOR_TIME,
1662922951771,1662922954016,2245,1662922951878,1662922951884,6,110
1662922981733,1662922981975,242,1662922981775,1662922981788,13,71
1662923011721,1662923012053,332,1662923011793,1662923011816,23,60
1662923041728,1662923042170,442,1662923041835,1662923041858,23,67
1662923071728,1662923072206,478,1662923071854,1662923071879,25,63
1662923101743,1662923102199,456,1662923101867,1662923101894,27,68
1662923131744,1662923132218,474,1662923131875,1662923131901,26,59
1662923161751,1662923162202,451,1662923161880,1662923161908,28,67
1662923191755,1662923192228,473,1662923191883,1662923191910,27,61
1662923221759,1662923222225,466,1662923221887,1662923221918,31,65
1662923251753,1662923252255,502,1662923251889,1662923251917,28,57
1662923281757,1662923282225,468,1662923281885,1662923281914,29,60
1662923311752,1662923312233,481,1662923311885,1662923311915,30,53
1662923341811,1662923342286,475,1662923341940,1662923341971,31,109
1662923371753,1662923372208,455,1662923371884,1662923371911,27,48
1662923401759,1662923402210,451,1662923401883,1662923401909,26,53
1662923431758,1662923432209,451,1662923431884,1662923431913,29,48
1662923461811,1662923462276,465,1662923461944,1662923461973,29,99
1662923491763,1662923492227,464,1662923491892,1662923491923,31,47
1662923521763,1662923522217,454,1662923521889,1662923521915,26,45
1662923551769,1662923552231,462,1662923551893,1662923551922,29,51
1662923581789,1662923582299,510,1662923581927,1662923581956,29,68
1662923611769,1662923612237,468,1662923611894,1662923611924,30,49
1662923641771,1662923642239,468,1662923641899,1662923641926,27,50
1662923671785,1662923672261,476,1662923671911,1662923671939,28,59
1662923701776,1662923702242,466,1662923701900,1662923701926,26,47
1662923731779,1662923732247,468,1662923731902,1662923731929,27,45
1662923761786,1662923762249,463,1662923761912,1662923761940,28,51
1662923791789,1662923792255,466,1662923791917,1662923791943,26,51
1662923821793,1662923822270,477,1662923821920,1662923821948,28,51
1662923851802,1662923852272,470,1662923851931,1662923851962,31,56
1662923881798,1662923882267,469,1662923881925,1662923881955,30,52
1662923911805,1662923912283,478,1662923911929,1662923911956,27,56
1662923941813,1662923942311,498,1662923941949,1662923941979,30,60
1662923971817,1662923972288,471,1662923971951,1662923971977,26,63
1662924001808,1662924002275,467,1662924001938,1662924001966,28,53
1662924031813,1662924032326,513,1662924031940,1662924031972,32,56
1662924061813,1662924062306,493,1662924061939,1662924061970,31,50
1662924091809,1662924092344,535,1662924091941,1662924091975,34,43
1662924121813,1662924122300,487,1662924121943,1662924121972,29,46
1662924151816,1662924152310,494,1662924151938,1662924151971,33,45
1662924181822,1662924182329,507,1662924181951,1662924181980,29,47
1662924211825,1662924212324,499,1662924211961,1662924211994,33,46
1662924241825,1662924242335,510,1662924241951,1662924241984,33,47
1662924271829,1662924272340,511,1662924271955,1662924271984,29,46
1662924301837,1662924302328,491,1662924301966,1662924301996,30,51
1662924331836,1662924332341,505,1662924331961,1662924331994,33,46
1662924361839,1662924362332,493,1662924361964,1662924361997,33,51
1662924391840,1662924392336,496,1662924391972,1662924392005,33,47
1662924421841,1662924422340,499,1662924421970,1662924422005,35,46
1662924451850,1662924452356,506,1662924451979,1662924452012,33,50
1662924481846,1662924482344,498,1662924481969,1662924482008,39,44
1662924511853,1662924512350,497,1662924511980,1662924512020,40,48
1662924541859,1662924542363,504,1662924542009,1662924542041,32,50
1662924571855,1662924572353,498,1662924571984,1662924572020,36,43
1662924601857,1662924602366,509,1662924601986,1662924602016,30,46
1662924631861,1662924632352,491,1662924631984,1662924632016,32,46
1662924661869,1662924662353,484,1662924661996,1662924662029,33,50
1662924691874,1662924692365,491,1662924692002,1662924692033,31,51
1662924721867,1662924722357,490,1662924721998,1662924722028,30,43
1662924751878,1662924752364,486,1662924752013,1662924752048,35,51
1662924781875,1662924782364,489,1662924782007,1662924782041,34,44
1662924811884,1662924812368,484,1662924812018,1662924812052,34,49
1662924841885,1662924842366,481,1662924842016,1662924842047,31,49
1662924871892,1662924872382,490,1662924872029,1662924872061,32,52
1662924901895,1662924902388,493,1662924902026,1662924902055,29,52
1662924931902,1662924932391,489,1662924932032,1662924932064,32,53
1662924961901,1662924962375,474,1662924962032,1662924962060,28,51
1662924991898,1662924992383,485,1662924992030,1662924992057,27,44
