RESPONSES,TOTAL_TIME,ANALYSIS_TIME,FREQUENCY,TIME_DATA,FREQUENCY_DATA,RESPONSES_STORED,FROM_DATE,TO_DATE,MINIMUM_TIME,MAXIMUM_TIME,CURRENT_ESC_RUNNING,ANALYSIS_RETRIES,INIT_EXEC_TIME,FINAL_EXEC_TIME,ID,GUARANTEES
1,2.4392068599999996,0.041177152999999994,5,30,5,10,1658597876085,1658597846085,3,3.2,2,0,28864,390021166,1658597889050,0,4
1,2.2913989485,0.033722348,5,30,5,10,1658597881085,1658597851085,3,3.2,2,0,28869,394702113,1658597893759,1,4
1,2.2842120913333335,0.112089399,5,30,5,40,1658597886085,1658597856085,3,3.2,2,0,28874,398398751,1658597898889,2,4
1,2.28650785,0.132907847,5,30,5,50,1658597891085,1658597861085,3,3.2,2,0,28879,397548163,1658597903912,3,4
1,2.30522782,0.192359115,5,30,5,60,1658597896085,1658597866085,3,3.2,2,0,28884,402725479,1658597909004,4,4
1,2.2937827038,0.19877368,5,30,5,70,1658597901085,1658597871085,3,3.2,2,0,28889,404663959,1658597914007,5,4
1,2.3461957384,0.21170054300000002,5,30,5,80,1658597906085,1658597876085,3,3.2,2,0,28894,406769326,1658597919033,6,4
1,2.3746752336,0.21453752399999998,5,30,5,80,1658597911085,1658597881085,3,3.2,2,0,28899,408483436,1658597924041,7,4
1,2.3965123854,0.214638486,5,30,5,80,1658597916085,1658597886085,3,3.2,2,0,28904,409184195,1658597929032,8,4
1,2.4043526842,0.21794091499999999,5,30,5,80,1658597921085,1658597891085,3,3.2,2,0,28909,406144698,1658597934046,9,4
1,2.4084636373999997,0.215118283,5,30,5,80,1658597926085,1658597896085,3,3.2,2,0,28914,410209748,1658597939033,10,4
1,2.409168791,0.211625385,5,30,5,80,1658597931085,1658597901085,3,3.2,2,0,28919,411813074,1658597944042,11,4
1,2.4088181576,0.217769594,5,30,5,80,1658597936085,1658597906085,3,3.2,2,0,28924,411236137,1658597949042,12,4
