RESPONSES,TOTAL_TIME,ANALYSIS_TIME,FREQUENCY,TIME_DATA,FREQUENCY_DATA,RESPONSES_STORED,FROM_DATE,TO_DATE,MINIMUM_TIME,MAXIMUM_TIME,CURRENT_ESC_RUNNING,ANALYSIS_RETRIES,INIT_EXEC_TIME,FINAL_EXEC_TIME,ID,GUARANTEES
1,2.1074623110000004,0.03493779700000001,15,30,15,10,1658593796714,1658593766714,3,3.2,1,0,24795,36915382,1658593819365,0,4
1,2.1490338390000003,0.089403868,15,30,15,30,1658593811714,1658593781714,3,3.2,1,0,24810,46776148,1658593834458,1,4
1,2.1633545223333335,0.08974808799999999,15,30,15,30,1658593826714,1658593796714,3,3.2,1,0,24825,43074455,1658593849456,2,4
1,2.169860749,0.089947676,15,30,15,30,1658593841714,1658593811714,3,3.2,1,0,24840,46555213,1658593864457,3,4
1,2.175547888,0.090312396,15,30,15,30,1658593856714,1658593826714,3,3.2,1,0,24855,51927782,1658593879471,4,4
1,2.1921528402,0.089530889,15,30,15,30,1658593871714,1658593841714,3,3.2,1,0,24870,55796942,1658593894467,5,4
1,2.1927227678000003,0.088447173,15,30,15,30,1658593886714,1658593856714,3,3.2,1,0,24885,61520152,1658593909476,6,4
1,2.1923032499999997,0.09002733,15,30,15,30,1658593901714,1658593871714,3,3.2,1,0,24900,59430721,1658593924470,7,4
1,2.1927376926,0.089181024,15,30,15,30,1658593916714,1658593886714,3,3.2,1,0,24915,60264391,1658593939472,8,4
1,2.1895153026,0.08752499400000001,15,30,15,30,1658593931714,1658593901714,3,3.2,1,0,24930,61663627,1658593954465,9,4
1,2.1901492266,0.089506345,15,30,15,30,1658593946714,1658593916714,3,3.2,1,0,24945,66595419,1658593969481,10,4
1,2.1883176321999995,0.088412322,15,30,15,30,1658593961714,1658593931714,3,3.2,1,0,24960,60898838,1658593984466,11,4
1,2.1884360713999995,0.085691444,15,30,15,30,1658593976714,1658593946714,3,3.2,1,0,24975,67805602,1658593999479,12,4
1,2.1879943344000004,0.08575086,15,30,15,30,1658593991714,1658593961714,3,3.2,1,0,24990,65282012,1658594014475,13,4
1,2.1882481682000003,0.085437958,15,30,15,30,1658594006714,1658593976714,3,3.2,1,0,25005,68551546,1658594029473,14,4
1,2.1868356304,0.088146923,15,30,15,30,1658594021714,1658593991714,3,3.2,1,0,25020,69388006,1658594044477,15,4
1,2.1879637373999996,0.089887831,15,30,15,30,1658594036714,1658594006714,3,3.2,1,0,25035,74296834,1658594059485,16,4
1,2.1878067125999996,0.085301364,15,30,15,30,1658594051714,1658594021714,3,3.2,1,0,25050,75584805,1658594074486,17,4
1,2.1878642941999997,0.087061842,15,30,15,30,1658594066714,1658594036714,3,3.2,1,0,25065,74543927,1658594089485,18,4
1,2.1906402932,0.08791824200000001,15,30,15,30,1658594081714,1658594051714,3,3.2,1,0,25080,76483521,1658594104494,19,4
1,2.1928022366,0.087714472,15,30,15,30,1658594096714,1658594066714,3,3.2,1,0,25095,77301766,1658594119495,20,4
1,2.1949539918,0.08798703399999999,15,30,15,30,1658594111714,1658594081714,3,3.2,1,0,25110,76537204,1658594134498,21,4
1,2.0417767073999995,0.08764172499999999,15,30,15,30,1658594126714,1658594096714,3,3.2,1,0,25125,78271358,1658594148723,22,4
1,2.0416348687999997,0.087170437,15,30,15,30,1658594141714,1658594111714,3,3.2,2,0,25140,78151832,1658594164488,23,4
1,2.0408310544,0.086955259,15,30,15,30,1658594156714,1658594126714,3,3.2,2,0,25155,78345195,1658594179492,24,4
1,2.0390095221999998,0.087907893,15,30,15,30,1658594171714,1658594141714,3,3.2,2,0,25170,85362565,1658594194494,25,4
1,2.0366858822,0.08635480400000001,15,30,15,30,1658594186714,1658594156714,3,3.2,2,0,25185,79889326,1658594209490,26,4
1,2.1882912036,0.087070965,15,30,15,30,1658594201714,1658594171714,3,3.2,2,0,25200,84267757,1658594224487,27,4
1,2.1880856232,0.08456673399999999,15,30,15,30,1658594216714,1658594186714,3,3.2,2,0,25215,83885243,1658594239492,28,4
1,2.1885677384,0.08613409400000001,15,30,15,30,1658594231714,1658594201714,3,3.2,2,0,25230,87286637,1658594254504,29,4
1,2.1888715844,0.088329486,15,30,15,30,1658594246714,1658594216714,3,3.2,2,0,25245,94115283,1658594269505,30,4
1,2.1893054502,0.085247403,15,30,15,30,1658594261714,1658594231714,3,3.2,2,0,25260,96970480,1658594284509,31,4
1,2.189857564,0.08504747,15,30,15,30,1658594276714,1658594246714,3,3.2,2,0,25275,98303455,1658594299504,32,4
1,2.1903662444,0.087092565,15,30,15,30,1658594291714,1658594261714,3,3.2,2,0,25290,96904845,1658594314508,33,4
1,2.1895899964,0.086370073,15,30,15,30,1658594306714,1658594276714,3,3.2,2,0,25305,102679223,1658594329515,34,4
1,2.1905578054,0.084840375,15,30,15,30,1658594321714,1658594291714,3,3.2,2,0,25320,104179957,1658594344520,35,4
1,2.1927909422000003,0.102132933,15,30,15,30,1658594336714,1658594306714,3,3.2,2,0,25335,100082997,1658594359524,36,4
1,2.1938412485999996,0.086561076,15,30,15,30,1658594351714,1658594321714,3,3.2,2,0,25350,105706186,1658594374516,37,4
1,2.1922716687999997,0.08417648300000001,15,30,15,30,1658594366714,1658594336714,3,3.2,2,0,25365,111988741,1658594389515,38,4
1,2.1923762033999994,0.086461952,15,30,15,30,1658594381714,1658594351714,3,3.2,2,0,25380,113992916,1658594404527,39,4
1,2.190482118,0.08734825600000001,15,30,15,30,1658594396714,1658594366714,3,3.2,2,0,25395,110360537,1658594419516,40,4
1,2.1871010808,0.086208115,15,30,15,30,1658594411714,1658594381714,3,3.2,2,0,25410,112856604,1658594434519,41,4
1,2.1874545188,0.08694133,15,30,15,30,1658594426714,1658594396714,3,3.2,2,0,25425,114703379,1658594449527,42,4
1,2.1873257752,0.087996511,15,30,15,30,1658594441714,1658594411714,3,3.2,2,0,25440,118070187,1658594464521,43,4
1,2.1856312688,0.08717971,15,30,15,30,1658594456714,1658594426714,3,3.2,2,0,25455,118697837,1658594479523,44,4
1,2.18626864,0.087023676,15,30,15,30,1658594471714,1658594441714,3,3.2,2,0,25470,122696295,1658594494532,45,4
1,2.1869487576,0.086381675,15,30,15,30,1658594486714,1658594456714,3,3.2,2,0,25485,124243504,1658594509534,46,4
1,2.1855241168,0.086306571,15,30,15,30,1658594501714,1658594471714,3,3.2,2,0,25500,124993737,1658594524530,47,4
1,2.1855690090000004,0.086498299,15,30,15,30,1658594516714,1658594486714,3,3.2,2,0,25515,131112025,1658594539534,48,4
1,2.1871648846,0.08685467699999999,15,30,15,30,1658594531714,1658594501714,3,3.2,2,0,25530,133715210,1658594554546,49,4
1,2.1872379728,0.08506757899999999,15,30,15,30,1658594546714,1658594516714,3,3.2,2,0,25545,132417874,1658594569542,50,4
1,2.1869781744,0.08817067299999999,15,30,15,30,1658594561714,1658594531714,3,3.2,2,0,25560,136683503,1658594584545,51,4
1,2.1862015946,0.08438277100000001,15,30,15,30,1658594576714,1658594546714,3,3.2,2,0,25575,135139484,1658594599536,52,4
1,2.18665886,0.085731295,15,30,15,30,1658594591714,1658594561714,3,3.2,2,0,25590,138595829,1658594614544,53,4
1,2.1848552986,0.085995339,15,30,15,30,1658594606714,1658594576714,3,3.2,2,0,25605,148460185,1658594629552,54,4
1,2.185098343,0.08540038900000001,15,30,15,30,1658594621714,1658594591714,3,3.2,2,0,25620,145180637,1658594644556,55,4
1,2.1861258796,0.09125361700000001,15,30,15,30,1658594636714,1658594606714,3,3.2,2,0,25635,143209401,1658594659557,56,4
1,2.1877029586,0.08592017,15,30,15,30,1658594651714,1658594621714,3,3.2,2,0,25650,142390978,1658594674552,57,4
1,2.1903696314,0.092406846,15,30,15,30,1658594666714,1658594636714,3,3.2,2,0,25665,146732202,1658594689565,58,4
1,2.193278128,0.089389782,15,30,15,30,1658594681714,1658594651714,3,3.2,2,0,25680,147797777,1658594704566,59,4
1,2.1929244409999997,0.087856729,15,30,15,30,1658594696714,1658594666714,3,3.2,2,0,25695,147719271,1658594719557,60,4
1,2.193415249,0.087712942,15,30,15,30,1658594711714,1658594681714,3,3.2,2,0,25710,150819281,1658594734567,61,4
1,2.1933168654,0.087668843,15,30,15,30,1658594726714,1658594696714,3,3.2,2,0,25725,161277067,1658594749570,62,4
1,2.1918829511999998,0.086060245,15,30,15,30,1658594741714,1658594711714,3,3.2,2,0,25740,155816183,1658594764567,63,4
1,2.191273539,0.087746698,15,30,15,30,1658594756714,1658594726714,3,3.2,2,0,25755,157699009,1658594779573,64,4
1,2.1930021734,0.089369235,15,30,15,30,1658594771714,1658594741714,3,3.2,2,0,25770,164853530,1658594794582,65,4
1,2.1915002566,0.086800605,15,30,15,30,1658594786714,1658594756714,3,3.2,2,0,25785,168436738,1658594809577,66,4
