RESPONSES,TOTAL_TIME,ANALYSIS_TIME,FREQUENCY,TIME_DATA,FREQUENCY_DATA,RESPONSES_STORED,FROM_DATE,TO_DATE,MINIMUM_TIME,MAXIMUM_TIME,CURRENT_ESC_RUNNING,ANALYSIS_RETRIES,INIT_EXEC_TIME,EXEC_TIME,FINAL_EXEC_TIME,ID
1,1.068062525,0.034897458,15,30,15,10,1656623926948,1656623896948,3,3.2,16,0,1656624817015,1656624817515,1656624818071,0,4
1,2.3329061,0.060301046,15,37.5,15,20,1656623941948,1656623904448,3,3.2,16,0,1656624832016,1656624832516,1656624834336,1,4
1,2.339047096,0.089207336,15,46.875,15,30,1656623956948,1656623910073,3,3.2,16,0,1656624847018,1656624847518,1656624849342,2,4
1,2.4982128699999997,0.10711161400000001,15,58.59375,15,40,1656623971948,1656623913354.25,3,3.2,16,0,1656624862020,1656624862520,1656624864503,3,4
1,2.570714961,0.131042179,15,73.2421875,15,50,1656623986948,1656623913705.8125,3,3.2,16,0,1656624877021,1656624877521,1656624879575,4,4
1,2.626093103,0.174240859,15,91.552734375,15,60,1656624001948,1656623910395.2656,3,3.2,16,0,1656624892022,1656624892522,1656624894631,5,4
1,2.736461382,0.192982483,15,114.44091796875,15,70,1656624016948,1656623902507.082,3,3.2,16,0,1656624907025,1656624907525,1656624909742,6,4
1,2.7229924540000003,0.223978815,15,143.0511474609375,15,80,1656624031948,1656623888896.8525,3,3.2,16,0,1656624922048,1656624922549,1656624924729,7,4
1,2.892311255,0.251336135,15,178.81393432617188,15,90,1656624046948,1656623868134.0657,3,3.2,16,0,1656624937027,1656624937528,1656624939899,8,4
1,2.902283908,0.33865992899999997,15,223.51741790771484,15,100,1656624061948,1656623838430.582,3,3.2,16,0,1656624952610,1656624953112,1656624954912,9,4
1,2.588237601,0.458812707,15,279.39677238464355,15,110,1656624076948,1656623797551.2275,3,3.2,16,1,1656624967402,1656624968404,1656624969596,10,4
1,2.4994568370000003,0.35272335099999996,15,349.24596548080444,15,120,1656624091948,1656623742702.0344,3,3.2,16,0,1656624982038,1656624982538,1656624984507,11,4
1,2.1444881369999997,0.487449902,15,436.55745685100555,15,130,1656624106948,1656623670390.5432,3,3.2,16,0,1656624997034,1656624997535,1656624999152,12,4
1,2.8417362400000004,0.46597186900000004,15,545.6968210637569,15,140,1656624121948,1656623576251.179,3,3.2,16,0,1656625012202,1656625012702,1656625014854,13,4
1,2.785084186,0.49323965500000005,15,682.1210263296962,15,150,1656624136948,1656623454826.9736,3,3.2,16,0,1656625027264,1656625027764,1656625029798,14,4
1,2.112077824,0.483143639,15,852.6512829121202,15,160,1656624151948,1656623299296.717,3,3.2,16,0,1656625042040,1656625042541,1656625044124,15,4
1,2.762105634,0.537067113,15,1065.8141036401503,15,170,1656624166948,1656623101133.8962,3,3.2,16,0,1656625057083,1656625057584,1656625059781,16,4
1,2.731111121,0.561012984,15,1332.2676295501878,15,180,1656624181948,1656622849680.3704,3,3.2,16,0,1656625072132,1656625072632,1656625074750,17,4
1,3.147260078,0.6552858159999999,15,1665.3345369377348,15,190,1656624196948,1656622531613.4631,3,3.2,16,2,1656625087065,1656625088571,1656625090166,18,4
1,4.776773736,0.809891132,15,1665.3345369377348,15,200,1656624211948,1656622546613.4631,3,3.2,16,2,1656625102092,1656625103593,1656625106797,19,4
1,4.840373766,0.8336979099999999,15,1249.000902703301,15,210,1656624226948,1656622977947.0974,3,3.2,16,2,1656625117080,1656625118581,1656625121862,20,4
1,2.736642414,0.8732491410000001,15,936.7506770274758,15,220,1656624241948,1656623305197.323,3,3.2,16,0,1656625132535,1656625133035,1656625134757,21,4
1,3.218737998,0.8962928050000001,15,1170.9383462843448,15,230,1656624256948,1656623086009.6538,3,3.2,16,0,1656625147983,1656625148485,1656625150240,22,4
1,3.244237434,0.953149478,15,878.2037597132586,15,240,1656624271948,1656623393744.2402,3,3.2,16,0,1656625162989,1656625163489,1656625165266,23,4
1,6.14237813,1.050781612,15,658.652819784944,15,240,1656624286948,1656623628295.1802,3,3.2,16,5,1656625177113,1656625180115,1656625183164,24,4
1,12.390328031,1.330771339,15,493.989614838708,15,240,1656624301948,1656623807958.3853,3,3.2,16,7,1656625192072,1656625196077,1656625204412,25,4
1,2.704854369,0.867400744,15,370.49221112903103,15,240,1656624316948,1656623946455.7888,3,3.2,16,0,1656625207458,1656625207958,1656625209726,26,4
1,3.084405615,0.8705742289999999,15,463.1152639112888,15,240,1656624331948,1656623868832.736,3,3.2,16,0,1656625222856,1656625223356,1656625225106,27,4
1,3.1948725679999996,0.899424388,15,463.1152639112888,15,240,1656624346948,1656623883832.736,3,3.2,16,0,1656625237940,1656625238440,1656625240216,28,4
