RESPONSES,TOTAL_TIME,ANALYSIS_TIME,FREQUENCY,TIME_DATA,FREQUENCY_DATA,RESPONSES_STORED,FROM_DATE,TO_DATE,MINIMUM_TIME,MAXIMUM_TIME,CURRENT_ESC_RUNNING,ANALYSIS_RETRIES,INIT_EXEC_TIME,EXEC_TIME,FINAL_EXEC_TIME,ID
1,0.84700498,0.033190112,15,30,15,10,1656624392192,1656624362192,3,3.2,16,0,1656624817222,1656624817722,1656624818057,0,4
1,2.1334854770000002,0.062784638,15,37.5,15,20,1656624407192,1656624369692,3,3.2,16,0,1656624832223,1656624832723,1656624834345,1,4
1,2.145662163,0.08899447499999999,15,46.875,15,30,1656624422192,1656624375317,3,3.2,16,0,1656624847225,1656624847725,1656624849357,2,4
1,2.2993230440000003,0.1087245,15,58.59375,15,40,1656624437192,1656624378598.25,3,3.2,16,0,1656624862226,1656624862727,1656624864511,3,4
1,2.3612000400000004,0.132455244,15,73.2421875,15,50,1656624452192,1656624378949.8125,3,3.2,16,0,1656624877227,1656624877728,1656624879573,4,4
1,2.408946501,0.157431076,15,91.552734375,15,60,1656624467192,1656624375639.2656,3,3.2,16,0,1656624892230,1656624892730,1656624894621,5,4
1,2.533958696,0.185667131,15,114.44091796875,15,70,1656624482192,1656624367751.082,3,3.2,16,0,1656624907232,1656624907732,1656624909746,6,4
1,2.524852447,0.234738876,15,143.0511474609375,15,80,1656624497192,1656624354140.8525,3,3.2,16,0,1656624922233,1656624922733,1656624924737,7,4
1,2.68273157,0.27088523800000003,15,178.81393432617188,15,90,1656624512192,1656624333378.0657,3,3.2,16,0,1656624937233,1656624937733,1656624939895,8,4
1,2.71451112,0.321951917,15,223.51741790771484,15,100,1656624527192,1656624303674.582,3,3.2,16,0,1656624952607,1656624953108,1656624954927,9,4
1,2.374683939,0.549098143,15,279.39677238464355,15,110,1656624542192,1656624262795.2275,3,3.2,16,0,1656624967412,1656624967912,1656624969587,10,4
1,2.290826686,0.375936166,15,349.24596548080444,15,120,1656624557192,1656624207946.0344,3,3.2,16,0,1656624982235,1656624982735,1656624984503,11,4
1,1.935400989,0.497513846,15,436.55745685100555,15,130,1656624572192,1656624135634.5432,3,3.2,16,0,1656624997243,1656624997744,1656624999148,12,4
1,2.636536278,0.496102847,15,545.6968210637569,15,140,1656624587192,1656624041495.179,3,3.2,16,0,1656625012242,1656625012742,1656625014850,13,4
1,2.595725124,0.523536753,15,682.1210263296962,15,150,1656624602192,1656623920070.9736,3,3.2,16,0,1656625027292,1656625027792,1656625029810,14,4
1,1.8986527819999999,0.492708064,15,852.6512829121202,15,160,1656624617192,1656623764540.717,3,3.2,16,0,1656625042243,1656625042743,1656625044112,15,4
1,2.557055108,0.513512767,15,1065.8141036401503,15,170,1656624632192,1656623566377.8962,3,3.2,16,0,1656625057243,1656625057743,1656625059771,16,4
1,2.526998869,0.5783975339999999,15,1332.2676295501878,15,180,1656624647192,1656623314924.3704,3,3.2,16,0,1656625072270,1656625072770,1656625074741,17,4
1,4.909894268,0.771742584,15,1665.3345369377348,15,190,1656624662192,1656622996857.4631,3,3.2,16,0,1656625088273,1656625088773,1656625092124,18,4
1,2.9399854019999996,0.883139927,15,1249.000902703301,15,200,1656624677192,1656623428191.0974,3,3.2,16,0,1656625102282,1656625102783,1656625105156,19,4
1,2.8854315620000004,0.878233063,15,1561.2511283791264,15,210,1656624692192,1656623130940.8716,3,3.2,16,0,1656625117269,1656625117769,1656625120100,20,4
1,2.544593663,0.90160421,15,1951.563910473908,15,220,1656624707192,1656622755628.0896,3,3.2,16,0,1656625132519,1656625133019,1656625134761,21,4
1,3.0166485290000002,1.013870714,15,2439.454888092385,15,230,1656624722192,1656622282737.1118,3,3.2,16,0,1656625148007,1656625148507,1656625150233,22,4
1,3.0593599250000003,0.9647894199999999,15,2439.454888092385,15,240,1656624737192,1656622297737.1118,3,3.2,16,0,1656625163012,1656625163512,1656625165276,23,4
1,4.0756269419999995,0.8191890110000001,15,2439.454888092385,15,240,1656624752192,1656622312737.1118,3,3.2,16,0,1656625177354,1656625177855,1656625181293,24,4
1,6.1107724349999994,0.950379806,15,1829.5911660692886,15,240,1656624767192,1656622937600.834,3,3.2,16,1,1656625192268,1656625193268,1656625198328,25,4
1,2.515654193,0.919001583,15,1372.1933745519664,15,240,1656624782192,1656623409998.6255,3,3.2,16,0,1656625207472,1656625207972,1656625209732,26,4
1,2.892995355,1.005409484,15,1715.241718189958,15,240,1656624797192,1656623081950.2817,3,3.2,16,0,1656625222897,1656625223397,1656625225110,27,4
1,2.9930852100000003,0.958447261,15,2144.0521477374473,15,240,1656624812192,1656622668139.8523,3,3.2,16,0,1656625237982,1656625238482,1656625240211,28,4
1,3.122818725,0.975786879,15,2680.065184671809,15,240,1656624827192,1656622147126.8154,3,3.2,16,0,1656625253065,1656625253565,1656625255341,29,4
1,2.765395763,0.9176562659999999,15,2680.065184671809,15,240,1656624842192,1656622162126.8154,3,3.2,16,0,1656625267743,1656625268243,1656625269984,30,4
1,3.019817619,0.8775555890000001,15,3350.0814808397618,15,240,1656624857192,1656621507110.519,3,3.2,16,0,1656625283114,1656625283616,1656625285240,31,4
1,2.800248858,0.970577577,15,3350.0814808397618,15,240,1656624872192,1656621522110.519,3,3.2,16,0,1656625297671,1656625298175,1656625300020,32,4
1,2.8209461510000002,1.04189192,15,4187.601851049702,15,240,1656624887192,1656620699590.149,3,3.2,16,0,1656625312277,1656625312777,1656625315041,33,4
1,3.125440851,0.926534097,15,5234.502313812128,15,240,1656624902192,1656619667689.6863,3,3.2,16,0,1656625327309,1656625327810,1656625330346,34,4
1,4.362827483,0.849888478,15,5234.502313812128,15,240,1656624917192,1656619682689.6863,3,3.2,16,0,1656625342842,1656625343344,1656625346583,35,4
1,2.6684263,0.8655083069999999,15,3925.8767353590956,15,240,1656624932192,1656621006315.2646,3,3.2,16,0,1656625357324,1656625357825,1656625359890,36,4
1,2.095690984,0.7564814219999999,15,4907.3459191988695,15,240,1656624947192,1656620039846.0808,3,3.2,16,0,1656625372275,1656625372775,1656625374316,37,4
1,1.941424993,0.770871359,15,6134.182398998587,15,240,1656624962192,1656618828009.601,3,3.2,16,0,1656625387278,1656625387778,1656625389161,38,4
1,2.081941019,0.777860729,15,7667.727998748233,15,240,1656624977192,1656617309464.0012,3,3.2,16,0,1656625402275,1656625402775,1656625404303,39,4
1,2.499907421,0.805808871,15,9584.659998435292,15,240,1656624992192,1656615407532.0015,3,3.2,16,0,1656625417295,1656625417795,1656625419720,40,4
1,2.7291595600000003,0.835745664,15,11980.824998044116,15,240,1656625007192,1656613026367.002,3,3.2,16,0,1656625432376,1656625432877,1656625434949,41,4
1,2.7266855970000003,0.917395045,15,14976.031247555145,15,240,1656625022192,1656610046160.7524,3,3.2,16,0,1656625447295,1656625447795,1656625449947,42,4
1,3.162742347,0.942388523,15,18720.03905944393,15,240,1656625037192,1656606317152.9407,3,3.2,16,0,1656625462300,1656625462802,1656625465384,43,4
1,4.17550878,0.9372492680000001,15,18720.03905944393,15,240,1656625052192,1656606332152.9407,3,3.2,16,0,1656625477599,1656625478099,1656625481397,44,4
1,5.902950331,1.00820008,15,14040.029294582948,15,240,1656625067192,1656611027162.7053,3,3.2,16,4,1656625492565,1656625495067,1656625498124,45,4
