TIMESTAMP,MIN_TIME,MAX_TIME,MEAN_TIME,STDEV_TIME,MIN_TIME_A,MAX_TIME_A,MEAN_TIME_A,STDEV_TIME_A,MIN_WIN,MAX_WIN,MEAN_WIN,STDEV_WIN
1657223655440,2.622744279,2.630650371,2.6266973250000003,0.003953046000000127,0.033352659,0.03383113,0.0335918945,0.00023923550000000057,30,30,30,0
1657223670440,0.981651911,2.7125805620000003,1.8471162365000002,0.8654643255000001,0.075460527,0.08829367,0.0818770985,0.006416571500000003,37.5,37.5,37.5,0
1657223685440,1.065018098,2.742365963,1.9036920305,0.8386739325000001,0.08708892,0.106565726,0.09682732299999999,0.009738403,46.875,46.875,46.875,0
1657223700440,1.091356199,2.783541575,1.937448887,0.846092688,0.10552712,0.1359409,0.12073401,0.01520689,58.59375,58.59375,58.59375,0
1657223715440,1.141071543,2.834093358,1.9875824505000002,0.8465109075,0.127139276,0.1555358,0.14133753799999998,0.014198262000000003,73.2421875,73.2421875,73.2421875,0
1657223730440,1.185549301,2.8747935360000003,2.0301714185,0.8446221175000002,0.155129392,0.18134826799999998,0.16823883,0.013109437999999987,91.552734375,91.552734375,91.552734375,0
1657223745440,1.2275776550000002,2.9120253039999997,2.0698014794999997,0.8422238244999998,0.182506033,0.214246855,0.198376444,0.015870411,114.44091796875,114.44091796875,114.44091796875,0
1657223760440,1.269255756,2.9542935750000003,2.1117746655,0.8425189095000002,0.214145477,0.2344667,0.2243060885,0.0101606115,143.0511474609375,143.0511474609375,143.0511474609375,0
1657223775440,1.317160132,2.9853899729999998,2.1512750525,0.8341149204999999,0.230079141,0.255815394,0.24294726749999998,0.012868126499999993,178.81393432617188,178.81393432617188,178.81393432617188,0
1657223790440,1.347897951,3.0398672660000003,2.1938826085,0.8459846575000002,0.25982014400000003,0.287631531,0.2737258375,0.013905693499999983,223.51741790771484,223.51741790771484,223.51741790771484,0
1657223805440,1.403086584,3.107272249,2.2551794165,0.8520928325000001,0.295331016,0.323163194,0.30924710499999997,0.013916088999999994,279.39677238464355,279.39677238464355,279.39677238464355,0
1657223820440,1.472398127,3.147789729,2.3100939279999997,0.837695801,0.313749145,0.34670633700000003,0.330227741,0.016478596000000012,279.39677238464355,349.24596548080444,314.321368932724,34.924596548080444
1657223835440,1.513535137,3.169506582,2.3415208595,0.8279857224999999,0.334274383,0.37191459200000004,0.35309448750000005,0.018820104500000018,279.39677238464355,349.24596548080444,314.321368932724,34.924596548080444
1657223850440,1.5394451770000002,3.220563789,2.380004483,0.8405593059999998,0.398626229,0.404763733,0.401694981,0.003068752000000008,279.39677238464355,349.24596548080444,314.321368932724,34.924596548080444
1657223865440,1.590135324,3.250141724,2.420138524,0.8300032,0.391115936,0.409620459,0.40036819749999997,0.009252261499999997,209.54757928848267,349.24596548080444,279.39677238464355,69.84919309616089
1657223880440,1.620648275,3.137936495,2.379292385,0.75864411,0.31972047400000003,0.417927193,0.36882383350000003,0.04910335949999997,157.160684466362,349.24596548080444,253.20332497358322,96.04264050722122
1657223895440,1.510313979,3.091972247,2.301143113,0.7908291340000001,0.307478468,0.475867283,0.39167287549999996,0.08419440749999998,157.160684466362,261.93447411060333,209.54757928848267,52.38689482212067
1657223910440,1.464023107,3.124378894,2.2942010005,0.8301778934999999,0.316817631,0.36471740599999997,0.3407675185,0.02394988749999999,157.160684466362,196.4508555829525,176.80577002465725,19.64508555829525
1657223925440,1.4896176330000002,3.1044443580000003,2.2970309955,0.8074133625000001,0.313580341,0.365745659,0.339663,0.026082659000000008,157.160684466362,196.4508555829525,176.80577002465725,19.64508555829525
1657223940440,1.479907713,3.106488673,2.293198193,0.8132904799999999,0.313014092,0.376599068,0.34480658,0.03179248799999998,157.160684466362,196.4508555829525,176.80577002465725,19.64508555829525
1657223955440,1.474376498,3.111628346,2.293002422,0.8186259239999999,0.31804243000000004,0.366914139,0.3424782845,0.024435854499999965,157.160684466362,196.4508555829525,176.80577002465725,19.64508555829525
1657223970440,1.487398316,3.1082914529999996,2.2978448845,0.8104465684999999,0.310467865,0.36948983700000004,0.339978851,0.029510986000000017,157.160684466362,196.4508555829525,176.80577002465725,19.64508555829525
1657223985440,1.479095966,3.1036760009999997,2.2913859834999997,0.8122900174999999,0.312097193,0.372552985,0.342325089,0.030227896000000004,157.160684466362,196.4508555829525,176.80577002465725,19.64508555829525
1657224000440,1.474075571,3.11328851,2.2936820405,0.8196064694999999,0.30712463,0.37001991900000003,0.33857227450000005,0.03144764450000001,157.160684466362,196.4508555829525,176.80577002465725,19.64508555829525
1657224015440,1.485301137,3.096437078,2.2908691075,0.8055679705000001,0.30885035099999997,0.394803464,0.3518269075,0.04297655650000001,157.160684466362,196.4508555829525,176.80577002465725,19.64508555829525
1657224030440,1.476621843,3.1099703209999996,2.293296082,0.8166742389999998,0.322455308,0.371623046,0.347039177,0.02458386900000001,157.160684466362,196.4508555829525,176.80577002465725,19.64508555829525
