RESPONSES,TOTAL_TIME,ANALYSIS_TIME,FREQUENCY,TIME_DATA,FREQUENCY_DATA,RESPONSES_STORED,FROM_DATE,TO_DATE,MINIMUM_TIME,MAXIMUM_TIME,CURRENT_ESC_RUNNING,ANALYSIS_RETRIES,INIT_EXEC_TIME,EXEC_TIME,FINAL_EXEC_TIME,ID
1,1.718479114,0.034540564,15,30,15,10,1656624508815,1656624478815,3,3.2,16,0,1656624813839,1656624814340,1656624815546,0,4
1,2.381800258,0.059594479,15,37.5,15,20,1656624523815,1656624486315,3,3.2,16,0,1656624828846,1656624829346,1656624831210,1,4
1,2.441420714,0.08939069499999999,15,46.875,15,30,1656624538815,1656624491940,3,3.2,16,0,1656624843842,1656624844344,1656624846269,2,4
1,2.491008321,0.110019745,15,58.59375,15,40,1656624553815,1656624495221.25,3,3.2,16,0,1656624858886,1656624859386,1656624861320,3,4
1,2.568049474,0.131453026,15,73.2421875,15,50,1656624568815,1656624495572.8125,3,3.2,16,0,1656624874009,1656624874509,1656624876398,4,4
1,2.8097901729999997,0.182822508,15,91.552734375,15,60,1656624583815,1656624492262.2656,3,3.2,16,0,1656624888846,1656624889346,1656624891638,5,4
1,2.899844051,0.264682566,15,114.44091796875,15,70,1656624598815,1656624484374.082,3,3.2,16,0,1656624903851,1656624904351,1656624906728,6,4
1,3.213188686,0.370967883,15,143.0511474609375,15,80,1656624613815,1656624470763.8525,3,3.2,16,0,1656624918884,1656624919384,1656624922041,7,4
1,2.9769524019999998,0.241973576,15,107.28836059570312,15,80,1656624628815,1656624521526.6394,3,3.2,16,0,1656624934285,1656624934785,1656624936805,8,4
1,3.9549092139999997,0.30474490400000004,15,134.1104507446289,15,90,1656624643815,1656624509704.5493,3,3.2,16,0,1656624948940,1656624949441,1656624952783,9,4
1,5.123821817,0.36047282799999997,15,100.58283805847168,15,80,1656624658815,1656624558232.1619,3,3.2,16,0,1656624963970,1656624964485,1656624968952,10,4
1,3.153020245,0.32110291999999996,15,75.43712854385376,15,60,1656624673815,1656624598377.8713,3,3.2,16,0,1656624978879,1656624979379,1656624981981,11,4
1,3.1213841010000003,0.29439266300000005,15,75.43712854385376,15,60,1656624688815,1656624613377.8713,3,3.2,16,0,1656624993996,1656624994496,1656624996950,12,4
1,3.355702015,0.30467944599999996,15,75.43712854385376,15,60,1656624703815,1656624628377.8713,3,3.2,16,0,1656625008868,1656625009368,1656625012184,13,4
1,3.67696264,0.175596586,15,56.57784640789032,15,50,1656624718815,1656624662237.1536,3,3.2,16,0,1656625024527,1656625025027,1656625027505,14,4
1,2.9692452360000003,0.16196676,15,42.43338480591774,15,40,1656624733815,1656624691381.6152,3,3.2,16,0,1656625038854,1656625039355,1656625041797,15,4
1,4.374569564000001,0.2714655,15,53.041731007397175,15,50,1656624748815,1656624695773.269,3,3.2,16,0,1656625054206,1656625054706,1656625058203,16,4
1,3.566543841,0.18043209,15,39.78129825554788,15,40,1656624763815,1656624724033.7017,3,3.2,16,0,1656625068883,1656625069395,1656625072395,17,4
1,2.832153765,0.1535395,15,29.83597369166091,15,30,1656624778815,1656624748979.0264,3,3.2,16,0,1656625084048,1656625084549,1656625086660,18,4
1,5.473676232,0.153859752,15,37.29496711457614,15,40,1656624793815,1656624756520.033,3,3.2,16,0,1656625099417,1656625099918,1656625104302,19,4
1,3.211378278,0.13201658900000002,15,27.971225335932104,15,30,1656624808815,1656624780843.7747,3,3.2,16,0,1656625114328,1656625114829,1656625117039,20,4
