RESPONSES,TOTAL_TIME,ANALYSIS_TIME,FREQUENCY,TIME_DATA,FREQUENCY_DATA,RESPONSES_STORED,FROM_DATE,TO_DATE,MINIMUM_TIME,MAXIMUM_TIME,CURRENT_ESC_RUNNING,ANALYSIS_RETRIES,INIT_EXEC_TIME,FINAL_EXEC_TIME,ID,GUARANTEES
1,2.1893400281999997,0.086956243,15,30,15,30,1658584133713,1658584103713,3,3.2,2,0,15132,143456050,1658584156561,56,4
1,2.1912066735999995,0.090683255,15,30,15,30,1658584148713,1658584118713,3,3.2,2,0,15147,144853500,1658584171560,57,4
1,2.1918155264,0.08762481800000001,15,30,15,30,1658584163713,1658584133713,3,3.2,2,0,15162,146690038,1658584186555,58,4
1,2.1917477836,0.085683422,15,30,15,30,1658584178713,1658584148713,3,3.2,2,0,15177,152581619,1658584201563,59,4
1,2.1908072661999998,0.087600425,15,30,15,30,1658584193713,1658584163713,3,3.2,2,0,15192,157346459,1658584216563,60,4
1,2.1878073317999998,0.08739370099999999,15,30,15,30,1658584208713,1658584178713,3,3.2,2,0,15207,158105778,1658584231561,61,4
1,2.185564613,0.08622163299999999,15,30,15,30,1658584223713,1658584193713,3,3.2,2,0,15222,159729760,1658584246564,62,4
1,2.1856416946,0.088029127,15,30,15,30,1658584238713,1658584208713,3,3.2,1,0,15237,160737272,1658584261569,63,4
1,2.1844662962,0.08611705,15,30,15,30,1658584253713,1658584223713,3,3.2,1,0,15252,166151573,1658584276571,64,4
1,2.1849113824,0.08480858299999999,15,30,15,30,1658584268713,1658584238713,3,3.2,1,0,15267,167964279,1658584291576,65,4
1,2.1855446316,0.086832589,15,30,15,30,1658584283713,1658584253713,3,3.2,1,0,15282,166809328,1658584306573,66,4
1,2.1849514485999997,0.08783463999999999,15,30,15,30,1658584298713,1658584268713,3,3.2,1,0,15297,167858750,1658584321569,67,4
1,2.1866698574,0.09044694,15,30,15,30,1658584313713,1658584283713,3,3.2,1,0,15312,170107601,1658584336587,68,4
1,2.1858965162,0.088976707,15,30,15,30,1658584328713,1658584298713,3,3.2,1,0,15327,178965690,1658584351580,69,4
1,2.1871053382000003,0.088066922,15,30,15,30,1658584343713,1658584313713,3,3.2,1,0,15342,173722732,1658584366588,70,4
1,2.1881123282000003,0.09194409899999999,15,30,15,30,1658584358713,1658584328713,3,3.2,1,0,15357,185898072,1658584381597,71,4
1,2.1902838918000005,0.08744624299999999,15,30,15,30,1658584373713,1658584343713,3,3.2,1,0,15372,178439870,1658584396590,72,4
1,2.1894878134000004,0.086327189,15,30,15,30,1658584388713,1658584358713,3,3.2,1,0,15387,182859314,1658584411596,73,4
1,2.1923989012,0.086438615,15,30,15,30,1658584403713,1658584373713,3,3.2,1,0,15402,180905462,1658584426597,74,4
1,2.1923141096000003,0.086844982,15,30,15,30,1658584418713,1658584388713,3,3.2,1,0,15417,185492910,1658584441599,75,4
1,2.1922978344,0.08592125,15,30,15,30,1658584433713,1658584403713,3,3.2,1,0,15432,194512902,1658584456605,76,4
1,2.1914517420000004,0.086848406,15,30,15,30,1658584448713,1658584418713,3,3.2,1,0,15447,191999272,1658584471600,77,4
1,2.1911113700000002,0.088741967,15,30,15,30,1658584463713,1658584433713,3,3.2,1,0,15462,198425002,1658584486610,78,4
1,2.1904183792,0.08695038,15,30,15,30,1658584478713,1658584448713,3,3.2,1,0,15477,199074300,1658584501611,79,4
1,2.1899453656,0.088178017,15,30,15,30,1658584493713,1658584463713,3,3.2,1,0,15492,203397495,1658584516614,80,4
1,2.1894099088,0.087799867,15,30,15,30,1658584508713,1658584478713,3,3.2,1,0,15507,204498949,1658584531613,81,4
1,2.190418041,0.087060619,15,30,15,30,1658584523713,1658584493713,3,3.2,1,0,15522,213588801,1658584546626,82,4
