RESPONSES,TOTAL_TIME,ANALYSIS_TIME,FREQUENCY,TIME_DATA,FREQUENCY_DATA,RESPONSES_STORED,FROM_DATE,TO_DATE,MINIMUM_TIME,MAXIMUM_TIME,CURRENT_ESC_RUNNING,ANALYSIS_RETRIES,INIT_EXEC_TIME,EXEC_TIME,FINAL_EXEC_TIME,ID
1,2.648986704,0.038539506,15,30,15,10,1656624450397,1656624420397,3,3.2,16,0,1656624815428,1656624815929,1656624818064,0,4
1,0.7967195930000001,0.071923416,15,37.5,15,20,1656624465397,1656624427897,3,3.2,16,0,1656624830428,1656624830929,1656624831213,1,4
1,0.8487003099999999,0.124444045,15,46.875,15,30,1656624480397,1656624433522,3,3.2,16,0,1656624845431,1656624845933,1656624846265,2,4
1,0.9072938890000001,0.1347659,15,58.59375,15,40,1656624495397,1656624436803.25,3,3.2,16,0,1656624860431,1656624860932,1656624861323,3,4
1,0.989232951,0.155503491,15,73.2421875,15,50,1656624510397,1656624437154.8125,3,3.2,16,0,1656624875434,1656624875934,1656624876406,4,4
1,1.22524348,0.185586833,15,91.552734375,15,60,1656624525397,1656624433844.2656,3,3.2,16,0,1656624890436,1656624890937,1656624891643,5,4
1,1.312238107,0.249206124,15,114.44091796875,15,70,1656624540397,1656624425956.082,3,3.2,16,0,1656624905439,1656624905940,1656624906732,6,4
1,1.624385603,0.256359419,15,143.0511474609375,15,80,1656624555397,1656624412345.8525,3,3.2,16,0,1656624920466,1656624920967,1656624922045,7,4
1,1.376194548,0.372995058,15,178.81393432617188,15,90,1656624570397,1656624391583.0657,3,3.2,16,0,1656624935469,1656624935972,1656624936798,8,4
1,4.4945545849999995,0.525579489,15,223.51741790771484,15,100,1656624585397,1656624361879.582,3,3.2,16,0,1656624950872,1656624951373,1656624954917,9,4
1,3.532972982,0.44842645800000003,15,167.63806343078613,15,110,1656624600397,1656624432758.9365,3,3.2,16,0,1656624965458,1656624965960,1656624968954,10,4
1,4.091701903,0.435269068,15,125.7285475730896,15,90,1656624615397,1656624489668.4524,3,3.2,16,0,1656624980689,1656624981201,1656624984514,11,4
1,3.712034101,0.365067163,15,94.2964106798172,15,70,1656624630397,1656624536100.5894,3,3.2,16,0,1656624995545,1656624996046,1656624999135,12,4
1,4.413870092,0.334522114,15,70.7223080098629,15,60,1656624645397,1656624574674.692,3,3.2,16,0,1656625010835,1656625011337,1656625014837,13,4
1,2.1262601660000002,0.299261196,15,53.041731007397175,15,50,1656624660397,1656624607355.269,3,3.2,16,0,1656625025442,1656625025943,1656625027550,14,4
1,3.690778638,0.36183358299999996,15,66.30216375924647,15,60,1656624675397,1656624609094.8362,3,3.2,16,0,1656625040465,1656625040965,1656625044114,15,4
1,2.773284064,0.22290297,15,49.72662281943485,15,40,1656624690397,1656624640670.3772,3,3.2,16,0,1656625055859,1656625056360,1656625058198,16,4
1,1.9877548710000001,0.20576049800000001,15,62.158278524293564,15,50,1656624705397,1656624643238.7214,3,3.2,16,0,1656625070632,1656625071133,1656625072411,17,4
1,3.901836921,0.339803666,15,77.69784815536696,15,60,1656624720397,1656624642699.1519,3,3.2,16,0,1656625085443,1656625085943,1656625089325,18,4
1,3.8446570660000003,0.200527354,15,58.27338611652522,15,50,1656624735397,1656624677123.6138,3,3.2,16,0,1656625100447,1656625100947,1656625104270,19,4
1,3.786406898,0.12801732000000002,15,43.70503958739391,15,40,1656624750397,1656624706691.9604,3,3.2,16,0,1656625115450,1656625115951,1656625119212,20,4
1,3.538939057,0.141111664,15,32.778779690545434,15,30,1656624765397,1656624732618.2202,3,3.2,16,0,1656625130874,1656625131374,1656625133965,21,4
1,4.180970947,0.11464798999999999,15,24.584084767909076,15,30,1656624780397,1656624755812.9153,3,3.2,16,0,1656625146232,1656625146733,1656625149606,22,4
1,4.157171819,0.08451874499999999,15,18.438063575931807,15,20,1656624795397,1656624776958.9365,3,3.2,16,0,1656625161202,1656625161703,1656625164583,23,4
1,4.892951140999999,0.08264418700000001,15,18.438063575931807,15,20,1656624810397,1656624791958.9365,3,3.2,16,0,1656625175463,1656625175963,1656625180325,24,4
1,7.223316568,0.13929280600000002,15,18.438063575931807,15,20,1656624825397,1656624806958.9365,3,3.2,16,0,1656625190788,1656625191295,1656625197656,25,4
1,2.4172878260000004,0.065986905,15,18.438063575931807,15,20,1656624840397,1656624821958.9365,3,3.2,16,0,1656625205447,1656625205947,1656625207850,26,4
1,4.027138302,0.127153575,15,23.04757946991476,15,30,1656624855397,1656624832349.4204,3,3.2,16,0,1656625221107,1656625221607,1656625224459,27,4
1,4.0996441809999995,0.11583388600000001,15,17.28568460243607,15,20,1656624870397,1656624853111.3154,3,3.2,16,0,1656625236153,1656625236653,1656625239532,28,4
1,4.2037602,0.06776623,15,17.28568460243607,15,20,1656624885397,1656624868111.3154,3,3.2,16,0,1656625251226,1656625251726,1656625254636,29,4
1,3.811634733,0.07129611699999999,15,17.28568460243607,15,20,1656624900397,1656624883111.3154,3,3.2,16,0,1656625266202,1656625266703,1656625269245,30,4
1,4.152005975,0.11317439,15,17.28568460243607,15,20,1656624915397,1656624898111.3154,3,3.2,16,0,1656625281009,1656625281510,1656625284586,31,4
1,3.832708512,0.108017409,15,17.28568460243607,15,20,1656624930397,1656624913111.3154,3,3.2,16,0,1656625296319,1656625296819,1656625299267,32,4
1,3.6372250100000003,0.201676554,15,17.28568460243607,15,20,1656624945397,1656624928111.3154,3,3.2,16,0,1656625310469,1656625310970,1656625314072,33,4
1,4.105984306,0.077588477,15,17.28568460243607,15,20,1656624960397,1656624943111.3154,3,3.2,16,0,1656625325463,1656625325963,1656625329541,34,4
1,4.818438379,0.088133093,15,17.28568460243607,15,20,1656624975397,1656624958111.3154,3,3.2,16,0,1656625340475,1656625340975,1656625345253,35,4
1,3.419891749,0.089742948,15,17.28568460243607,15,20,1656624990397,1656624973111.3154,3,3.2,16,0,1656625355490,1656625355990,1656625358854,36,4
1,3.8854589500000003,0.090813441,15,17.28568460243607,15,20,1656625005397,1656624988111.3154,3,3.2,16,0,1656625370502,1656625371006,1656625374320,37,4
1,3.717661815,0.13802732599999998,15,17.28568460243607,15,20,1656625020397,1656625003111.3154,3,3.2,16,0,1656625385460,1656625385961,1656625389153,38,4
1,3.861410088,0.074706961,15,17.28568460243607,15,20,1656625035397,1656625018111.3154,3,3.2,16,0,1656625400821,1656625401330,1656625404297,39,4
1,4.290628273,0.142991283,15,17.28568460243607,15,20,1656625050397,1656625033111.3154,3,3.2,16,0,1656625416074,1656625416575,1656625419726,40,4
1,4.528971509,0.06759881300000001,15,17.28568460243607,15,20,1656625065397,1656625048111.3154,3,3.2,16,0,1656625431163,1656625431664,1656625434964,41,4
1,3.502310631,0.145052669,15,17.28568460243607,15,20,1656625080397,1656625063111.3154,3,3.2,16,0,1656625445450,1656625445950,1656625448938,42,4
1,4.3530090790000004,0.106836985,15,17.28568460243607,15,20,1656625095397,1656625078111.3154,3,3.2,16,0,1656625460449,1656625460950,1656625464790,43,4
1,4.727521534,0.080841302,15,17.28568460243607,15,20,1656625110397,1656625093111.3154,3,3.2,16,0,1656625475453,1656625475955,1656625480165,44,4
1,4.935881489000001,0.097909488,15,17.28568460243607,15,20,1656625125397,1656625108111.3154,3,3.2,16,0,1656625490465,1656625490965,1656625495373,45,4
1,4.4992162360000005,0.081003715,15,17.28568460243607,15,20,1656625140397,1656625123111.3154,3,3.2,16,0,1656625505455,1656625505955,1656625509936,46,4
1,3.7546501560000003,0.149987778,15,17.28568460243607,15,20,1656625155397,1656625138111.3154,3,3.2,16,0,1656625520457,1656625520959,1656625524191,47,4
1,3.62569488,0.082645292,15,17.28568460243607,15,20,1656625170397,1656625153111.3154,3,3.2,16,0,1656625536032,1656625536532,1656625539063,48,4
1,3.566748951,0.07863078899999999,15,17.28568460243607,15,20,1656625185397,1656625168111.3154,3,3.2,16,0,1656625550963,1656625551463,1656625554004,49,4
1,4.422347528,0.09638765499999999,15,17.28568460243607,15,20,1656625200397,1656625183111.3154,3,3.2,16,0,1656625566098,1656625566603,1656625569860,50,4
1,4.150378816000001,0.152608653,15,17.28568460243607,15,20,1656625215397,1656625198111.3154,3,3.2,16,0,1656625580458,1656625580959,1656625584589,51,4
1,4.263475745,0.118589146,15,17.28568460243607,15,20,1656625230397,1656625213111.3154,3,3.2,16,0,1656625595452,1656625595952,1656625599702,52,4
1,5.216613394,0.146024652,15,17.28568460243607,15,20,1656625245397,1656625228111.3154,3,3.2,16,0,1656625610453,1656625610953,1656625615656,53,4
1,4.014954343,0.086071175,15,17.28568460243607,15,20,1656625260397,1656625243111.3154,3,3.2,16,0,1656625625454,1656625625955,1656625629455,54,4
1,2.327666421,0.185641953,15,17.28568460243607,15,20,1656625275397,1656625258111.3154,3,3.2,16,0,1656625640451,1656625640952,1656625642767,55,4
1,3.301031466,0.115447463,15,21.60710575304509,15,30,1656625290397,1656625268789.8943,3,3.2,16,0,1656625655470,1656625655970,1656625658740,56,4
1,4.3455132690000005,0.11901041100000001,15,16.205329314783818,15,20,1656625305397,1656625289191.6707,3,3.2,16,0,1656625671141,1656625671654,1656625674785,57,4
1,4.270579550000001,0.120027192,15,16.205329314783818,15,20,1656625320397,1656625304191.6707,3,3.2,16,0,1656625685967,1656625686468,1656625689710,58,4
1,4.416727893,0.10251753200000001,15,16.205329314783818,15,20,1656625335397,1656625319191.6707,3,3.2,16,0,1656625701080,1656625701581,1656625704857,59,4
1,3.4795492880000003,0.093425337,15,16.205329314783818,15,20,1656625350397,1656625334191.6707,3,3.2,16,0,1656625715942,1656625716442,1656625718920,60,4
1,3.648997499,0.072645922,15,16.205329314783818,15,20,1656625365397,1656625349191.6707,3,3.2,16,0,1656625731091,1656625731591,1656625734091,61,4
1,4.120168454,0.07909501899999999,15,16.205329314783818,15,20,1656625380397,1656625364191.6707,3,3.2,16,0,1656625745922,1656625746422,1656625749563,62,4
1,4.354197266,0.090975896,15,16.205329314783818,15,20,1656625395397,1656625379191.6707,3,3.2,16,0,1656625760462,1656625760962,1656625764798,63,4
1,5.333149261,0.09900305,15,16.205329314783818,15,20,1656625410397,1656625394191.6707,3,3.2,16,0,1656625775478,1656625775978,1656625780779,64,4
1,5.412884871,0.081763337,15,16.205329314783818,15,20,1656625425397,1656625409191.6707,3,3.2,16,0,1656625790467,1656625790967,1656625795859,65,4
1,4.6856405500000005,0.078600622,15,16.205329314783818,15,20,1656625440397,1656625424191.6707,3,3.2,16,0,1656625805477,1656625805977,1656625810133,66,4
1,3.637173672,0.107981883,15,16.205329314783818,15,20,1656625455397,1656625439191.6707,3,3.2,16,0,1656625821105,1656625821605,1656625824084,67,4
1,3.9503014739999998,0.09824231500000001,15,16.205329314783818,15,20,1656625470397,1656625454191.6707,3,3.2,16,0,1656625835937,1656625836439,1656625839397,68,4
1,3.6222339270000004,0.081736463,15,16.205329314783818,15,20,1656625485397,1656625469191.6707,3,3.2,16,0,1656625851002,1656625851503,1656625854069,69,4
