RESPONSES,TOTAL_TIME,ANALYSIS_TIME,FREQUENCY,TIME_DATA,FREQUENCY_DATA,RESPONSES_STORED,FROM_DATE,TO_DATE,MINIMUM_TIME,MAXIMUM_TIME,CURRENT_ESC_RUNNING,ANALYSIS_RETRIES,INIT_EXEC_TIME,EXEC_TIME,FINAL_EXEC_TIME,ID
1,1.872252169,0.03748320300000001,15,30,15,10,1656624566156,1656624536156,3,3.2,16,0,1656624811197,1656624811697,1656624813048,0,4
1,1.802375173,0.065924985,15,37.5,15,20,1656624581156,1656624543656,3,3.2,16,0,1656624826188,1656624826688,1656624827979,1,4
1,1.8311518450000002,0.119493483,15,46.875,15,30,1656624596156,1656624549281,3,3.2,16,0,1656624841191,1656624841691,1656624843007,2,4
1,1.914506512,0.153314952,15,58.59375,15,40,1656624611156,1656624552562.25,3,3.2,16,0,1656624856197,1656624856697,1656624858091,3,4
1,1.978034287,0.220461956,15,73.2421875,15,50,1656624626156,1656624552913.8125,3,3.2,16,0,1656624871194,1656624871695,1656624873155,4,4
1,2.0237795100000002,0.26454528,15,91.552734375,15,60,1656624641156,1656624549603.2656,3,3.2,16,0,1656624886196,1656624886697,1656624888200,5,4
1,2.535424078,0.204389936,15,114.44091796875,15,70,1656624656156,1656624541715.082,3,3.2,16,0,1656624901221,1656624901722,1656624903713,6,4
1,2.984317183,0.33571641,15,143.0511474609375,15,80,1656624671156,1656624528104.8525,3,3.2,16,0,1656624916551,1656624917054,1656624919162,7,4
1,3.481845748,0.488741292,15,178.81393432617188,15,90,1656624686156,1656624507342.0657,3,3.2,16,0,1656624931231,1656624931732,1656624934659,8,4
1,4.889695548,0.497181912,15,134.1104507446289,15,100,1656624701156,1656624567045.5493,3,3.2,16,0,1656624946358,1656624946863,1656624951075,9,4
1,5.405878093,0.338493705,15,100.58283805847168,15,80,1656624716156,1656624615573.1619,3,3.2,16,0,1656624961706,1656624962207,1656624966592,10,4
1,3.759106043,0.254845586,15,75.43712854385376,15,60,1656624731156,1656624655718.8713,3,3.2,16,0,1656624976259,1656624976759,1656624979945,11,4
1,3.434919607,0.28852333199999997,15,56.57784640789032,15,50,1656624746156,1656624689578.1536,3,3.2,16,0,1656624991439,1656624991946,1656624994620,12,4
1,3.742946799,0.164736139,15,42.43338480591774,15,40,1656624761156,1656624718722.6152,3,3.2,16,0,1656625006395,1656625006895,1656625009929,13,4
1,4.079927344000001,0.200029603,15,31.825038604438305,15,30,1656624776156,1656624744330.9614,3,3.2,16,0,1656625021516,1656625022016,1656625025269,14,4
1,2.965267484,0.142611237,15,23.86877895332873,15,30,1656624791156,1656624767287.221,3,3.2,16,0,1656625036210,1656625036710,1656625039155,15,4
1,3.0069953099999998,0.112894328,15,29.83597369166091,15,30,1656624806156,1656624776320.0264,3,3.2,16,0,1656625051212,1656625051712,1656625054196,16,4
1,3.1786184360000003,0.11496672599999999,15,29.83597369166091,15,30,1656624821156,1656624791320.0264,3,3.2,16,0,1656625066227,1656625066727,1656625069368,17,4
1,3.7523459,0.184106771,15,29.83597369166091,15,30,1656624836156,1656624806320.0264,3,3.2,16,0,1656625081244,1656625081745,1656625084942,18,4
1,4.338946856,0.13000660300000003,15,22.376980268745683,15,30,1656624851156,1656624828779.0198,3,3.2,16,0,1656625096883,1656625097384,1656625100529,19,4
1,4.022049927,0.140517681,15,16.782735201559262,15,20,1656624866156,1656624849373.265,3,3.2,16,0,1656625111634,1656625112134,1656625115214,20,4
1,3.276540433,0.111065912,15,16.782735201559262,15,20,1656624881156,1656624864373.265,3,3.2,16,0,1656625126386,1656625126887,1656625129468,21,4
