RESPONSES,TOTAL_TIME,ANALYSIS_TIME,FREQUENCY,TIME_DATA,FREQUENCY_DATA,RESPONSES_STORED,FROM_DATE,TO_DATE,MINIMUM_TIME,MAXIMUM_TIME,CURRENT_ESC_RUNNING,ANALYSIS_RETRIES,INIT_EXEC_TIME,EXEC_TIME,FINAL_EXEC_TIME,ID
1,0.8455736429999999,0.04073317,15,30,15,10,1656624803686,1656624773686,3,3.2,16,0,1656624823707,1656624824207,1656624824541,0,4
1,1.036803225,0.107377481,15,37.5,15,30,1656624818686,1656624781186,3,3.2,16,0,1656624838710,1656624839210,1656624839732,1,4
1,1.1140907340000001,0.14028516300000002,15,46.875,15,40,1656624833686,1656624786811,3,3.2,16,0,1656624853711,1656624854212,1656624854809,2,4
1,1.309891509,0.183041923,15,58.59375,15,50,1656624848686,1656624790092.25,3,3.2,16,0,1656624868712,1656624869212,1656624870005,3,4
1,1.478167301,0.21480460099999998,15,73.2421875,15,60,1656624863686,1656624790443.8125,3,3.2,16,0,1656624883711,1656624884211,1656624885173,4,4
1,1.604262329,0.31885533600000004,15,91.552734375,15,70,1656624878686,1656624787133.2656,3,3.2,16,0,1656624898729,1656624899229,1656624900300,5,4
1,1.482702092,0.47381564400000004,15,114.44091796875,15,80,1656624893686,1656624779245.082,3,3.2,16,0,1656624913848,1656624914348,1656624915178,6,4
1,1.906594818,0.559257668,15,143.0511474609375,15,90,1656624908686,1656624765634.8525,3,3.2,16,0,1656624928731,1656624929233,1656624930603,7,4
1,4.2275594860000005,0.6698334340000001,15,178.81393432617188,15,100,1656624923686,1656624744872.0657,3,3.2,16,0,1656624943746,1656624944248,1656624947923,8,4
1,4.301442017,0.746972882,15,134.1104507446289,15,100,1656624938686,1656624804575.5493,3,3.2,16,0,1656624958823,1656624959323,1656624962997,9,4
1,3.13996875,0.41810791,15,100.58283805847168,15,80,1656624953686,1656624853103.1619,3,3.2,16,0,1656624974105,1656624974606,1656624976836,10,4
1,2.182025946,0.422740314,15,100.58283805847168,15,80,1656624968686,1656624868103.1619,3,3.2,16,0,1656624988740,1656624989240,1656624990881,11,4
1,3.113976946,0.44137211000000004,15,125.7285475730896,15,90,1656624983686,1656624857957.4524,3,3.2,16,0,1656625003731,1656625004232,1656625006813,12,4
1,3.159914408,0.479061519,15,125.7285475730896,15,90,1656624998686,1656624872957.4524,3,3.2,16,0,1656625018756,1656625019256,1656625021859,13,4
1,3.217316532,0.343142819,15,125.7285475730896,15,90,1656625013686,1656624887957.4524,3,3.2,16,0,1656625034040,1656625034540,1656625036916,14,4
1,3.180060069,0.367061877,15,94.2964106798172,15,70,1656625028686,1656624934389.5894,3,3.2,16,0,1656625048919,1656625049419,1656625051880,15,4
1,3.107824552,0.31193839700000003,15,94.2964106798172,15,70,1656625043686,1656624949389.5894,3,3.2,16,0,1656625064085,1656625064585,1656625066807,16,4
1,3.679097078,0.30700676299999996,15,94.2964106798172,15,70,1656625058686,1656624964389.5894,3,3.2,16,0,1656625079126,1656625079626,1656625082379,17,4
1,5.712389151,0.31918889300000003,15,70.7223080098629,15,60,1656625073686,1656625002963.692,3,3.2,16,0,1656625094066,1656625094570,1656625099412,18,4
1,2.923794089,0.309628919,15,53.041731007397175,15,50,1656625088686,1656625035644.269,3,3.2,16,0,1656625108729,1656625109229,1656625111626,19,4
1,3.583550884,0.349409805,15,66.30216375924647,15,60,1656625103686,1656625037383.8362,3,3.2,16,0,1656625123787,1656625124291,1656625127287,20,4
1,2.990533711,0.16224633700000002,15,49.72662281943485,15,40,1656625118686,1656625068959.3772,3,3.2,16,0,1656625138735,1656625139235,1656625141695,21,4
1,3.408193805,0.283623085,15,62.158278524293564,15,50,1656625133686,1656625071527.7214,3,3.2,16,0,1656625153872,1656625154379,1656625157113,22,4
1,4.2017834149999995,0.141528557,15,46.61870889322017,15,40,1656625148686,1656625102067.291,3,3.2,16,0,1656625168840,1656625169344,1656625172906,23,4
1,7.154844442,0.130475358,15,34.96403166991513,15,30,1656625163686,1656625128721.9683,3,3.2,16,0,1656625184329,1656625184831,1656625190859,24,4
1,6.306962558,0.18972714899999998,15,26.223023752436347,15,30,1656625178686,1656625152462.9763,3,3.2,16,0,1656625198763,1656625199263,1656625205012,25,4
1,0.939163344,0.13707170800000001,15,19.66726781432726,15,20,1656625193686,1656625174018.7322,3,3.2,16,0,1656625213759,1656625214259,1656625214646,26,4
1,1.10768186,0.183777982,15,24.584084767909076,15,30,1656625208686,1656625184101.9153,3,3.2,16,0,1656625228736,1656625229236,1656625229815,27,4
1,2.86204471,0.107849735,15,30.730105959886345,15,30,1656625223686,1656625192955.894,3,3.2,16,0,1656625244114,1656625244614,1656625246570,28,4
1,2.9238904459999997,0.22232101,15,38.41263244985793,15,40,1656625238686,1656625200273.3674,3,3.2,16,0,1656625258725,1656625259226,1656625261631,29,4
1,2.5088247729999997,0.216992302,15,48.015790562322415,15,40,1656625253686,1656625205670.2095,3,3.2,16,0,1656625273724,1656625274224,1656625276216,30,4
1,3.640644834,0.31312377500000005,15,60.01973820290302,15,50,1656625268686,1656625208666.2617,3,3.2,16,0,1656625288798,1656625289298,1656625292354,31,4
1,3.53466386,0.13742210900000001,15,45.014803652177264,15,40,1656625283686,1656625238671.1963,3,3.2,16,0,1656625304423,1656625304923,1656625307248,32,4
1,3.7301400549999997,0.206530271,15,33.76110273913295,15,30,1656625298686,1656625264924.8972,3,3.2,16,0,1656625318740,1656625319240,1656625322444,33,4
1,5.297195449,0.159722601,15,25.320827054349714,15,30,1656625313686,1656625288365.1729,3,3.2,16,0,1656625333859,1656625334359,1656625339011,34,4
1,5.446683454,0.095632434,15,18.990620290762287,15,20,1656625328686,1656625309695.3796,3,3.2,16,0,1656625348782,1656625349283,1656625354162,35,4
1,2.847751249,0.063575565,15,18.990620290762287,15,20,1656625343686,1656625324695.3796,3,3.2,16,0,1656625363758,1656625364258,1656625366564,36,4
1,1.195232373,0.175641618,15,23.738275363452857,15,30,1656625358686,1656625334947.7246,3,3.2,16,0,1656625378912,1656625379412,1656625379912,37,4
1,2.876704643,0.104398791,15,29.67284420431607,15,30,1656625373686,1656625344013.1558,3,3.2,16,0,1656625393922,1656625394423,1656625396593,38,4
1,3.224056388,0.133158206,15,37.09105525539509,15,40,1656625388686,1656625351594.9448,3,3.2,16,0,1656625409323,1656625409823,1656625411940,39,4
1,3.433846759,0.100476703,15,27.818291441546318,15,30,1656625403686,1656625375867.7085,3,3.2,16,0,1656625424319,1656625424820,1656625427150,40,4
1,4.005558074,0.135525566,15,20.863718581159738,15,30,1656625418686,1656625397822.2815,3,3.2,16,0,1656625439619,1656625440119,1656625442722,41,4
1,3.793168819,0.144680628,15,15.647788935869803,15,20,1656625433686,1656625418038.2112,3,3.2,16,0,1656625453772,1656625454271,1656625457511,42,4
1,6.469542591000001,0.07152412200000001,15,15.647788935869803,15,20,1656625448686,1656625433038.2112,3,3.2,16,0,1656625469483,1656625469983,1656625475186,43,4
1,6.944864182,0.088660928,15,15.647788935869803,15,20,1656625463686,1656625448038.2112,3,3.2,16,0,1656625484651,1656625485152,1656625490663,44,4
1,6.563074713,0.091559258,15,15.647788935869803,15,20,1656625478686,1656625463038.2112,3,3.2,16,0,1656625499633,1656625500133,1656625505282,45,4
1,4.016166848,0.068725543,15,15.647788935869803,15,20,1656625493686,1656625478038.2112,3,3.2,16,0,1656625514106,1656625514607,1656625517735,46,4
1,2.90867133,0.079035161,15,15.647788935869803,15,20,1656625508686,1656625493038.2112,3,3.2,16,0,1656625528772,1656625529271,1656625531630,47,4
1,0.731078427,0.099909885,15,19.559736169837254,15,20,1656625523686,1656625504126.264,3,3.2,16,0,1656625543745,1656625544245,1656625544452,48,4
1,2.877312292,0.165922279,15,24.449670212296567,15,30,1656625538686,1656625514236.3298,3,3.2,16,0,1656625558766,1656625559267,1656625561599,49,4
1,3.818712872,0.09410752,15,30.56208776537071,15,30,1656625553686,1656625523123.9124,3,3.2,16,0,1656625574095,1656625574595,1656625577540,50,4
1,3.82159607,0.108413049,15,22.921565824028033,15,30,1656625568686,1656625545764.434,3,3.2,16,0,1656625589785,1656625590286,1656625592543,51,4
1,3.715524815,0.067950077,15,17.191174368021024,15,20,1656625583686,1656625566494.8257,3,3.2,16,0,1656625604107,1656625604608,1656625607437,52,4
1,3.999784242,0.084776606,15,17.191174368021024,15,20,1656625598686,1656625581494.8257,3,3.2,16,0,1656625618745,1656625619246,1656625622722,53,4
1,3.394102584,0.175484266,15,17.191174368021024,15,20,1656625613686,1656625596494.8257,3,3.2,16,0,1656625633753,1656625634253,1656625637116,54,4
