RESPONSES,TOTAL_TIME,ANALYSIS_TIME,FREQUENCY,TIME_DATA,FREQUENCY_DATA,RESPONSES_STORED,FROM_DATE,TO_DATE,MINIMUM_TIME,MAXIMUM_TIME,CURRENT_ESC_RUNNING,ANALYSIS_RETRIES,INIT_EXEC_TIME,FINAL_EXEC_TIME,ID,GUARANTEES
1,1.147792882,0.034980842000000005,15,30,15,10,1658583647928,1658583617928,3,3.2,2,0,14646,232441611,1658583669601,0,4
1,1.1530509295,0.08662890799999999,15,30,15,30,1658583662928,1658583632928,3,3.2,2,0,14661,240478779,1658583684619,1,4
1,1.154519214,0.088633955,15,30,15,30,1658583677928,1658583647928,3,3.2,2,0,14676,240440688,1658583699619,2,4
1,1.15301937675,0.090108985,15,30,15,30,1658583692928,1658583662928,3,3.2,2,0,14691,242554668,1658583714612,3,4
1,1.1539995228,0.087871455,15,30,15,30,1658583707928,1658583677928,3,3.2,2,0,14706,245168408,1658583729624,4,4
1,1.152868215,0.088033894,15,30,15,30,1658583722928,1658583692928,3,3.2,2,0,14721,257320943,1658583744620,5,4
1,1.148610379,0.090016425,15,30,15,30,1658583737928,1658583707928,3,3.2,2,0,14736,253797467,1658583759611,6,4
1,1.1425862437999998,0.088343682,15,30,15,30,1658583752928,1658583722928,3,3.2,2,0,14751,267550603,1658583774616,7,4
1,1.1399041436,0.087076607,15,30,15,30,1658583767928,1658583737928,3,3.2,2,0,14766,259517046,1658583789615,8,4
1,1.1347849081999999,0.089855456,15,30,15,30,1658583782928,1658583752928,3,3.2,2,0,14781,260333497,1658583804613,9,4
1,1.1316514816,0.09316447700000001,15,30,15,30,1658583797928,1658583767928,3,3.2,2,0,14796,265953343,1658583819613,10,4
1,1.1278745216000001,0.088251462,15,30,15,30,1658583812928,1658583782928,3,3.2,2,0,14811,270804105,1658583834610,11,4
1,1.1275175612,0.088881384,15,30,15,30,1658583827928,1658583797928,3,3.2,2,0,14826,273179785,1658583849619,12,4
1,1.1239970908,0.091401977,15,30,15,30,1658583842928,1658583812928,3,3.2,2,0,14841,276749657,1658583864615,13,4
1,1.1208383112,0.08659575700000001,15,30,15,30,1658583857928,1658583827928,3,3.2,2,0,14856,280438329,1658583879618,14,4
1,1.1184805344000002,0.087321569,15,30,15,30,1658583872928,1658583842928,3,3.2,2,0,14871,285585117,1658583894621,15,4
1,1.11679179,0.087619981,15,30,15,30,1658583887928,1658583857928,3,3.2,2,0,14886,285447568,1658583909616,16,4
1,1.1112594320000002,0.08801192299999999,15,30,15,30,1658583902928,1658583872928,3,3.2,2,0,14901,294518930,1658583924613,17,4
1,1.1081150872,0.087318712,15,30,15,30,1658583917928,1658583887928,3,3.2,2,0,14916,295006117,1658583939617,18,4
1,1.1081122474,0.086315685,15,30,15,30,1658583932928,1658583902928,3,3.2,2,0,14931,300285457,1658583954637,19,4
1,1.103190627,0.08911591799999999,15,30,15,30,1658583947928,1658583917928,3,3.2,2,0,14946,303212570,1658583969614,20,4
1,1.0985171034,0.08818305700000001,15,30,15,30,1658583962928,1658583932928,3,3.2,2,0,14961,302763057,1658583984610,21,4
1,1.0962264416,0.084462886,15,30,15,30,1658583977928,1658583947928,3,3.2,2,0,14976,310178936,1658583999617,22,4
1,1.0924120014,0.08650411400000001,15,30,15,30,1658583992928,1658583962928,3,3.2,2,0,14991,310262321,1658584014614,23,4
1,1.0838386302,0.088237,15,30,15,30,1658584007928,1658583977928,3,3.2,2,0,15006,316590982,1658584029611,24,4
1,1.0798851710000001,0.08792890199999999,15,30,15,30,1658584022928,1658583992928,3,3.2,2,0,15021,317429292,1658584044608,25,4
1,1.0791171716,0.087525267,15,30,15,30,1658584037928,1658584007928,3,3.2,2,0,15036,319640434,1658584059623,26,4
1,1.0745995148,0.088556609,15,30,15,30,1658584052928,1658584022928,3,3.2,2,0,15051,326791111,1658584074611,27,4
1,1.0716667134,0.088884986,15,30,15,30,1658584067928,1658584037928,3,3.2,2,0,15066,328888174,1658584089618,28,4
1,1.070958559,0.088570077,15,30,15,30,1658584082928,1658584052928,3,3.2,2,0,15081,332915441,1658584104624,29,4
1,1.0661582736,0.08498751900000001,15,30,15,30,1658584097928,1658584067928,3,3.2,2,0,15096,340401197,1658584119607,30,4
1,1.0584223044,0.08806581599999999,15,30,15,30,1658584112928,1658584082928,3,3.2,2,0,15111,349354561,1658584134614,31,4
1,1.0556855962,0.08634704700000001,15,30,15,30,1658584127928,1658584097928,3,3.2,2,0,15126,342082092,1658584149613,32,4
1,1.0507054948,0.08702403700000001,15,30,15,30,1658584142928,1658584112928,3,3.2,2,0,15141,345911121,1658584164610,33,4
1,1.0446163194,0.08659486699999999,15,30,15,30,1658584157928,1658584127928,3,3.2,2,0,15156,355485931,1658584179616,34,4
1,1.0431783639999999,0.084774263,15,30,15,30,1658584172928,1658584142928,3,3.2,2,0,15171,354928057,1658584194615,35,4
1,1.0422549048,0.08729621400000001,15,30,15,30,1658584187928,1658584157928,3,3.2,2,0,15186,359436105,1658584209619,36,4
1,1.0380962766,0.08783163399999999,15,30,15,30,1658584202928,1658584172928,3,3.2,2,0,15201,365240431,1658584224615,37,4
1,1.0348773502,0.086449244,15,30,15,30,1658584217928,1658584187928,3,3.2,2,0,15216,369114374,1658584239617,38,4
