RESPONSES,TOTAL_TIME,FREQUENCY,TIME_DATA,FREQUENCY_DATA,RESPONSES_STORED,FROM_DATE,TO_DATE,MINIMUM_TIME,MAXIMUM_TIME,CURRENT_ESC_RUNNING,ANALYSIS_RETRIES,INIT_EXEC_TIME,EXEC_TIME,FINAL_EXEC_TIME,ID
1,0.666529399,15,6000,16,1,1654634978123,1654628978123,2590,2600,6,0,1654634998189,1654634998689,1654634998844,0
1,1.153182908,15,6000,16,3,1654634993123,1654628993123,2590,2600,6,0,1654635013190,1654635013690,1654635014333,1
1,2.156671732,15,6000,16,4,1654635008123,1654629008123,2590,2600,6,0,1654635028191,1654635028692,1654635030337,2
1,2.697969231,15,6000,16,5,1654635023123,1654629023123,2590,2600,6,0,1654635043192,1654635043692,1654635045879,3
1,1.2746037060000002,15,6000,16,5,1654635038123,1654629038123,2590,2600,6,0,1654635058194,1654635058694,1654635059456,4
1,2.2895639489999997,15,6000,16,6,1654635053123,1654629053123,2590,2600,6,0,1654635073193,1654635073694,1654635075471,5
1,0.788604012,15,6000,16,7,1654635068123,1654629068123,2590,2600,6,0,1654635088193,1654635088693,1654635088971,6
1,2.2514006589999997,15,6000,16,8,1654635083123,1654629083123,2590,2600,7,0,1654635103193,1654635103693,1654635105434,7
1,2.607708088,15,6000,16,9,1654635098123,1654629098123,2590,2600,7,0,1654635118193,1654635118693,1654635120790,8
1,2.6095749,15,6000,16,10,1654635113123,1654629113123,2590,2600,7,0,1654635133197,1654635133697,1654635135793,9
1,2.6078362139999998,15,6000,16,11,1654635128123,1654629128123,2590,2600,7,0,1654635148197,1654635148699,1654635150794,10
1,2.642808783,15,6000,16,12,1654635143123,1654629143123,2590,2600,7,0,1654635163201,1654635163701,1654635165830,11
1,2.616539662,15,6000,16,13,1654635158123,1654629158123,2590,2600,7,0,1654635178200,1654635178700,1654635180804,12
1,2.622392253,15,6000,16,14,1654635173123,1654629173123,2590,2600,7,0,1654635193200,1654635193700,1654635195811,13
1,0.722148688,15,6000,16,15,1654635188123,1654629188123,2590,2600,8,0,1654635208200,1654635208700,1654635208910,14
1,0.740855771,15,6000,16,16,1654635203123,1654629203123,2590,2600,8,0,1654635223200,1654635223701,1654635223929,15
1,0.73575869,15,6000,16,17,1654635218123,1654629218123,2590,2600,8,0,1654635238201,1654635238701,1654635238925,16
