RESPONSES,TOTAL_TIME,FREQUENCY,TIME_DATA,FREQUENCY_DATA,RESPONSES_STORED,FROM_DATE,TO_DATE,MINIMUM_TIME,MAXIMUM_TIME,CURRENT_ESC_RUNNING,ANALYSIS_RETRIES,INIT_EXEC_TIME,EXEC_TIME,FINAL_EXEC_TIME,ID
1,2.591379789,15,6000,16,1,1654628669508,1654622669508,2590,2600,9,0,1654628689791,1654628690292,1654628692365,0
1,2.589330116,15,6000,16,3,1654628684508,1654622684508,2590,2600,9,0,1654628704787,1654628705287,1654628707363,1
1,2.8397860329999998,15,6000,16,4,1654628699508,1654622699508,2590,2600,9,0,1654628719812,1654628720312,1654628722614,2
1,0.904696575,15,6000,16,5,1654628714508,1654622714508,2590,2600,9,0,1654628734787,1654628735287,1654628735679,3
1,1.5808248759999999,15,6000,16,6,1654628729508,1654622729508,2590,2600,9,1,1654628749826,1654628750826,1654628751355,4
1,0.6662440860000001,15,6000,16,6,1654628744508,1654622744508,2590,2600,9,0,1654628764787,1654628765288,1654628765441,5
1,1.641450551,15,6000,16,7,1654628759508,1654622759508,2590,2600,9,0,1654628779788,1654628780289,1654628781417,6
1,2.606121838,15,6000,16,8,1654628774508,1654622774508,2590,2600,10,0,1654628794786,1654628795287,1654628797382,7
1,2.609244424,15,6000,16,9,1654628789508,1654622789508,2590,2600,10,0,1654628809788,1654628810289,1654628812385,8
1,2.614613332,15,6000,16,10,1654628804508,1654622804508,2590,2600,10,0,1654628824789,1654628825289,1654628827391,9
1,2.609988973,15,6000,16,11,1654628819508,1654622819508,2590,2600,10,0,1654628839794,1654628840295,1654628842388,10
1,2.626725033,15,6000,16,12,1654628834508,1654622834508,2590,2600,10,0,1654628854791,1654628855291,1654628857405,11
1,2.6261419380000004,15,6000,16,13,1654628849508,1654622849508,2590,2600,10,0,1654628869790,1654628870291,1654628872405,12
1,2.6277118099999996,15,6000,16,14,1654628864508,1654622864508,2590,2600,10,0,1654628884791,1654628885292,1654628887407,13
1,2.633162327,15,6000,16,15,1654628879508,1654622879508,2590,2600,11,0,1654628899792,1654628900292,1654628902413,14
1,2.6421254199999997,15,6000,16,16,1654628894508,1654622894508,2590,2600,11,0,1654628914799,1654628915300,1654628917423,15
