RESPONSES,TOTAL_TIME,ANALYSIS_TIME,FREQUENCY,TIME_DATA,FREQUENCY_DATA,RESPONSES_STORED,FROM_DATE,TO_DATE,MINIMUM_TIME,MAXIMUM_TIME,CURRENT_ESC_RUNNING,ANALYSIS_RETRIES,INIT_EXEC_TIME,EXEC_TIME,FINAL_EXEC_TIME,ID,GUARANTEES,ESC
1,1.478649914,0.034682437,15,30,15,10,1656878675556,1656878645556,3,3.2,16,0,1656879580612,1656879581113,1656879582077,0,4,governifyoti_gc_ans1
1,0.9766431720000001,0.071489441,15,37.5,15,20,1656878690556,1656878653056,3,3.2,16,0,1656879595612,1656879596113,1656879596575,1,4,governifyoti_gc_ans1
1,1.1008286639999998,0.09897766699999999,15,46.875,15,30,1656878705556,1656878658681,3,3.2,16,0,1656879610616,1656879611116,1656879611700,2,4,governifyoti_gc_ans1
1,1.125359917,0.116619984,15,58.59375,15,40,1656878720556,1656878661962.25,3,3.2,16,0,1656879625615,1656879626115,1656879626724,3,4,governifyoti_gc_ans1
1,1.149889577,0.154302989,15,73.2421875,15,50,1656878735556,1656878662313.8125,3,3.2,16,0,1656879640619,1656879641119,1656879641750,4,4,governifyoti_gc_ans1
1,1.23307694,0.161522105,15,91.552734375,15,60,1656878750556,1656878659003.2656,3,3.2,16,0,1656879655620,1656879656121,1656879656833,5,4,governifyoti_gc_ans1
1,1.305718705,0.187925039,15,114.44091796875,15,70,1656878765556,1656878651115.082,3,3.2,16,0,1656879670621,1656879671121,1656879671907,6,4,governifyoti_gc_ans1
1,1.755337902,0.218592642,15,143.0511474609375,15,80,1656878780556,1656878637504.8525,3,3.2,16,0,1656879685621,1656879686122,1656879687356,7,4,governifyoti_gc_ans1
1,1.7948586370000001,0.236213595,15,178.81393432617188,15,90,1656878795556,1656878616742.0657,3,3.2,16,0,1656879700625,1656879701125,1656879702396,8,4,governifyoti_gc_ans1
1,1.413416638,0.27640943900000003,15,223.51741790771484,15,100,1656878810556,1656878587038.582,3,3.2,16,0,1656879715627,1656879716127,1656879717015,9,4,governifyoti_gc_ans1
1,1.249533113,0.316828917,15,279.39677238464355,15,110,1656878825556,1656878546159.2275,3,3.2,16,0,1656879730628,1656879731127,1656879731852,10,4,governifyoti_gc_ans1
1,1.7682183930000002,0.35194531,15,349.24596548080444,15,120,1656878840556,1656878491310.0344,3,3.2,16,0,1656879745629,1656879746129,1656879747371,11,4,governifyoti_gc_ans1
1,1.372709279,0.42172932100000005,15,436.55745685100555,15,130,1656878855556,1656878418998.5432,3,3.2,16,0,1656879760631,1656879761131,1656879761975,12,4,governifyoti_gc_ans1
1,2.3186097450000003,0.534304359,15,545.6968210637569,15,140,1656878870556,1656878324859.179,3,3.2,16,0,1656879775634,1656879776135,1656879777922,13,4,governifyoti_gc_ans1
1,2.8870463450000003,0.604514043,15,682.1210263296962,15,150,1656878885556,1656878203434.9736,3,3.2,16,0,1656879790948,1656879791448,1656879793491,14,4,governifyoti_gc_ans1
