RESPONSES,TOTAL_TIME,ANALYSIS_TIME,FREQUENCY,TIME_DATA,FREQUENCY_DATA,RESPONSES_STORED,FROM_DATE,TO_DATE,MINIMUM_TIME,MAXIMUM_TIME,CURRENT_ESC_RUNNING,ANALYSIS_RETRIES,INIT_EXEC_TIME,EXEC_TIME,FINAL_EXEC_TIME,ID,GUARANTEES
1,2.630650371,0.03383113,15,30,15,10,1657223668798,1657223638798,0.3,0.4,2,0,1657223688828,1657223689329,1657223691443,0,4
1,2.7125805620000003,0.08829367,15,37.5,15,30,1657223683798,1657223646298,0.3,0.4,2,0,1657223703831,1657223704332,1657223706528,1,4
1,2.742365963,0.106565726,15,46.875,15,40,1657223698798,1657223651923,0.3,0.4,2,0,1657223718839,1657223719340,1657223721562,2,4
1,2.783541575,0.1359409,15,58.59375,15,50,1657223713798,1657223655204.25,0.3,0.4,2,0,1657223733845,1657223734346,1657223736605,3,4
1,2.834093358,0.1555358,15,73.2421875,15,60,1657223728798,1657223655555.8125,0.3,0.4,2,0,1657223748842,1657223749343,1657223751657,4,4
1,2.8747935360000003,0.18134826799999998,15,91.552734375,15,70,1657223743798,1657223652245.2656,0.3,0.4,2,0,1657223763844,1657223764345,1657223766700,5,4
1,2.9120253039999997,0.214246855,15,114.44091796875,15,80,1657223758798,1657223644357.082,0.3,0.4,2,0,1657223778852,1657223779352,1657223781742,6,4
1,2.9542935750000003,0.2344667,15,143.0511474609375,15,90,1657223773798,1657223630746.8525,0.3,0.4,2,0,1657223793854,1657223794355,1657223796783,7,4
1,2.9853899729999998,0.255815394,15,178.81393432617188,15,100,1657223788798,1657223609984.0657,0.3,0.4,2,0,1657223808854,1657223809354,1657223811815,8,4
1,3.0398672660000003,0.287631531,15,223.51741790771484,15,110,1657223803798,1657223580280.582,0.3,0.4,2,0,1657223823855,1657223824356,1657223826871,9,4
1,3.107272249,0.323163194,15,279.39677238464355,15,120,1657223818798,1657223539401.2275,0.3,0.4,2,0,1657223838860,1657223839361,1657223841940,10,4
1,3.147789729,0.34670633700000003,15,279.39677238464355,15,130,1657223833798,1657223554401.2275,0.3,0.4,2,0,1657223853863,1657223854364,1657223856982,11,4
1,3.169506582,0.37191459200000004,15,279.39677238464355,15,140,1657223848798,1657223569401.2275,0.3,0.4,2,0,1657223868869,1657223869370,1657223872007,12,4
1,3.220563789,0.404763733,15,279.39677238464355,15,150,1657223863798,1657223584401.2275,0.3,0.4,2,0,1657223883871,1657223884372,1657223887059,13,4
1,3.250141724,0.409620459,15,209.54757928848267,15,150,1657223878798,1657223669250.4207,0.3,0.4,2,0,1657223898876,1657223899377,1657223902090,14,4
1,3.137936495,0.31972047400000003,15,157.160684466362,15,120,1657223893798,1657223736637.3154,0.3,0.4,2,0,1657223913871,1657223914372,1657223916980,15,4
1,3.091972247,0.307478468,15,157.160684466362,15,120,1657223908798,1657223751637.3154,0.3,0.4,2,0,1657223928869,1657223929369,1657223931935,16,4
1,3.124378894,0.316817631,15,157.160684466362,15,120,1657223923798,1657223766637.3154,0.3,0.4,2,0,1657223943874,1657223944375,1657223946968,17,4
1,3.1044443580000003,0.313580341,15,157.160684466362,15,120,1657223938798,1657223781637.3154,0.3,0.4,2,0,1657223958877,1657223959378,1657223961952,18,4
1,3.106488673,0.313014092,15,157.160684466362,15,120,1657223953798,1657223796637.3154,0.3,0.4,2,0,1657223973875,1657223974376,1657223976954,19,4
1,3.111628346,0.31804243000000004,15,157.160684466362,15,120,1657223968798,1657223811637.3154,0.3,0.4,2,0,1657223988878,1657223989379,1657223991960,20,4
1,3.1082914529999996,0.310467865,15,157.160684466362,15,120,1657223983798,1657223826637.3154,0.3,0.4,2,0,1657224003880,1657224004381,1657224006960,21,4
1,3.1036760009999997,0.312097193,15,157.160684466362,15,120,1657223998798,1657223841637.3154,0.3,0.4,2,0,1657224018877,1657224019377,1657224021954,22,4
1,3.11328851,0.30712463,15,157.160684466362,15,120,1657224013798,1657223856637.3154,0.3,0.4,2,0,1657224033884,1657224034385,1657224036968,23,4
1,3.096437078,0.30885035099999997,15,157.160684466362,15,120,1657224028798,1657223871637.3154,0.3,0.4,2,0,1657224048888,1657224049389,1657224051952,24,4
1,3.1099703209999996,0.322455308,15,157.160684466362,15,120,1657224043798,1657223886637.3154,0.3,0.4,2,0,1657224063883,1657224064384,1657224066965,25,4
1,3.130931698,0.317497717,15,157.160684466362,15,120,1657224058798,1657223901637.3154,0.3,0.4,2,0,1657224078885,1657224079386,1657224081988,26,4
1,3.096247805,0.31435932,15,157.160684466362,15,120,1657224073798,1657223916637.3154,0.3,0.4,2,0,1657224093886,1657224094387,1657224096953,27,4
1,3.1123903150000003,0.31762430599999997,15,157.160684466362,15,120,1657224088798,1657223931637.3154,0.3,0.4,2,0,1657224108886,1657224109386,1657224111971,28,4
1,3.112204884,0.30818447099999996,15,157.160684466362,15,120,1657224103798,1657223946637.3154,0.3,0.4,2,0,1657224123886,1657224124387,1657224126972,29,4
1,3.1103960600000002,0.31614242200000003,15,157.160684466362,15,120,1657224118798,1657223961637.3154,0.3,0.4,2,0,1657224138892,1657224139393,1657224141972,30,4
1,3.119057193,0.318872986,15,157.160684466362,15,120,1657224133798,1657223976637.3154,0.3,0.4,2,0,1657224153893,1657224154394,1657224156982,31,4
1,3.119644574,0.308642179,15,157.160684466362,15,120,1657224148798,1657223991637.3154,0.3,0.4,2,0,1657224168897,1657224169398,1657224171984,32,4
1,3.1132886429999997,0.307236581,15,157.160684466362,15,120,1657224163798,1657224006637.3154,0.3,0.4,2,0,1657224183891,1657224184392,1657224186977,33,4
1,3.1211875129999997,0.317437739,15,157.160684466362,15,120,1657224178798,1657224021637.3154,0.3,0.4,2,0,1657224198894,1657224199395,1657224201986,34,4
1,3.106618226,0.315009435,15,157.160684466362,15,120,1657224193798,1657224036637.3154,0.3,0.4,2,0,1657224213893,1657224214394,1657224216972,35,4
1,3.1079420129999997,0.30739184199999997,15,157.160684466362,15,120,1657224208798,1657224051637.3154,0.3,0.4,2,0,1657224228895,1657224229396,1657224231974,36,4
1,3.113157291,0.31019287900000003,15,157.160684466362,15,120,1657224223798,1657224066637.3154,0.3,0.4,2,0,1657224243897,1657224244398,1657224246983,37,4
1,3.087307896,0.31356180499999997,15,157.160684466362,15,120,1657224238798,1657224081637.3154,0.3,0.4,2,0,1657224258893,1657224259394,1657224261956,38,4
1,3.108590478,0.306610146,15,157.160684466362,15,120,1657224253798,1657224096637.3154,0.3,0.4,2,0,1657224273895,1657224274396,1657224276978,39,4
1,3.098690603,0.306871013,15,157.160684466362,15,120,1657224268798,1657224111637.3154,0.3,0.4,2,0,1657224288903,1657224289404,1657224291971,40,4
1,3.0903614819999996,0.30754087700000005,15,157.160684466362,15,120,1657224283798,1657224126637.3154,0.3,0.4,2,0,1657224303897,1657224304398,1657224306962,41,4
1,3.117391463,0.314821803,15,157.160684466362,15,120,1657224298798,1657224141637.3154,0.3,0.4,2,0,1657224318903,1657224319404,1657224321993,42,4
1,3.098104502,0.30625532099999997,15,157.160684466362,15,120,1657224313798,1657224156637.3154,0.3,0.4,2,0,1657224333902,1657224334403,1657224336974,43,4
1,3.108946571,0.31011626200000003,15,157.160684466362,15,120,1657224328798,1657224171637.3154,0.3,0.4,2,0,1657224348910,1657224349411,1657224351990,44,4
1,3.122122942,0.313969678,15,157.160684466362,15,120,1657224343798,1657224186637.3154,0.3,0.4,2,0,1657224363907,1657224364408,1657224367003,45,4
1,3.098465277,0.313495794,15,157.160684466362,15,120,1657224358798,1657224201637.3154,0.3,0.4,2,0,1657224378910,1657224379411,1657224381980,46,4
1,3.119723868,0.30811806999999997,15,157.160684466362,15,120,1657224373798,1657224216637.3154,0.3,0.4,2,0,1657224393913,1657224394413,1657224397004,47,4
1,3.112969699,0.31134293300000004,15,157.160684466362,15,120,1657224388798,1657224231637.3154,0.3,0.4,2,0,1657224408914,1657224409415,1657224411996,48,4
