RESPONSES,TOTAL_TIME,ANALYSIS_TIME,FREQUENCY,TIME_DATA,FREQUENCY_DATA,RESPONSES_STORED,FROM_DATE,TO_DATE,MINIMUM_TIME,MAXIMUM_TIME,CURRENT_ESC_RUNNING,ANALYSIS_RETRIES,INIT_EXEC_TIME,EXEC_TIME,FINAL_EXEC_TIME,ID
1,1.0405150570000001,0.034698445999999994,15,30,15,10,1655745199906,1655745169906,3,3.2,8,0,1655745264927,1655745265428,1655745265955,0
1,2.653563653,0.060196645,15,37.5,15,20,1655745214906,1655745177406,3,3.2,8,0,1655745279928,1655745280429,1655745282569,1
1,2.7114896130000004,0.086859146,15,46.875,15,30,1655745229906,1655745183031,3,3.2,8,0,1655745294933,1655745295433,1655745297627,2
1,2.743878204,0.113794252,15,58.59375,15,40,1655745244906,1655745186312.25,3,3.2,8,0,1655745309936,1655745310437,1655745312660,3
1,2.773741819,0.138799071,15,73.2421875,15,50,1655745259906,1655745186663.8125,3,3.2,8,0,1655745324933,1655745325434,1655745327691,4
1,2.8010192099999998,0.163716293,15,91.552734375,15,60,1655745274906,1655745183353.2656,3,3.2,8,0,1655745339935,1655745340435,1655745342719,5
1,2.8665587180000003,0.192441815,15,114.44091796875,15,70,1655745289906,1655745175465.082,3,3.2,8,0,1655745354943,1655745355443,1655745357785,6
1,3.074880968,0.219053775,15,143.0511474609375,15,80,1655745304906,1655745161854.8525,3,3.2,8,0,1655745370113,1655745370614,1655745372994,7
1,3.149999365,0.250977564,15,143.0511474609375,15,90,1655745319906,1655745176854.8525,3,3.2,8,0,1655745385147,1655745385648,1655745388069,8
1,2.999833972,0.279753783,15,143.0511474609375,15,100,1655745334906,1655745191854.8525,3,3.2,8,0,1655745399945,1655745400445,1655745402919,9
1,3.772494329,0.309242275,15,178.81393432617188,15,110,1655745349906,1655745171092.0657,3,3.2,8,0,1655745415334,1655745415835,1655745418692,10
1,3.310480735,0.34375545399999996,15,134.1104507446289,15,100,1655745364906,1655745230795.5493,3,3.2,8,0,1655745429978,1655745430478,1655745433230,11
1,3.336659938,0.28155069200000005,15,100.58283805847168,15,80,1655745379906,1655745279323.1619,3,3.2,8,0,1655745444961,1655745445462,1655745448257,12
1,3.894530807,0.224245088,15,75.43712854385376,15,60,1655745394906,1655745319468.8713,3,3.2,8,0,1655745460233,1655745460733,1655745463815,13
1,3.933892141,0.197202077,15,56.57784640789032,15,50,1655745409906,1655745353328.1536,3,3.2,8,0,1655745475310,1655745475810,1655745478855,14
1,3.9665267600000003,0.194595198,15,42.43338480591774,15,40,1655745424906,1655745382472.6152,3,3.2,8,0,1655745490340,1655745490841,1655745493888,15
1,4.394854137,0.13820255,15,31.825038604438305,15,30,1655745439906,1655745408080.9614,3,3.2,8,0,1655745505496,1655745505998,1655745509317,16
1,4.425922595,0.142716855,15,23.86877895332873,15,30,1655745454906,1655745431037.221,3,3.2,8,0,1655745520435,1655745520937,1655745524349,17
1,2.975995406,0.116925758,15,17.901584214996547,15,20,1655745469906,1655745452004.4158,3,3.2,8,0,1655745534938,1655745535438,1655745537899,18
1,3.174224385,0.18002657400000002,15,22.376980268745683,15,30,1655745484906,1655745462529.0198,3,3.2,8,0,1655745549942,1655745550443,1655745553097,19
1,3.289835891,0.160680766,15,22.376980268745683,15,30,1655745499906,1655745477529.0198,3,3.2,8,0,1655745564941,1655745565442,1655745568214,20
1,4.157219634,0.105859208,15,16.782735201559262,15,20,1655745514906,1655745498123.265,3,3.2,8,0,1655745579942,1655745580443,1655745584083,21
1,4.234978452,0.11147884999999999,15,16.782735201559262,15,20,1655745529906,1655745513123.265,3,3.2,8,0,1655745594944,1655745595445,1655745599160,22
1,3.479931401,0.073681679,15,16.782735201559262,15,20,1655745544906,1655745528123.265,3,3.2,8,0,1655745609974,1655745610476,1655745613405,23
1,2.344651405,0.097326336,15,16.782735201559262,15,20,1655745559906,1655745543123.265,3,3.2,8,0,1655745624942,1655745625442,1655745627270,24
1,3.442171762,0.110416924,15,20.978419001949078,15,30,1655745574906,1655745553927.581,3,3.2,8,0,1655745640050,1655745640550,1655745643369,25
1,3.125853749,0.094018033,15,15.733814251461808,15,20,1655745589906,1655745574172.1858,3,3.2,8,0,1655745654946,1655745655447,1655745658052,26
1,4.2799822050000005,0.121100138,15,15.733814251461808,15,20,1655745604906,1655745589172.1858,3,3.2,8,0,1655745669944,1655745670443,1655745674207,27
1,4.280287651,0.117511025,15,15.733814251461808,15,20,1655745619906,1655745604172.1858,3,3.2,8,0,1655745684944,1655745685444,1655745689208,28
1,4.338810968,0.06502250100000001,15,15.733814251461808,15,20,1655745634906,1655745619172.1858,3,3.2,8,0,1655745699944,1655745700443,1655745704268,29
1,4.274525071,0.112605337,15,15.733814251461808,15,20,1655745649906,1655745634172.1858,3,3.2,8,0,1655745714943,1655745715442,1655745719203,30
1,4.323447255,0.13148095599999998,15,15.733814251461808,15,20,1655745664906,1655745649172.1858,3,3.2,8,0,1655745729944,1655745730444,1655745734252,31
1,4.260878054,0.107934659,15,15.733814251461808,15,20,1655745679906,1655745664172.1858,3,3.2,8,0,1655745744946,1655745745446,1655745749190,32
1,4.307250386,0.128495506,15,15.733814251461808,15,20,1655745694906,1655745679172.1858,3,3.2,8,0,1655745759944,1655745760443,1655745764236,33
1,3.281602335,0.093463774,15,15.733814251461808,15,20,1655745709906,1655745694172.1858,3,3.2,8,0,1655745774950,1655745775451,1655745778210,34
1,4.310787104,0.073320378,15,15.733814251461808,15,20,1655745724906,1655745709172.1858,3,3.2,8,0,1655745789946,1655745790446,1655745794240,35
1,3.3050264830000002,0.069524688,15,15.733814251461808,15,20,1655745739906,1655745724172.1858,3,3.2,8,0,1655745804979,1655745805479,1655745808234,36
1,3.31046652,0.067549393,15,15.733814251461808,15,20,1655745754906,1655745739172.1858,3,3.2,8,0,1655745819945,1655745820445,1655745823239,37
1,3.254459759,0.070757893,15,15.733814251461808,15,20,1655745769906,1655745754172.1858,3,3.2,8,0,1655745834947,1655745835447,1655745838183,38
1,3.3448002069999996,0.085656744,15,15.733814251461808,15,20,1655745784906,1655745769172.1858,3,3.2,8,0,1655745849962,1655745850464,1655745853275,39
1,4.417574083000001,0.11614508999999999,15,15.733814251461808,15,20,1655745799906,1655745784172.1858,3,3.2,8,0,1655745864946,1655745865445,1655745869348,40
1,3.638951914,0.0679623,15,15.733814251461808,15,20,1655745814906,1655745799172.1858,3,3.2,8,0,1655745879947,1655745880447,1655745883570,41
1,3.6679926409999997,0.093706147,15,15.733814251461808,15,20,1655745829906,1655745814172.1858,3,3.2,8,0,1655745894947,1655745895448,1655745898599,42
1,4.436334911,0.109797026,15,15.733814251461808,15,20,1655745844906,1655745829172.1858,3,3.2,8,0,1655745909950,1655745910453,1655745914368,43
1,3.3364151769999997,0.069204052,15,15.733814251461808,15,20,1655745859906,1655745844172.1858,3,3.2,8,0,1655745924946,1655745925446,1655745928268,44
1,3.320796741,0.06452659300000001,15,15.733814251461808,15,20,1655745874906,1655745859172.1858,3,3.2,8,0,1655745939950,1655745940450,1655745943253,45
1,3.3187277429999997,0.07034664600000001,15,15.733814251461808,15,20,1655745889906,1655745874172.1858,3,3.2,8,0,1655745954948,1655745955448,1655745958250,46
1,1.9735110299999998,0.124607065,15,15.733814251461808,15,20,1655745904906,1655745889172.1858,3,3.2,8,0,1655745969947,1655745970447,1655745971906,47
1,4.4176039970000005,0.10103622,15,19.66726781432726,15,20,1655745919906,1655745900238.7322,3,3.2,8,0,1655745984954,1655745985453,1655745989351,48
1,3.2324935310000003,0.063393013,15,19.66726781432726,15,20,1655745934906,1655745915238.7322,3,3.2,8,0,1655745999949,1655746000449,1655746003165,49
1,4.407467061999999,0.110014542,15,19.66726781432726,15,20,1655745949906,1655745930238.7322,3,3.2,8,0,1655746014945,1655746015445,1655746019340,50
1,3.226585389,0.066595498,15,19.66726781432726,15,20,1655745964906,1655745945238.7322,3,3.2,8,0,1655746029954,1655746030454,1655746033159,51
1,4.423172908,0.12544428600000002,15,19.66726781432726,15,20,1655745979906,1655745960238.7322,3,3.2,8,0,1655746044948,1655746045448,1655746049357,52
1,3.297138496,0.069571481,15,19.66726781432726,15,20,1655745994906,1655745975238.7322,3,3.2,8,0,1655746059953,1655746060455,1655746063231,53
1,1.809207821,0.10941559599999999,15,19.66726781432726,15,20,1655746009906,1655745990238.7322,3,3.2,8,0,1655746074951,1655746075451,1655746076744,54
1,4.367079501,0.165503551,15,24.584084767909076,15,30,1655746024906,1655746000321.9153,3,3.2,8,0,1655746089956,1655746090456,1655746094302,55
1,4.338298571999999,0.075209578,15,18.438063575931807,15,20,1655746039906,1655746021467.9365,3,3.2,8,0,1655746104953,1655746105454,1655746109274,56
1,3.305855393,0.065219706,15,18.438063575931807,15,20,1655746054906,1655746036467.9365,3,3.2,8,0,1655746119953,1655746120453,1655746123242,57
1,3.34378806,0.070135334,15,18.438063575931807,15,20,1655746069906,1655746051467.9365,3,3.2,8,0,1655746134951,1655746135452,1655746138280,58
1,4.397011675,0.121177965,15,18.438063575931807,15,20,1655746084906,1655746066467.9365,3,3.2,8,0,1655746149951,1655746150450,1655746154334,59
1,3.278997085,0.06758471299999999,15,18.438063575931807,15,20,1655746099906,1655746081467.9365,3,3.2,8,0,1655746164974,1655746165475,1655746168217,60
1,4.3583955539999994,0.106531311,15,18.438063575931807,15,20,1655746114906,1655746096467.9365,3,3.2,8,0,1655746179953,1655746180453,1655746184295,61
1,3.7076295839999998,0.10602296800000001,15,18.438063575931807,15,20,1655746129906,1655746111467.9365,3,3.2,8,0,1655746194955,1655746195455,1655746198645,62
1,4.328148175,0.111121914,15,18.438063575931807,15,20,1655746144906,1655746126467.9365,3,3.2,8,0,1655746209953,1655746210452,1655746214266,63
1,3.2865182880000003,0.06487942599999999,15,18.438063575931807,15,20,1655746159906,1655746141467.9365,3,3.2,8,0,1655746224983,1655746225484,1655746228225,64
1,3.332307366,0.075309292,15,18.438063575931807,15,20,1655746174906,1655746156467.9365,3,3.2,8,0,1655746239955,1655746240455,1655746243271,65
1,4.34029135,0.12127108,15,18.438063575931807,15,20,1655746189906,1655746171467.9365,3,3.2,8,0,1655746254954,1655746255455,1655746259280,66
1,3.4071365030000003,0.070293078,15,18.438063575931807,15,20,1655746204906,1655746186467.9365,3,3.2,8,0,1655746270000,1655746270501,1655746273346,67
1,3.316022261,0.06262351000000001,15,18.438063575931807,15,20,1655746219906,1655746201467.9365,3,3.2,8,0,1655746284957,1655746285458,1655746288255,68
1,4.405904362,0.106385684,15,18.438063575931807,15,20,1655746234906,1655746216467.9365,3,3.2,8,0,1655746299958,1655746300457,1655746304346,69
1,3.608749459,0.081765723,15,18.438063575931807,15,20,1655746249906,1655746231467.9365,3,3.2,8,0,1655746314956,1655746315456,1655746318549,70
1,3.499639046,0.081039321,15,18.438063575931807,15,20,1655746264906,1655746246467.9365,3,3.2,8,0,1655746330058,1655746330559,1655746333440,71
1,4.508815127,0.122837468,15,18.438063575931807,15,20,1655746279906,1655746261467.9365,3,3.2,8,0,1655746344958,1655746345458,1655746349451,72
1,3.703669613,0.10629670799999999,15,18.438063575931807,15,20,1655746294906,1655746276467.9365,3,3.2,8,0,1655746359958,1655746360458,1655746363647,73
1,3.6524707509999996,0.135605054,15,18.438063575931807,15,20,1655746309906,1655746291467.9365,3,3.2,8,0,1655746374958,1655746375457,1655746378597,74
1,3.420852453,0.070908934,15,18.438063575931807,15,20,1655746324906,1655746306467.9365,3,3.2,8,0,1655746389980,1655746390481,1655746393366,75
1,3.4132532540000002,0.086092461,15,18.438063575931807,15,20,1655746339906,1655746321467.9365,3,3.2,8,0,1655746404994,1655746405495,1655746408358,76
1,3.4625593009999998,0.06796397,15,18.438063575931807,15,20,1655746354906,1655746336467.9365,3,3.2,8,0,1655746420012,1655746420512,1655746423409,77
1,4.4247009120000005,0.11359791,15,18.438063575931807,15,20,1655746369906,1655746351467.9365,3,3.2,8,0,1655746434965,1655746435464,1655746439371,78
1,1.8817001230000001,0.080471258,15,18.438063575931807,15,20,1655746384906,1655746366467.9365,3,3.2,8,0,1655746449962,1655746450462,1655746451828,79
