RESPONSES,TOTAL_TIME,FREQUENCY,TIME_DATA,FREQUENCY_DATA,RESPONSES_STORED,FROM_DATE,TO_DATE,MINIMUM_TIME,MAXIMUM_TIME,CURRENT_ESC_RUNNING
1,8.002612000465392,10,60,3,1,1652039467641,1652039407641,7,8,6
1,6.956104000091552,10,60,5,1,1652039477641,1652039417641,7,8,6
1,6.697547999858856,10,60,5,1,1652039487641,1652039427641,7,8,6
1,9.248017000198365,10,60,5,1,1652039497641,1652039437641,7,8,6
1,6.811994999885559,10,60,6.25,1,1652039507641,1652039447641,7,8,6
1,9.569972000122071,10,60,5,1,1652039517641,1652039457641,7,8,6
1,7.9952160000801085,10,60,6.25,1,1652039527641,1652039467641,7,8,6
1,6.925949999809265,10,60,7.8125,1,1652039537641,1652039477641,7,8,7
1,7.167859000205993,10,60,5.859375,1,1652039547641,1652039487641,7,8,7
1,7.789967000007629,10,60,5,1,1652039557641,1652039497641,7,8,7
1,7.785337999820709,10,60,6.25,1,1652039567641,1652039507641,7,8,7
1,6.63502799987793,10,60,7.8125,1,1652039577641,1652039517641,7,8,7
1,7.695607000350952,10,60,5.859375,1,1652039587641,1652039527641,7,8,7
1,9.970705999851226,10,60,7.32421875,1,1652039597641,1652039537641,7,8,7
1,7.209925000190735,10,60,9.1552734375,1,1652039607641,1652039547641,7,8,7
1,7.5562810001373295,10,60,11.444091796875,1,1652039617641,1652039557641,7,8,8
1,6.837521999835968,10,60,14.30511474609375,1,1652039627641,1652039567641,7,8,8
1,5.933716000080109,10,60,10.728836059570312,1,1652039637641,1652039577641,7,8,8
1,8.258735000133514,10,60,8.046627044677734,1,1652039647641,1652039587641,7,8,8
1,6.196856999874115,10,60,10.058283805847168,1,1652039657641,1652039597641,7,8,8
1,6.58184299993515,10,60,7.543712854385376,1,1652039667641,1652039607641,7,8,8
1,6.177519999980927,10,60,5.657784640789032,1,1652039677641,1652039617641,7,8,8
1,7.2236440000534055,10,60,5,1,1652039687641,1652039627641,7,8,8
1,6.6547579998970035,10,60,6.25,1,1652039697641,1652039637641,7,8,9
