RESPONSES,TOTAL_TIME,ANALYSIS_TIME,FREQUENCY,TIME_DATA,FREQUENCY_DATA,RESPONSES_STORED,FROM_DATE,TO_DATE,MINIMUM_TIME,MAXIMUM_TIME,CURRENT_ESC_RUNNING,ANALYSIS_RETRIES,INIT_EXEC_TIME,EXEC_TIME,FINAL_EXEC_TIME,ID,GUARANTEES,ESC
1,2.612359857,0.033438183,15,30,15,10,1656952871532,1656952841532,3,3.2,4,0,1656953056575,1656953057076,1656953059176,0,4,governifyoti_gc_ans1
1,2.65529226,0.059881883000000004,15,37.5,15,20,1656952886532,1656952849032,3,3.2,4,0,1656953071577,1656953072078,1656953074220,1,4,governifyoti_gc_ans1
1,2.693686507,0.08183649900000001,15,46.875,15,30,1656952901532,1656952854657,3,3.2,4,0,1656953086578,1656953087079,1656953089259,2,4,governifyoti_gc_ans1
1,2.7230618079999998,0.10320902100000001,15,58.59375,15,40,1656952916532,1656952857938.25,3,3.2,4,0,1656953101579,1656953102080,1656953104288,3,4,governifyoti_gc_ans1
1,2.7618313509999997,0.12949628000000002,15,73.2421875,15,50,1656952931532,1656952858289.8125,3,3.2,4,0,1656953116579,1656953117079,1656953119327,4,4,governifyoti_gc_ans1
1,2.7911819110000002,0.15664271800000001,15,91.552734375,15,60,1656952946532,1656952854979.2656,3,3.2,4,0,1656953131582,1656953132082,1656953134357,5,4,governifyoti_gc_ans1
1,2.841000547,0.181577668,15,114.44091796875,15,70,1656952961532,1656952847091.082,3,3.2,4,0,1656953146586,1656953147087,1656953149407,6,4,governifyoti_gc_ans1
1,2.894828926,0.213763835,15,143.0511474609375,15,80,1656952976532,1656952833480.8525,3,3.2,4,0,1656953161595,1656953162096,1656953164461,7,4,governifyoti_gc_ans1
1,2.9399488689999997,0.232239194,15,178.81393432617188,15,90,1656952991532,1656952812718.0657,3,3.2,4,0,1656953176606,1656953177107,1656953179507,8,4,governifyoti_gc_ans1
1,2.96405005,0.262511986,15,223.51741790771484,15,100,1656953006532,1656952783014.582,3,3.2,4,0,1656953191598,1656953192099,1656953194532,9,4,governifyoti_gc_ans1
1,2.991267174,0.29327083499999995,15,279.39677238464355,15,110,1656953021532,1656952742135.2275,3,3.2,4,0,1656953206592,1656953207093,1656953209560,10,4,governifyoti_gc_ans1
1,3.025822835,0.309751938,15,349.24596548080444,15,120,1656953036532,1656952687286.0344,3,3.2,4,0,1656953221595,1656953222096,1656953224595,11,4,governifyoti_gc_ans1
1,3.071638885,0.34597642,15,349.24596548080444,15,130,1656953051532,1656952702286.0344,3,3.2,4,0,1656953236595,1656953237095,1656953239641,12,4,governifyoti_gc_ans1
1,3.122724877,0.393538623,15,349.24596548080444,15,140,1656953066532,1656952717286.0344,3,3.2,4,0,1656953251597,1656953252097,1656953254692,13,4,governifyoti_gc_ans1
1,3.278928076,0.483437964,15,349.24596548080444,15,150,1656953081532,1656952732286.0344,3,3.2,4,0,1656953266599,1656953267100,1656953269848,14,4,governifyoti_gc_ans1
1,3.2209608039999997,0.448496771,15,261.93447411060333,15,160,1656953096532,1656952834597.526,3,3.2,4,0,1656953281599,1656953282099,1656953284790,15,4,governifyoti_gc_ans1
1,3.1616966779999998,0.405050457,15,196.4508555829525,15,140,1656953111532,1656952915081.1445,3,3.2,4,0,1656953296599,1656953297099,1656953299731,16,4,governifyoti_gc_ans1
1,3.143680977,0.37627207399999996,15,196.4508555829525,15,140,1656953126532,1656952930081.1445,3,3.2,4,0,1656953311598,1656953312098,1656953314713,17,4,governifyoti_gc_ans1
1,3.208494413,0.38543539600000004,15,196.4508555829525,15,140,1656953141532,1656952945081.1445,3,3.2,4,0,1656953326598,1656953327099,1656953329778,18,4,governifyoti_gc_ans1
