RESPONSES,TOTAL_TIME,ANALYSIS_TIME,FREQUENCY,TIME_DATA,FREQUENCY_DATA,RESPONSES_STORED,FROM_DATE,TO_DATE,MINIMUM_TIME,MAXIMUM_TIME,CURRENT_ESC_RUNNING,ANALYSIS_RETRIES,INIT_EXEC_TIME,EXEC_TIME,FINAL_EXEC_TIME,ID,GUARANTEES,ESC
1,0.983754436,0.034451907,15,30,15,10,1656879447112,1656879417112,3,3.2,16,0,1656879572141,1656879572641,1656879573110,0,4,governifyoti_gc_ans14
1,0.95647346,0.06352322,15,37.5,15,20,1656879462112,1656879424612,3,3.2,16,0,1656879587140,1656879587640,1656879588083,1,4,governifyoti_gc_ans14
1,1.021699239,0.092357266,15,46.875,15,30,1656879477112,1656879430237,3,3.2,16,0,1656879602179,1656879602680,1656879603149,2,4,governifyoti_gc_ans14
1,1.119415466,0.11092848200000001,15,58.59375,15,40,1656879492112,1656879433518.25,3,3.2,16,0,1656879617147,1656879617648,1656879618246,3,4,governifyoti_gc_ans14
1,1.1708484590000001,0.137629264,15,73.2421875,15,50,1656879507112,1656879433869.8125,3,3.2,16,0,1656879632147,1656879632647,1656879633298,4,4,governifyoti_gc_ans14
1,1.202719167,0.190465906,15,91.552734375,15,60,1656879522112,1656879430559.2656,3,3.2,16,0,1656879647173,1656879647672,1656879648331,5,4,governifyoti_gc_ans14
1,1.414810234,0.306957384,15,114.44091796875,15,70,1656879537112,1656879422671.082,3,3.2,16,0,1656879662175,1656879662674,1656879663543,6,4,governifyoti_gc_ans14
1,1.733649356,0.29243040200000003,15,143.0511474609375,15,80,1656879552112,1656879409060.8525,3,3.2,16,0,1656879677162,1656879677663,1656879678863,7,4,governifyoti_gc_ans14
1,2.807208319,0.601842802,15,178.81393432617188,15,90,1656879567112,1656879388298.0657,3,3.2,16,0,1656879692295,1656879692796,1656879694935,8,4,governifyoti_gc_ans14
1,3.343007427,0.391923556,15,223.51741790771484,15,100,1656879582112,1656879358594.582,3,3.2,16,0,1656879707435,1656879707952,1656879710471,9,4,governifyoti_gc_ans14
1,3.236348668,0.7294017340000001,15,167.63806343078613,15,110,1656879597112,1656879429473.9365,3,3.2,16,0,1656879722180,1656879722686,1656879725365,10,4,governifyoti_gc_ans14
1,2.80365339,0.601243922,15,125.7285475730896,15,90,1656879612112,1656879486383.4524,3,3.2,16,0,1656879737213,1656879737714,1656879739932,11,4,governifyoti_gc_ans14
1,2.498277674,0.356780819,15,157.160684466362,15,100,1656879627112,1656879469951.3154,3,3.2,16,0,1656879752283,1656879752786,1656879754627,12,4,governifyoti_gc_ans14
1,2.1810751909999997,0.461630957,15,196.4508555829525,15,110,1656879642112,1656879445661.1445,3,3.2,16,0,1656879767605,1656879768105,1656879769310,13,4,governifyoti_gc_ans14
1,3.455123912,0.723155166,15,245.56356947869062,15,120,1656879657112,1656879411548.4304,3,3.2,16,0,1656879782190,1656879782690,1656879785584,14,4,governifyoti_gc_ans14
1,3.462189418,0.620811935,15,184.17267710901797,15,130,1656879672112,1656879487939.323,3,3.2,16,0,1656879797175,1656879797675,1656879800593,15,4,governifyoti_gc_ans14
1,3.083127517,0.473482327,15,138.12950783176348,15,100,1656879687112,1656879548982.4922,3,3.2,16,0,1656879812180,1656879812684,1656879815214,16,4,governifyoti_gc_ans14
1,1.7313185610000001,0.581161632,15,138.12950783176348,15,100,1656879702112,1656879563982.4922,3,3.2,16,0,1656879827156,1656879827657,1656879828862,17,4,governifyoti_gc_ans14
1,2.724838665,0.5934064130000001,15,172.66188478970435,15,110,1656879717112,1656879544450.1152,3,3.2,16,0,1656879842166,1656879842666,1656879844856,18,4,governifyoti_gc_ans14
1,2.791357936,0.6890045730000001,15,215.82735598713043,15,120,1656879732112,1656879516284.644,3,3.2,16,0,1656879857172,1656879857673,1656879859923,19,4,governifyoti_gc_ans14
1,3.0766101239999997,0.45505132099999995,15,269.78419498391304,15,130,1656879747112,1656879477327.805,3,3.2,16,0,1656879872417,1656879872917,1656879875207,20,4,governifyoti_gc_ans14
1,2.9483941209999998,0.498200079,15,269.78419498391304,15,140,1656879762112,1656879492327.805,3,3.2,16,0,1656879887262,1656879887761,1656879890079,21,4,governifyoti_gc_ans14
1,4.480703131,0.6850237899999999,15,337.2302437298913,15,150,1656879777112,1656879439881.7563,3,3.2,16,0,1656879902303,1656879902804,1656879906611,22,4,governifyoti_gc_ans14
