RESPONSES,TOTAL_TIME,FREQUENCY,TIME_DATA,FREQUENCY_DATA,RESPONSES_STORED,FROM_DATE,TO_DATE,MINIMUM_TIME,MAXIMUM_TIME,CURRENT_ESC_RUNNING
1,6.918644999980926,10,60,3,1,1652039386922,1652039326922,7,8,5
1,6.543828000068665,10,60,5,1,1652039396922,1652039336922,7,8,5
1,7.279306000232697,10,60,5,1,1652039406922,1652039346922,7,8,5
1,6.186460999965668,10,60,6.25,1,1652039416922,1652039356922,7,8,5
1,6.672559000015259,10,60,5,1,1652039426922,1652039366922,7,8,5
1,6.5243730001449585,10,60,5,1,1652039436922,1652039376922,7,8,5
1,6.479098000049591,10,60,5,1,1652039446922,1652039386922,7,8,5
1,6.961381000041961,10,60,5,1,1652039456922,1652039396922,7,8,6
1,6.331140999794006,10,60,5,1,1652039466922,1652039406922,7,8,6
1,6.2811749997138975,10,60,5,1,1652039476922,1652039416922,7,8,6
1,6.1527849998474125,10,60,5,1,1652039486922,1652039426922,7,8,6
1,10.61503600025177,10,60,5,1,1652039496922,1652039436922,7,8,6
1,6.54527499961853,10,60,6.25,1,1652039506922,1652039446922,7,8,6
1,6.9226630001068115,10,60,5,1,1652039516922,1652039456922,7,8,6
1,6.420844000339508,10,60,5,1,1652039526922,1652039466922,7,8,6
1,6.054368000030518,10,60,5,1,1652039536922,1652039476922,7,8,7
1,7.115897000312805,10,60,5,1,1652039546922,1652039486922,7,8,7
1,6.554961999893188,10,60,5,1,1652039556922,1652039496922,7,8,7
1,6.7719330000877385,10,60,5,1,1652039566922,1652039506922,7,8,7
1,9.161052999973297,10,60,5,1,1652039576922,1652039516922,7,8,7
1,6.760206999778748,10,60,6.25,1,1652039586922,1652039526922,7,8,7
1,9.367894999980926,10,60,5,1,1652039596922,1652039536922,7,8,7
1,6.757264999866486,10,60,6.25,1,1652039606922,1652039546922,7,8,7
1,6.931460000038147,10,60,5,1,1652039616922,1652039556922,7,8,8
1,7.1790640001297,10,60,5,1,1652039626922,1652039566922,7,8,8
1,5.9641659998893735,10,60,5,1,1652039636922,1652039576922,7,8,8
1,7.0691950001716615,10,60,5,1,1652039646922,1652039586922,7,8,8
