RESPONSES,TOTAL_TIME,FREQUENCY,TIME_DATA,FREQUENCY_DATA,RESPONSES_STORED,FROM_DATE,TO_DATE,MINIMUM_TIME,MAXIMUM_TIME,CURRENT_ESC_RUNNING
1,2.6205494440000003,15,6000,16,1,1654507342241,1654501342241,2590,2600,11
1,2.617728948,15,6000,16,3,1654507357241,1654501357241,2590,2600,11
1,1.114606593,15,6000,16,4,1654507372241,1654501372241,2590,2600,11
1,2.7436495329999997,15,6000,16,5,1654507387241,1654501387241,2590,2600,11
1,4.5460207200000005,15,6000,16,6,1654507402241,1654501402241,2590,2600,11
1,4.5460207200000005,15,6000,16,6,1654507417241,1654501417241,2590,2600,11
1,1.9748239140000001,15,6000,16,7,1654507432241,1654501432241,2590,2600,11
1,1.422178582,15,6000,16,8,1654507447241,1654501447241,2590,2600,12
1,2.493245951,15,6000,16,9,1654507462241,1654501462241,2590,2600,12
1,2.658913717,15,6000,16,10,1654507477241,1654501477241,2590,2600,12
1,2.6500633939999996,15,6000,16,11,1654507492241,1654501492241,2590,2600,12
1,1.1026369870000001,15,6000,16,12,1654507507241,1654501507241,2590,2600,12
1,1.7423553520000001,15,6000,16,13,1654507522241,1654501522241,2590,2600,12
1,1.749974585,15,6000,16,14,1654507537241,1654501537241,2590,2600,12
1,1.190672983,15,6000,16,15,1654507552241,1654501552241,2590,2600,12
1,2.7236792110000003,15,6000,16,16,1654507567241,1654501567241,2590,2600,13
1,3.083622177,15,6000,16,17,1654507582241,1654501582241,2590,2600,13
1,2.857833329,15,6000,16,18,1654507597241,1654501597241,2590,2600,13
1,3.1257937510000002,15,6000,16,19,1654507612241,1654501612241,2590,2600,13
1,4.7165949860000005,15,6000,16,20,1654507627241,1654501627241,2590,2600,13
1,4.8420928420000005,15,6000,16,21,1654507642241,1654501642241,2590,2600,13
1,2.4325243220000003,15,6000,16,21,1654507657241,1654501657241,2590,2600,13
1,1.506862154,15,6000,16,22,1654507672241,1654501672241,2590,2600,14
1,2.5459248590000003,15,6000,16,23,1654507687241,1654501687241,2590,2600,14
1,2.5459248590000003,15,6000,16,24,1654507702241,1654501702241,2590,2600,14
1,2.70750164,15,6000,16,25,1654507717241,1654501717241,2590,2600,14
1,2.331097661,15,6000,16,26,1654507732241,1654501732241,2590,2600,14
1,2.844974374,15,6000,16,27,1654507747241,1654501747241,2590,2600,14
1,2.807906951,15,6000,16,28,1654507762241,1654501762241,2590,2600,14
1,2.807906951,15,6000,16,29,1654507777241,1654501777241,2590,2600,14
1,0.8014880010000001,15,6000,16,30,1654507792241,1654501792241,2590,2600,14
1,0.8014880010000001,15,6000,16,31,1654507807241,1654501807241,2590,2600,15
1,1.823446318,15,6000,16,32,1654507822241,1654501822241,2590,2600,15
1,3.524798068,15,6000,16,33,1654507837241,1654501837241,2590,2600,15
1,4.882628743000001,15,6000,16,34,1654507852241,1654501852241,2590,2600,15
1,4.882628743000001,15,6000,16,35,1654507867241,1654501867241,2590,2600,15
1,6.696869639,15,6000,16,36,1654507882241,1654501882241,2590,2600,15
1,2.846822908,15,6000,16,36,1654507897241,1654501897241,2590,2600,15
1,2.846822908,15,6000,16,37,1654507912241,1654501912241,2590,2600,16
1,1.2873688110000001,15,6000,16,38,1654507927241,1654501927241,2590,2600,16
1,2.778693977,15,6000,16,39,1654507942241,1654501942241,2590,2600,16
1,2.778693977,15,6000,16,40,1654507957241,1654501957241,2590,2600,16
