RESPONSES,TOTAL_TIME,ANALYSIS_TIME,FREQUENCY,TIME_DATA,FREQUENCY_DATA,RESPONSES_STORED,FROM_DATE,TO_DATE,MINIMUM_TIME,MAXIMUM_TIME,CURRENT_ESC_RUNNING,ANALYSIS_RETRIES,INIT_EXEC_TIME,EXEC_TIME,FINAL_EXEC_TIME,ID
1,2.6130394949999998,0.033636292,15,5000,15,10,1655453539654,1655448539654,2.5,3,2,0,1655453559677,1655453560177,1655453562277,0
1,1.883426305,0.083512716,15,5000,15,30,1655453554654,1655448554654,2.5,3,2,0,1655453574687,1655453575187,1655453576548,1
1,1.0973738800000001,0.11055962700000001,15,5000,15,40,1655453569654,1655448569654,2.5,3,2,0,1655453589687,1655453590188,1655453590764,2
1,2.7875992849999998,0.14891748000000002,15,5000,15,50,1655453584654,1655448584654,2.5,3,3,0,1655453604683,1655453605184,1655453607455,3
1,1.892713646,0.156716684,15,5000,15,60,1655453599654,1655448599654,2.5,3,3,0,1655453619685,1655453620186,1655453621561,4
1,2.8403451960000003,0.184570169,15,5000,15,70,1655453614654,1655448614654,2.5,3,3,0,1655453634692,1655453635193,1655453637512,5
1,2.92214835,0.22877256199999998,15,5000,15,80,1655453629654,1655448629654,2.5,3,4,0,1655453649691,1655453650191,1655453652594,6
1,1.95604566,0.235907231,15,5000,15,90,1655453644654,1655448644654,2.5,3,4,0,1655453664694,1655453665195,1655453666628,7
1,3.02232767,0.264635157,15,5000,15,100,1655453659654,1655448659654,2.5,3,4,0,1655453679695,1655453680196,1655453682694,8
1,2.3510191049999998,0.286500537,15,5000,15,110,1655453674654,1655448674654,2.5,3,4,0,1655453694697,1655453695197,1655453697023,9
1,3.1446783099999998,0.379963509,15,5000,15,120,1655453689654,1655448689654,2.5,3,5,0,1655453709700,1655453710201,1655453712818,10
1,3.1291118769999997,0.35379565,15,5000,15,130,1655453704654,1655448704654,2.5,3,5,0,1655453724712,1655453725213,1655453727805,11
1,3.168981579,0.37393097000000003,15,5000,15,140,1655453719654,1655448719654,2.5,3,5,0,1655453739706,1655453740207,1655453742844,12
1,3.27267608,0.441567423,15,5000,15,150,1655453734654,1655448734654,2.5,3,6,0,1655453754704,1655453755204,1655453757947,13
1,3.2832824329999997,0.43986371,15,5000,15,160,1655453749654,1655448749654,2.5,3,6,0,1655453769715,1655453770215,1655453772960,14
1,3.358568678,0.47648172299999997,15,5000,15,170,1655453764654,1655448764654,2.5,3,6,0,1655453784721,1655453785224,1655453788038,15
1,3.2766621519999997,0.51282305,15,5000,15,180,1655453779654,1655448779654,2.5,3,6,0,1655453799719,1655453800219,1655453802957,16
1,4.533080942,0.566710105,15,5000,15,190,1655453794654,1655448794654,2.5,3,7,0,1655453814717,1655453815217,1655453819212,17
1,4.3440680270000005,0.58639307,15,5000,15,200,1655453809654,1655448809654,2.5,3,7,0,1655453829724,1655453830224,1655453834025,18
1,4.4259316790000005,0.572511439,15,5000,15,210,1655453824654,1655448824654,2.5,3,7,0,1655453844730,1655453845230,1655453849107,19
1,4.390393958,0.62283306,15,5000,15,220,1655453839654,1655448839654,2.5,3,7,0,1655453859778,1655453860279,1655453864073,20
1,4.846128267,0.7180831719999999,15,5000,15,230,1655453854654,1655448854654,2.5,3,8,0,1655453874760,1655453875261,1655453879529,21
1,5.062222244,0.724152358,15,5000,15,240,1655453869654,1655448869654,2.5,3,8,0,1655453889967,1655453890468,1655453894747,22
1,4.941060104999999,0.721679396,15,5000,15,240,1655453884654,1655448884654,2.5,3,8,0,1655453904909,1655453905409,1655453909627,23
1,5.092491584,0.732437772,15,5000,15,240,1655453899654,1655448899654,2.5,3,8,0,1655453920164,1655453920668,1655453924778,24
1,5.2136730049999995,0.801392059,15,5000,15,240,1655453914654,1655448914654,2.5,3,8,0,1655453935493,1655453935993,1655453939900,25
1,5.382669406,0.852832503,15,5000,15,240,1655453929654,1655448929654,2.5,3,8,0,1655453950002,1655453950503,1655453955070,26
1,7.924480771,1.006091494,15,5000,15,240,1655453944654,1655448944654,2.5,3,8,2,1655453965465,1655453966964,1655453972614,27
1,7.295606169,1.4963572509999998,15,5000,15,240,1655453959654,1655448959654,2.5,3,8,7,1655453979775,1655453983778,1655453986985,28
1,7.372295295,0.732919945,15,5000,15,240,1655453974654,1655448974654,2.5,3,8,2,1655453994733,1655453996235,1655454002062,29
1,5.387650667,0.844685438,15,5000,15,240,1655453989654,1655448989654,2.5,3,8,0,1655454010250,1655454010751,1655454015078,30
1,8.072157313,0.75473396,15,5000,15,240,1655454004654,1655449004654,2.5,3,8,2,1655454024748,1655454026259,1655454032764,31
1,7.966263207,0.9416590260000001,15,5000,15,240,1655454019654,1655449019654,2.5,3,8,6,1655454039761,1655454043262,1655454047659,32
1,5.450358571,0.919518673,15,5000,15,240,1655454034654,1655449034654,2.5,3,8,0,1655454054768,1655454055268,1655454060143,33
