MIN,MAX,MEAN,STDEV,NUMBER_ESC_RUNNING
100,0,0,0,1
100,0,0,0,2
100,0,0,0,3
100,0,0,0,4
100,0,0,0,5
100,0,0,0,6
100,0,0,0,7
1.314069503,13.124813497,3.7340804364738407,2.3928889401038314,8
100,0,0,0,7
100,0,0,0,6
100,0,0,0,5
100,0,0,0,4
100,0,0,0,3
100,0,0,0,2
100,0,0,0,1
